lgd_state_id,lgd_district_id,lgd_state_name,lgd_district_name,state,district,deaths,month,year,pc11_state_id,pc11_district_id,pc11_district_name
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,19,5,2021,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,11,4,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,9,1,2021,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,17,10,2018,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,16,5,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,15,8,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,14,5,2018,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,13,7,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,12,3,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,11,2,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,14,9,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,12,2,2021,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,11,1,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,10,3,2021,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,7,5,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,11,4,2021,02,025,lahul spiti
