location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Asia,2022-02-07,0.627,0.805,0.627,0.341,0.241,0.046,FALSE
North America,2022-02-07,0.589,0.615,0.597,0.585,0.559,0.72,FALSE
Oceania,2022-02-07,0.236,0.512,0.332,0.229,0.048,0.171,FALSE
Africa,2022-02-14,0.243,0.306,0.243,0.151,0.065,0.03,FALSE
Europe,2022-02-14,0.555,0.571,0.555,0.493,0.463,0.461,FALSE
Latin America and Caribbean,2022-02-14,0.65,0.739,0.65,0.551,0.475,0.325,FALSE
North America,2022-02-14,0.365,0.386,0.372,0.36,0.325,0.698,FALSE
Asia,2022-02-14,0.444,0.699,0.504,0.313,0.179,0.045,FALSE
Oceania,2022-02-14,0.237,0.495,0.317,0.206,0.014,0.139,FALSE
Africa,2022-02-21,0.249,0.308,0.249,0.152,0.067,0.03,FALSE
Europe,2022-02-21,0.42,0.44,0.42,0.361,0.327,0.449,FALSE
Latin America and Caribbean,2022-02-21,0.502,0.589,0.51,0.455,0.408,0.298,FALSE
North America,2022-02-21,0.195,0.214,0.2,0.189,0.158,0.566,FALSE
Asia,2022-02-21,0.417,0.594,0.443,0.279,0.18,0.042,FALSE
Oceania,2022-02-21,0.163,0.371,0.252,0.143,-0.061,0.127,FALSE
Africa,2022-02-28,0.234,0.286,0.234,0.137,0.067,0.017,FALSE
Europe,2022-02-28,0.405,0.497,0.413,0.245,0.123,0.379,FALSE
Latin America and Caribbean,2022-02-28,0.39,0.504,0.428,0.388,0.336,0.237,FALSE
North America,2022-02-28,0.133,0.15,0.142,0.131,0.085,0.497,FALSE
Asia,2022-02-28,0.329,0.513,0.376,0.246,0.105,0.041,FALSE
Oceania,2022-02-28,0.155,0.415,0.269,0.135,-0.148,0.095,FALSE
Africa,2022-03-07,0.264,0.332,0.264,0.148,0.055,0.018,FALSE
Europe,2022-03-07,0.356,0.434,0.364,0.215,0.106,0.324,FALSE
North America,2022-03-07,0.331,1.846,0.503,0.296,0.187,0.409,FALSE
Asia,2022-03-07,0.304,0.467,0.336,0.216,0.09,0.041,FALSE
Latin America and Caribbean,2022-03-07,0.384,0.513,0.448,0.344,0.259,0.164,FALSE
Oceania,2022-03-07,0.157,0.439,0.266,0.14,-0.16,0.097,FALSE
Africa,2022-03-14,0.283,0.314,0.283,0.132,0.048,0.014,FALSE
Europe,2022-03-14,0.39,0.461,0.39,0.262,0.145,0.265,FALSE
North America,2022-03-14,0.113,1.503,0.366,0.113,0.048,0.358,FALSE
Asia,2022-03-14,0.24,0.365,0.274,0.159,0.072,0.038,FALSE
Latin America and Caribbean,2022-03-14,0.262,0.433,0.358,0.262,0.214,0.134,FALSE
Oceania,2022-03-14,0.155,0.457,0.276,0.119,-0.139,0.07,FALSE
Africa,2022-03-21,0.301,0.327,0.301,0.139,0.042,0.004,FALSE
Europe,2022-03-21,0.454,0.53,0.454,0.306,0.207,0.233,FALSE
North America,2022-03-21,0.096,1.301,0.344,0.096,0.058,0.294,FALSE
Asia,2022-03-21,0.239,0.404,0.265,0.151,0.091,0.035,FALSE
Latin America and Caribbean,2022-03-21,0.211,0.389,0.308,0.211,0.182,0.104,FALSE
Oceania,2022-03-21,0.156,0.478,0.261,0.134,-0.286,0.075,FALSE
Africa,2022-03-28,0.291,0.312,0.291,0.142,0.038,0.004,FALSE
Europe,2022-03-28,0.414,0.451,0.414,0.279,0.188,0.219,FALSE
North America,2022-03-28,0.155,1.2,0.335,0.155,0.033,0.228,FALSE
Asia,2022-03-28,0.221,0.384,0.28,0.16,0.092,0.038,FALSE
Latin America and Caribbean,2022-03-28,0.207,0.344,0.27,0.197,0.139,0.081,FALSE
Oceania,2022-03-28,0.19,0.667,0.303,0.16,-0.234,0.089,FALSE
Africa,2022-04-04,0.279,0.311,0.279,0.126,0.017,0.004,FALSE
Europe,2022-04-04,0.389,0.406,0.389,0.266,0.211,0.207,FALSE
North America,2022-04-04,0.074,1.196,0.34,0.074,0.032,0.19,FALSE
Asia,2022-04-04,0.15,0.454,0.276,0.138,0.05,0.021,FALSE
Latin America and Caribbean,2022-04-04,0.169,0.344,0.269,0.169,0.137,0.07,FALSE
Oceania,2022-04-04,0.157,0.916,0.441,0.157,-0.345,0.203,FALSE
Africa,2022-04-11,0.328,0.338,0.328,0.146,0.024,0.003,FALSE
Europe,2022-04-11,0.345,0.466,0.365,0.236,0.039,0.203,FALSE
North America,2022-04-11,0.249,1.091,0.317,0.172,0.022,0.143,FALSE
Asia,2022-04-11,0.255,0.541,0.362,0.174,0.055,0.018,FALSE
Latin America and Caribbean,2022-04-11,0.161,0.295,0.231,0.157,0.087,0.051,FALSE
Oceania,2022-04-11,0.115,0.766,0.372,0.115,-0.322,0.103,FALSE
Africa,2022-04-18,0.233,0.345,0.241,0.097,-0.025,0.003,FALSE
Europe,2022-04-18,0.333,1.204,0.481,0.276,-0.055,0.162,FALSE
Asia,2022-04-18,0.296,0.474,0.344,0.174,0.05,0.014,FALSE
Latin America and Caribbean,2022-04-18,0.14,0.445,0.239,0.132,0.065,0.035,FALSE
North America,2022-04-18,0.246,0.951,0.357,0.188,0.081,0.131,FALSE
Oceania,2022-04-18,0.161,0.761,0.359,0.161,-0.324,0.109,FALSE
Asia,2022-04-25,0.296,0.493,0.342,0.171,0.05,0.011,FALSE
Africa,2022-04-25,0.241,0.354,0.242,0.098,-0.019,0.003,FALSE
Latin America and Caribbean,2022-04-25,0.158,0.441,0.24,0.13,0.057,0.037,FALSE
Europe,2022-04-25,0.326,1.194,0.487,0.28,-0.057,0.206,FALSE
North America,2022-04-25,0.244,0.902,0.359,0.177,0.077,0.113,FALSE
Oceania,2022-04-25,0.165,0.762,0.359,0.165,-0.305,0.104,FALSE
