continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
W. Europe,2020-10-19,530152257,3040.3927867413513,3040.561008432161,3040.5122055979737,3040.4268080159795,3040.2916127716044,3040.193595190823,3040.1544448795153,124655.4703726371,3040.3773261618803,826.716
W. Europe,2020-10-26,530152257,4199.887529560138,4200.103185550595,4200.077521074355,4199.953274482404,4199.821943433283,4199.688794050954,4199.678040453945,172194.73608692287,4199.871611876168,1303.715
W. Europe,2020-11-02,530152257,5278.865861372858,5279.051531916945,5279.045094044085,5278.9280188018,5278.808572340514,5278.635955308484,5278.600237179847,216430.54425896582,5278.7937624138,2044.856
W. Europe,2020-11-09,530152257,5655.2514525585175,5655.426005216625,5655.416674355039,5655.320164167749,5655.1429979868035,5654.979773891074,5654.829112131997,231854.7442589659,5654.993762413802,3190.288
W. Europe,2020-11-16,530152257,5571.253141014104,5571.478881520385,5571.456078606915,5571.354401307146,5571.180964440806,5570.986041882767,5570.981128626537,228418.9442589659,5571.193762413803,3609.712
W. Europe,2020-11-23,530152257,5422.123889841893,5422.283954546738,5422.235048848036,5422.15192600909,5421.965544592364,5421.844933453068,5421.801136215629,222301.15854468022,5421.979476699517,3944.574
W. Europe,2020-11-30,530152257,5178.110894577357,5178.334880516278,5178.269021271898,5178.1353987708135,5177.959501042904,5177.78908200662,5177.725380363919,212297.15854468016,5177.9794766995165,4126.714
W. Europe,2020-12-07,530152257,4836.148464743652,4836.367581792226,4836.339769524758,4836.1797045461,4836.00603536455,4835.864286182677,4835.822264226487,198276.57055696895,4836.013916023633,3961.712
W. Europe,2020-12-14,530152257,4217.04334157637,4217.245120051184,4217.160488288756,4217.057073045529,4216.8853041134635,4216.692551100901,4216.684987539956,172894.0562712547,4216.928201737919,3832.859
W. Europe,2020-12-21,530152257,3988.1788979093567,3988.3275784052303,3988.3093906839836,3988.1800889834994,3987.97188240752,3987.8335599672273,3987.784395180539,163510.91341411183,3988.0710588807765,3988.714
W. Europe,2020-12-28,530152257,4002.492421928847,4002.7232659896226,4002.697578403929,4002.5515947107524,4002.3625263306744,4002.2513859167548,4002.2111240552445,164100.60732097705,4002.4538370970013,3353.141
W. Europe,2021-01-04,530152257,3772.726589501314,3772.933251960725,3772.920834834121,3772.759501514243,3772.59092827169,3772.4326944321992,3772.392850865733,154682.07795395414,3772.733608633028,3717.572
W. Europe,2021-01-11,530152257,3238.131476087771,3238.3208359338473,3238.2784411420794,3238.1422950669025,3237.96134068891,3237.814650318354,3237.7880692773992,132761.52557299176,3238.0859895851645,4383.857
W. Europe,2021-01-18,530152257,3859.445950732502,3859.624814679351,3859.5999084337627,3859.4608907329343,3859.2893059923613,3859.1708167188804,3859.1436379228935,158235.2160491823,3859.39551339469,4600.571
W. Europe,2021-01-25,530152257,3236.234094742625,3236.4761472204145,3236.468649313111,3236.3323531815126,3236.1829529966944,3236.037196483371,3236.029191044246,132685.38271584877,3236.2288467280187,4763.288
W. Europe,2021-02-01,530152257,2129.307467815574,2129.6564498704643,2129.628748854909,2129.3262929849147,2128.8626530327297,2128.6306129066475,2128.5995269402565,87252.84072050506,2128.118066353782,4578.285
W. Europe,2021-02-08,530152257,1434.179861869909,1434.7820845995084,1434.6997687552023,1434.4658873084088,1434.179861869909,1433.9678440130406,1433.9031852163264,58783.124053838656,1433.734733020455,4151.760333333334
W. Europe,2021-02-15,530152257,1081.8112235292301,1082.2404145043147,1082.213592317908,1081.995381875453,1081.7174785926472,1081.5105368236316,1081.3277261687656,44331.60024431464,1081.2585425442596,3501.43
W. Europe,2021-02-22,530152257,440.1996040427131,440.74339557517095,440.7398135475673,440.37730330108275,440.10259279021056,439.8674596951646,439.7625161071839,18029.124053838466,439.7347330204504,2843.288
W. Europe,2021-03-01,530152257,-48.53445085110361,-47.65627554258285,-47.65989923651743,-48.17815127432379,-48.7734898172701,-49.01780052687446,-49.09575571410596,-1992.442901173088,-48.59616832129483,2531.427
W. Europe,2021-03-08,530152257,511.621322753977,512.4035413312179,512.3278449612802,511.9177226243604,511.2994984816193,511.0489352996825,510.9285702556181,20962.181579375876,511.2727214481921,2429.143
W. Europe,2021-03-15,530152257,1106.211429551603,1106.9962307061712,1106.9174898260837,1106.6322275357704,1105.9679317169653,1105.6151963173945,1105.4667000133766,45339.610150804365,1105.8441500196186,2300.001
W. Europe,2021-03-22,530152257,1854.7118763277606,1855.4681672680103,1855.3595886964379,1855.0245229766688,1854.4403036686113,1854.224052875644,1854.1279889135012,76036.89586509056,1854.558435733916,2334.003
W. Europe,2021-03-29,530152257,2201.0923734777607,2201.702179337457,2201.6509432358475,2201.289916608843,2200.8477804994345,2200.586425206127,2200.5559460330633,90230.15872223277,2200.735578591043,2589.713
W. Europe,2021-04-05,530152257,2282.139798187299,2282.6234652303297,2282.5661389517227,2282.3745633481894,2282.0020844267365,2281.739659334368,2281.675062040785,93565.92879903792,2282.0958243667787,2427.859
W. Europe,2021-04-12,530152257,2194.6206359262824,2195.152014751848,2195.144179211999,2194.8924144152506,2194.507730591892,2194.235681678387,2194.1124297073725,89977.37451332393,2194.5701100810716,2662.284
W. Europe,2021-04-19,530152257,2318.0557483963676,2318.7907382863827,2318.6904721191427,2318.332579697569,2317.935269591673,2317.682198970527,2317.603448023519,95037.94594189516,2317.998681509638,2507.288
W. Europe,2021-04-26,530152257,1926.8974559167373,1927.4893637156347,1927.423845905876,1927.158256183543,1926.776335607947,1926.4986171179535,1926.4719543336096,79001.08879903775,1926.8558243667744,2310.43
W. Europe,2021-05-03,530152257,1498.8882475757011,1499.5183776682945,1499.3962599792685,1499.102244024201,1498.7528839568902,1498.4922692387304,1498.452386404367,61452.86710933016,1498.8504173007357,1960.714
W. Europe,2021-05-10,530152257,1312.022967260057,1312.627961795944,1312.536023267194,1312.2553856816128,1311.8375325779634,1311.613850194392,1311.567143163861,53792.30996647296,1312.0075601578772,1665
W. Europe,2021-05-17,530152257,805.0757388867203,805.5788618793746,805.5479646188485,805.1745278173681,804.8838531441276,804.6903585746759,804.6578421323803,33006.48139504448,805.0361315864508,1299.282
W. Europe,2021-05-24,530152257,484.56841787770225,485.0370815646167,484.9587517065969,484.6973331600388,484.4140984002271,484.23815016463925,484.1537375221602,19866.567109329815,484.5504173007272,1005.717
W. Europe,2021-05-31,530152257,666.788135919873,666.9885040186781,666.9665084950955,666.8564833407739,666.6616775511968,666.4983072877574,666.4716073338641,27337.46996647252,666.7675601578663,787.428
W. Europe,2021-06-07,530152257,630.0062063936601,630.2257626422578,630.2066558921646,630.0778261852612,629.8741496546141,629.7312659272995,629.7004405538377,25829.63356094257,629.9910624620139,605.0513333333333
W. Europe,2021-06-14,530152257,963.2832978783011,963.4791139500423,963.4341039821163,963.317603256742,963.1745345750675,963.06313941458,962.9474006337666,39494.34784665688,963.2767767477287,560.861
W. Europe,2021-06-21,530152257,698.1754453019861,698.3991959066965,698.3699162800347,698.2663892502676,698.059066368062,697.9492916155843,697.8971977974268,28622.31927522793,698.1053481762909,398.43
W. Europe,2021-06-28,530152257,468.2956262459519,468.5663788030558,468.55603548053296,468.37589471652024,468.2213445423403,468.0726710790701,467.97474833363486,19197.94213237115,468.2424910334427,360.145
W. Europe,2021-07-05,530152257,341.50537707129365,342.00879530323556,341.87189015990134,341.6870361807393,341.4655034107947,341.3245491703429,341.3077934425034,13999.871441127207,341.4602790518831,289.85699999999997
W. Europe,2021-07-12,530152257,688.7783735831275,689.489644445173,689.3709351352963,689.1355412373944,688.7494740940534,688.6641119017778,688.6364176253829,28236.008583983836,688.6831361947277,191.287
W. Europe,2021-07-19,530152257,675.0793444775014,675.9081562196588,675.7714228660124,675.3951596516165,674.9951287269203,674.82545614639,674.799708547521,27667.865726841752,674.8259933376037,156
W. Europe,2021-07-26,530152257,735.5812352900422,736.4151631513863,736.2955277248199,735.8619228638656,735.5369449492644,735.3320632876295,735.2595771265148,30148.365726841275,735.3259933375921,196.57399999999998
W. Europe,2021-08-02,530152257,857.3155833869212,858.0868658352615,858.0695704988229,857.6684229860034,857.234475806624,856.9689574793704,856.8766892101515,35122.74268536639,856.6522606186925,269
W. Europe,2021-08-09,530152257,1276.6298341975644,1277.3937105816356,1277.3775897698677,1277.0649058633896,1276.5875349038088,1276.3566847605034,1276.3470853030324,52316.03411393835,1276.0008320472768,326.6213333333333
W. Europe,2021-08-16,530152257,1215.1693642020018,1215.8391580727875,1215.8037531881346,1215.5717876503363,1215.0910877969507,1214.930377288888,1214.85965508876,49804.491256795096,1214.7436891901243,357.286
W. Europe,2021-08-23,530152257,1084.7832915029423,1085.446482357225,1085.4090198658657,1085.1865130241802,1084.7695725250837,1084.5735337128901,1084.5376044633451,44466.29125679575,1084.5436891901402,497.717
W. Europe,2021-08-30,530152257,1098.7215101175125,1099.3939473636935,1099.3375862803377,1099.1054444908557,1098.6932451421917,1098.5292781314681,1098.4644944971503,45039.58839965215,1098.5265463329793,571.144
W. Europe,2021-09-06,530152257,2087.2419970280416,2087.871123948792,2087.832644264332,2087.596363945395,2087.182230154578,2087.0766709669665,2087.043261580076,85573.54498951421,2087.1596338905906,598.856
W. Europe,2021-09-13,530152257,1805.3316861306694,1805.9979555147358,1805.9709711854682,1805.6695276353503,1805.2633049609792,1805.1611237375466,1805.0753695616825,74015.41070379945,1805.253919604865,647.629
W. Europe,2021-09-20,530152257,1559.8161725167831,1560.735870997791,1560.7245198410267,1560.3425333648886,1559.8161725167831,1559.5662247301264,1559.5223872844788,63923.553560942935,1559.1110624620228,694.287
W. Europe,2021-09-27,530152257,1665.0117683932128,1665.8847888468795,1665.845922437818,1665.5601433065588,1665.0117683932128,1664.7689171096445,1664.7433884412449,68238.97927522882,1664.3653481763126,718.858
W. Europe,2021-10-04,530152257,1822.4722735428543,1823.2117804001048,1823.177306864844,1822.9095692212998,1822.4509563794606,1822.280422849847,1822.1980167904137,74710.57420610401,1822.2091269781465,729.7139999999999
W. Europe,2021-10-11,530152257,2319.48628721981,2320.301413767065,2320.225010610316,2319.878951515841,2319.3918766885918,2319.1293911105968,2319.110857844976,95079.13992038973,2319.0034126924324,840.288
W. Europe,2021-10-18,530152257,2886.72896751192,2887.554777198223,2887.5400970910796,2887.0969083439286,2886.648630211822,2886.437082371097,2886.3641117762836,118334.33992038979,2886.2034126924336,963.346
W. Europe,2021-10-25,530152257,3227.6866414954343,3228.4765589768713,3228.4285394123312,3228.0655595168746,3227.6037784536293,3227.3485576917055,3227.280272306897,132321.1970632469,3227.34626983529,1120.428
W. Europe,2021-11-01,530152257,3318.129734616982,3318.9861526630148,3318.8434213864307,3318.541493405908,3318.0220817887575,3317.725366307657,3317.7064849483986,136027.87165618088,3317.752967223924,1328.858
W. Europe,2021-11-08,530152257,3534.70063976024,3535.499351997072,3535.424900471225,3535.1190557793557,3534.6805537098603,3534.3408685874006,3534.290396611148,144902.7316561808,3534.212967223922,1531.9063333333334
W. Europe,2021-11-15,530152257,3768.6728357508805,3769.494456750482,3769.4449704002022,3769.061501573511,3768.630897121789,3768.2883288335734,3768.241122980901,154499.0745133237,3768.270110081066,1673.854
W. Europe,2021-11-22,530152257,3913.277908224774,3913.9718117109564,3913.9554457228596,3913.679543197059,3913.180980128352,3912.9407387724364,3912.893572023602,160428.8459418952,3912.898681509639,1860.572
W. Europe,2021-11-29,530152257,4404.656951756392,4405.473901450094,4405.4673502172345,4405.135930016301,4404.626377210968,4404.321317447136,4404.184971686391,180574.48879903802,4404.255824366781,1937.857
W. Europe,2021-12-06,530152257,4116.588955739943,4117.481277914682,4117.439747769851,4117.092845340109,4116.573918359284,4116.273257289145,4116.145658973406,168756.83521992894,4116.020371217779,2063.572
W. Europe,2021-12-13,530152257,3667.7312233458924,3668.6279430912036,3668.617165736199,3668.224511025656,3667.7185870045855,3667.481621132187,3667.3925397783537,150366.9295056432,3667.4860855034926,2138.142
W. Europe,2021-12-20,530152257,3259.7037976094807,3260.6478373485093,3260.557932230863,3260.1609906304466,3259.6651112663108,3259.445707549498,3259.335799434382,133635.41521992895,3259.4003712177796,2159.0009999999997
W. Europe,2021-12-27,530152257,2664.7571623156227,2665.634994030351,2665.592971466078,2665.224691896327,2664.7571623156227,2664.559026741553,2664.537596662756,109252.12950564324,2664.686085503494,1854.43
W. Europe,2022-01-03,530152257,1328.827135366901,1329.937112376736,1329.825406229595,1329.433465583793,1328.827135366901,1328.5299541833608,1328.448945322189,54466.134524525405,1328.4423054762294,1861.857
W. Europe,2022-01-10,530152257,757.2143633151867,758.1160169816067,758.0559957165817,757.7860305913836,757.2143633151867,756.9551522590192,756.7861434806372,31040.296429277187,757.0804007140778,1838.429
W. Europe,2022-01-17,530152257,831.775733432924,832.6905901545944,832.6407627796139,832.3507069338156,831.775733432924,831.5328443284616,831.5076058643223,34098.70119118214,831.6756388093205,2100.574
W. Europe,2022-01-24,530152257,1422.8107680803128,1423.6718826044255,1423.6219306696457,1423.334829293343,1422.8107680803128,1422.6593985649813,1422.3891937884796,58340.43928642002,1422.93754357122,1988.143
W. Europe,2022-01-31,530152257,1597.7942857590824,1598.8136974856586,1598.7472478975842,1598.346357830469,1597.7355928300908,1597.5183695827982,1597.1892120051748,65496.403572134266,1597.4732578569333,2066.3806666666665
W. Europe,2022-02-07,530152257,1360.1988328969837,1361.242633358886,1361.2142991225128,1360.9037507381965,1360.1988328969837,1360.0559831697822,1360.0247082691783,55764.79660275053,1360.1169903109885,2179.288
W. Europe,2022-02-14,530152257,1037.8144764790957,1038.8613151019588,1038.8072153922992,1038.5193063579777,1037.8144764790957,1037.685786863918,1037.4827322311792,42549.12993608371,1037.7836569776514,2360.427
W. Europe,2022-02-21,530152257,255.90981164239378,257.0877106395816,256.97760281829204,256.61949657090014,255.90981164239378,255.81735250498653,255.73739200138039,10489.082317036073,255.83127602527006,2176.286
W. Europe,2022-02-28,530152257,-160.32980626951337,-159.23585039445734,-159.35713554020998,-159.6715180219545,-160.32980626951337,-160.45233496611428,-160.58901555249753,-6572.216779405427,-160.29797022940065,1826.429
W. Europe,2022-03-07,530152257,70.21129003385116,71.37004210291498,71.15084470734371,70.87051910056644,70.21129003385116,70.13007219495054,69.97870720665495,2879.840200476427,70.24000488966895,1631.871
W. Europe,2022-03-14,530152257,466.645495922386,467.70325563476933,467.6387694997392,467.2502542399627,466.645495922386,466.4595803539295,466.45488225219697,19127.554486190667,466.5257191753821,1309.001
W. Europe,2022-03-21,530152257,899.9007151755583,900.8440168509709,900.7731164983098,900.4462944758475,899.9007151755583,899.6222329690338,899.3866055286862,36880.55448619117,899.5257191753944,1242.289
W. Europe,2022-03-28,530152257,1053.3543906767002,1275.1568321773022,1259.5865024423003,1143.1877883978239,1007.0539373096328,942.6155020048054,933.8742621745089,34998.5514926117,853.6232071368707,1248.145
W. Europe,2022-04-04,530152257,1274.506895679061,1482.5016844342545,1470.2747900805223,1375.4942664564921,1239.7079746079596,1189.557349200545,1173.2750584581847,42254.86300900404,1030.606414853757,1223.287
W. Europe,2022-04-11,530152257,936.2348236817154,1201.0825641757024,1199.4029519963533,1032.9104867477,907.6552786202634,828.8787537026858,825.5580233930112,28025.21775218231,683.5418963946905,1265
W. Europe,2022-04-18,530152257,1142.235288006886,1418.1372472843823,1397.0207930429794,1256.2679861527588,1132.3664070494217,1087.4416428449895,1052.831042733014,37503.24796887553,914.7133650945251,884
W. Europe,2022-04-25,530152257,1161.1038747489617,1425.2114046091503,1403.5716940904447,1275.6615221531074,1125.2865345157172,1079.239146885614,1073.1666227958096,37419.88733484644,912.6801788986937,1277.971
W. Europe,2022-05-02,530152257,881.5208629190588,1248.7287641226012,1197.6843509443318,1004.8443363881069,841.1445539257944,764.1442600249646,747.1493722260692,19603.836572485376,478.14235542647253,971.856
W. Europe,2022-05-09,530152257,1127.5661743642333,1532.0896718592437,1455.2029192583977,1283.3484527838516,1085.755790517641,976.0370501453598,962.7290669052231,26795.955553223583,653.5598915420386,901.286
W. Europe,2022-05-16,530152257,841.5104851965574,1298.0295440410005,1277.4333548702343,1080.9022883914893,841.5104851965574,753.5181752636589,744.985940237759,18309.788879867257,446.58021658212823,712.143
W. Europe,2022-05-23,530152257,659.6470236592386,1444.139374878142,1300.011697384648,989.7919732520879,617.2043096611734,388.5968580778287,265.49758734586993,322.4077447832596,7.863603531299014,593.7356666666667
W. Europe,2022-05-30,530152257,681.2932103712135,2416.708536872302,2204.2420828234563,1161.964275218536,480.2879054446764,172.48124260361672,107.54452423724628,0,0,475.28499999999997
W. Europe,2022-06-06,530152257,637.872109464234,2404.1462618538744,2333.00227418625,1103.6702336772385,446.78250162876503,94.75522276332238,-190.6560919766429,0,0,374.71500000000003
W. Europe,2022-06-13,530152257,668.4186651055825,2477.659841286601,2350.584671412517,1146.5920792147758,476.2062488438802,4.098261845624872,-82.80114388245534,0,0,460.31166666666667
W. Europe,2022-06-14,530152257,757.2001220843741,2532.754787589778,2176.990852939901,1308.3416041318224,586.8550890642163,-148.36418182894377,-302.5916507890847,0,0,520.574
