custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Oceania,2022-02-07,43430556,-8260.13738105227,8043.91127782272,6577.931354027429,-257.5563000561017,-8260.13738105227,-10645.474955216421,-12460.449834468951,-258749.16958851516,-11249.963895152832,6745.778666666666
European Union,2022-02-07,447045744,1225798.6750167701,1228429.1345264334,1228325.5235770054,1227106.8129108266,1224736.4015847442,1222934.6654737012,1222623.7223340473,32985261.738451056,1221676.3606833725,971557.342
North America,2022-02-07,370982987,1160358.2095688567,1166392.2022639222,1165761.9825121209,1163455.8144123894,1160113.8158729798,1156997.0719527833,1156405.8311659347,2302757.937649525,1151378.9688247624,939902.978
Latin America and Caribbean,2022-02-14,658737988,2469523.961003299,2498419.3063034783,2496895.9490395943,2469523.961003299,2397245.5786365964,2368414.422133828,2349600.727804172,99788305.28405993,2078923.0267512484,1603109.312
Asia,2022-02-14,4678110154,10369319.457156729,14123206.137174377,13208001.754122285,11328952.581458004,8444392.672415867,5820825.581641593,5326207.778647725,34930475.57869178,698609.5115738356,1319914.6916666667
Oceania,2022-02-14,43430556,-7597.9201215678495,8850.574674189846,7569.371619036633,680.5038193942238,-7597.9201215678495,-10652.858522920196,-11663.461092839007,-258305.8262832712,-11230.68809927266,7162.782666666667
European Union,2022-02-14,447045744,1234047.6918769686,1238146.7782285388,1237500.7354814918,1236150.9821578215,1232370.561629197,1230775.102271727,1229589.6985075385,33154941.99476008,1227960.8146207437,986592.341
North America,2022-02-14,370982987,1169428.6336924848,1175584.0505148133,1175154.465193229,1172565.9740885596,1169130.917999064,1165684.4793119812,1165140.1858877141,2319866.798383989,1159933.3991919945,957431.979
Latin America and Caribbean,2022-02-21,658737988,2491369.5934067047,2523156.381499882,2520822.4506285335,2491369.5934067047,2419051.5972541585,2389561.9089070805,2370465.726023948,100298172.78785607,2089545.2664136682,1617168.308
Asia,2022-02-21,4678110154,10493332.008552434,14303730.272961006,13338564.699287998,11463768.163311744,8542466.424158474,5880323.729238063,5400960.6128473645,35114840.50852791,702296.8101705583,1333592.6916666667
Oceania,2022-02-21,43430556,-7128.512028221221,9793.69290616562,8442.983358161331,1483.4790006976198,-7128.512028221221,-10809.142880558033,-10875.477785471901,-258571.6496446939,-11242.245636725822,7534.790666666667
European Union,2022-02-21,447045744,1237009.411717896,1242083.3530863598,1241639.6177155618,1239343.9186150478,1234651.0884758753,1232678.454233078,1231466.4456022347,33181621.251069102,1228948.9352247815,1000708.338
North America,2022-02-21,370982987,1174200.159301342,1180707.2850488243,1180381.873836542,1177342.2168820947,1173841.2337229585,1170023.227666419,1169762.7401799762,2328846.992451786,1164423.496225893,970918.984
Latin America and Caribbean,2022-02-28,658737988,2509292.8326222934,2542332.861708855,2541755.0257264413,2509292.8326222934,2438880.8602725826,2406440.417059105,2388059.3666500803,100787991.21730505,2099749.817027189,1628443.32
Asia,2022-02-28,4678110154,10601205.589196,14425838.28743677,13446920.643371921,11558644.27545428,8611440.771949902,5943073.5823384505,5459946.935109143,35259386.07389776,705187.7214779551,1347303.6896666666
Oceania,2022-02-28,43430556,-6658.221837640626,10834.954443950102,9905.635545197643,2353.7624018238753,-6658.221837640626,-10115.050745634666,-10847.995866317202,-257734.72745368225,-11205.85771537749,7818.794666666667
European Union,2022-02-28,447045744,1238097.4984978822,1244592.5637517062,1244441.5519565933,1240723.9241732564,1234097.6418974237,1230758.5003508083,1228669.1536735252,33104008.508768573,1226074.389213651,1012629.345
North America,2022-02-28,370982987,1176644.976634768,1183366.5489941027,1183212.0193446046,1180113.361836673,1176258.0138268026,1172239.5390957333,1171603.503422592,2333319.563638227,1166659.7818191135,984717.979
Latin America and Caribbean,2022-03-07,658737988,2522397.99726414,2562288.5408408204,2558824.7435802417,2522397.99726414,2456234.811066831,2421646.5107759307,2404315.721202395,100853805.13348745,2101120.9402809883,1636290.334
Asia,2022-03-07,4678110154,10696398.815592669,14537824.145560207,13592201.596313218,11685672.623740423,8646310.854291627,6002295.806680253,5517086.84385955,35493562.24364798,709871.2448729594,1360688.7046666667
Oceania,2022-03-07,43430556,-6197.535561951638,11814.501498840229,11219.651213443896,3385.626210781376,-6197.535561951638,-9776.680171154037,-10780.97681244643,-255729.40526267057,-11118.669794029154,8109.798666666667
European Union,2022-03-07,447045744,1239158.968332633,1247783.1239883343,1247290.1052628967,1243068.244983055,1233814.0377120422,1229390.1651693776,1227710.8098074163,33036891.13441467,1223588.5605338765,1023082.438
North America,2022-03-07,370982987,1185127.9729853305,1224309.513681749,1209579.451912505,1192741.8355817369,1185127.9729853305,1180617.74214078,1180417.6930214413,2333319.563638227,1166659.7818191135,994623.98
Latin America and Caribbean,2022-03-14,658737988,2531607.3269395083,2576294.581925767,2574542.6385551933,2534429.4122023256,2470390.2529950123,2435665.473757774,2416984.277871645,100898646.24966983,2102055.1302014547,1642693.367
Asia,2022-03-14,4678110154,10772222.787265772,14629812.880198091,13705576.017150126,11803433.235569147,8683663.872863906,6033850.972872376,5567816.0494607445,35614364.05806111,712287.2811612221,1373270.7076666667
Oceania,2022-03-14,43430556,-5736.53049513442,12915.446561401053,12360.829741661908,3932.62190639397,-5736.53049513442,-9812.523217686343,-11428.334155994535,-253158.2830716589,-11006.88187268082,8310.472333333333
European Union,2022-03-14,447045744,1243828.0155506341,1256540.8556455197,1256060.2197587257,1249351.2106969806,1237382.8713602347,1230833.2089775428,1227685.3852102356,33060359.57157761,1224457.7619102818,1031328.438
North America,2022-03-14,370982987,1187333.0294115155,1263322.0949963524,1236026.671404638,1202691.0406782194,1187333.0294115155,1183808.5556086958,1182355.1833981688,2333319.563638227,1166659.7818191135,1003460.983
Latin America and Caribbean,2022-03-21,658737988,2538458.59420454,2589493.02168938,2588603.265383291,2544287.9299883596,2481546.857665312,2448866.3431243505,2426147.5504104714,100927864.16585222,2102663.836788588,1647602.0516666668
Asia,2022-03-21,4678110154,10847287.742997391,14712369.363662248,13848866.932846565,11939968.241538644,8724433.185353251,6065202.861236638,5616993.672490937,35735165.87247424,714703.3174494847,1384429.7156666666
Oceania,2022-03-21,43430556,-5289.8155796488445,14272.979729365039,13242.25158677135,4509.5635980113775,-5289.8155796488445,-9383.628736219562,-11966.278365381886,-251700.3608806472,-10943.493951332488,8542.473333333333
European Union,2022-03-21,447045744,1252273.9108991225,1268600.4995177148,1268184.3776478674,1258592.70873825,1243936.122734747,1233313.5354523235,1230229.0187724286,33121062.981409084,1226706.0363484847,1038950.458
North America,2022-03-21,370982987,1189108.4179087563,1297144.8043189615,1259538.1171306719,1211431.501331877,1189108.4179087563,1186398.1079673285,1183666.9898280927,2333319.563638227,1166659.7818191135,1010762.977
Latin America and Caribbean,2022-03-28,658737988,2545152.2706952957,2602087.441586214,2600940.663565034,2552195.7885068655,2489978.0410194127,2455056.8415072383,2434779.141042195,100938366.88203461,2102882.6433757213,1651431.0656666667
Asia,2022-03-28,4678110154,10917908.18403125,14762487.87033115,13987820.34443537,12030061.590371821,8761264.313680058,6096573.0983152,5666196.525834777,35855967.68688737,717119.3537377474,1397490.7216666667
Oceania,2022-03-28,43430556,-5004.062777625926,16289.630504439643,14363.193078452749,5562.76496609315,-5004.062777625926,-8989.638665413244,-11575.567424792154,-251700.3608806472,-10943.493951332488,8806.471333333333
European Union,2022-03-28,447045744,1262632.4774170576,1285352.1963145821,1281063.3889870998,1269965.7388009161,1250746.608006857,1235937.5426391684,1228717.6286487745,33143903.631409094,1227551.9863484849,1046422.468
North America,2022-03-28,370982987,1192679.163157695,1324208.4568353128,1280198.3409512606,1222681.1642189126,1192679.163157695,1190023.279462619,1184661.782989325,2333319.563638227,1166659.7818191135,1015930.979
Latin America and Caribbean,2022-04-04,658737988,2550345.8551411177,2618974.283225061,2612188.6535990206,2565563.239418846,2500206.121181912,2461545.311841583,2444327.0190677526,100938366.88203461,2102882.6433757213,1654745.0756666667
Asia,2022-04-04,4678110154,10966341.806779614,14828253.384793809,14106337.42855004,12125776.16162212,8856732.71381756,6116576.163755516,5716342.5832536565,35855967.68688737,717119.3537377474,1404330.7436666666
Oceania,2022-04-04,43430556,-4672.221753325616,18750.06226477207,15412.699324112378,6587.277347977914,-4672.221753325616,-9128.964086624233,-10711.64004414431,-251700.3608806472,-10943.493951332488,9444.976333333334
European Union,2022-04-04,447045744,1270122.9490265343,1315248.1686169202,1310741.6665778346,1285397.604233008,1257090.6734756934,1231488.533122999,1225338.7300493706,33143903.631409094,1227551.9863484849,1053648.484
North America,2022-04-04,370982987,1193691.0838369185,1348911.2567386287,1302023.9122917356,1229362.8595604256,1193691.0838369185,1193460.973207181,1186225.3287964105,2333319.563638227,1166659.7818191135,1020270.979
Latin America and Caribbean,2022-04-11,658737988,2555433.3862667726,2636495.646202461,2622522.037137211,2578544.832372234,2508099.0288741593,2465819.3046165374,2454193.527463597,100938366.88203461,2102882.6433757213,1657113.0846666666
Asia,2022-04-11,4678110154,11038829.339730492,14900334.913582904,14238428.187261136,12244140.215267334,8964045.376273109,6138036.846696373,5767683.346728813,35855967.68688737,717119.3537377474,1410452.7476666667
Oceania,2022-04-11,43430556,-4358.052165764535,19940.916013016846,16779.839373322306,7752.134300925528,-4358.052165764535,-9123.136705060113,-10958.526854826712,-251700.3608806472,-10943.493951332488,9735.980333333333
European Union,2022-04-11,447045744,1277110.9503220385,1347260.4546336662,1343669.323977424,1299547.7018418931,1264451.5173958107,1223700.1383260936,1219096.9230439155,33143903.631409094,1227551.9863484849,1060937.486
North America,2022-04-11,370982987,1197985.4725898996,1378599.2611244498,1324888.4096152056,1238292.5563804237,1197985.4725898996,1193089.941050798,1189062.5350534117,2333319.563638227,1166659.7818191135,1024053.975
Latin America and Caribbean,2022-04-17,658737988,2559873.734735816,2651743.7122095274,2631473.291466427,2587268.8256645147,2514052.236365034,2466678.110806998,2462827.1571895364,100938366.88203461,2102882.6433757213,1658651.9486666666
Asia,2022-04-17,4678110154,11109904.332274154,14957519.836573578,14348004.604327457,12350272.77281604,9043107.791101906,6157462.827107311,5811829.379357262,35855967.68688737,717119.3537377474,1414398.1796666665
Oceania,2022-04-17,43430556,-4099.750569667802,20386.775795728838,18742.282105372888,8707.876139874284,-4099.750569667802,-9139.864066671344,-11731.339602885302,-251700.3608806472,-10943.493951332488,10073.986333333332
European Union,2022-04-17,447045744,1282867.0267712288,1378172.5453738798,1363762.8077131037,1312061.7061319256,1269727.6863817598,1222816.7051489516,1200385.1412380275,33143903.631409094,1227551.9863484849,1066215.196
North America,2022-04-17,370982987,1201638.7309268077,1404519.0916268658,1344585.712626807,1246993.192397325,1201638.7309268077,1194138.8072303785,1190748.1917283845,2333319.563638227,1166659.7818191135,1027131.117
