custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Oceania,2021-01-18,43430556,-13986.486171163015,-7207.348058208178,-7418.805140688897,-10143.319829613289,-13986.486171163015,-15557.244920881853,-16198.396787536658,-226320.30622540388,-9840.013314147995,1080.4546666666668
European Union,2021-01-18,447045744,606215.3442916562,606215.3442916562,606215.3442916562,606215.3442916562,606215.3442916562,606215.3442916562,606215.3442916562,16367814.295874717,606215.3442916562,427579.229
North America,2021-01-18,370982987,577440.6683477185,577440.6683477185,577440.6683477185,577440.6683477185,577440.6683477185,577440.6683477185,577440.6683477185,1154881.336695437,577440.6683477185,423304.007
Latin America and Caribbean,2021-01-25,658737988,1033137.2983657821,1049825.8525205224,1047499.733530764,1033298.2442678158,1015984.595268288,1002232.6190250448,1001380.6347491073,47219220.778426886,983733.7662172267,629714.6216666667
Asia,2021-01-25,4678110154,2650915.880794095,3516650.627264875,3339892.5860087876,2654255.415239138,1853168.920146804,1131536.279110649,967202.1102519947,4864058.343083297,97281.16686166594,366683.39166666666
Oceania,2021-01-25,43430556,-14147.601245768237,-7321.482088822952,-7438.940599541023,-10287.786065942979,-14147.601245768237,-15699.775282301061,-16317.74303586369,-228826.481720064,-9948.97746608974,1082.4566666666667
European Union,2021-01-25,447045744,622672.8851976605,622672.8851976605,622672.8851976605,622672.8851976605,622672.8851976605,622672.8851976605,622672.8851976605,16812167.90033683,622672.8851976605,451785.243
North America,2021-01-25,370982987,595847.1591367598,595847.1591367598,595847.1591367598,595847.1591367598,595847.1591367598,595847.1591367598,595847.1591367598,1191694.3182735196,595847.1591367598,446066.005
Latin America and Caribbean,2021-02-01,658737988,1070354.030425752,1087615.3274957165,1084719.9360809347,1070647.9827632376,1052521.7126412806,1038786.0696026186,1038421.7094246792,48842812.77853565,1017558.599552826,655849.6256666667
Asia,2021-02-01,4678110154,2688678.1828291127,3547961.581683872,3380623.752439005,2694862.08195184,1884308.2554007214,1124346.6088303006,975013.7103082198,4934582.901052017,98691.65802104035,374839.39966666664
Oceania,2021-02-01,43430556,-14100.99179441314,-7096.916679469916,-7267.75490787512,-10209.99475156376,-14100.99179441314,-15631.972714110989,-16236.503496425548,-226576.56550170964,-9851.155021813463,1085.4596666666666
European Union,2021-02-01,447045744,632363.9862352925,632363.9862352925,632363.9862352925,632363.9862352925,632363.9862352925,632363.9862352925,632363.9862352925,17073827.6283529,632363.9862352925,475472.24199999997
North America,2021-02-01,370982987,611931.6499258011,611931.6499258011,611931.6499258011,611931.6499258011,611931.6499258011,611931.6499258011,611931.6499258011,1223863.2998516022,611931.6499258011,468847.001
Latin America and Caribbean,2021-02-08,658737988,1102067.3529833476,1119673.8840265516,1116313.8871345823,1102206.8726401688,1083766.10860892,1070126.000300845,1068964.2026718778,50216359.17864441,1046174.149555092,680230.6116666667
Asia,2021-02-08,4678110154,2721647.4622869133,3572965.277111359,3417090.8143202723,2741157.4907759563,1913932.1532198824,1115903.9584270671,976530.800623365,4971509.125687405,99430.18251374809,381533.39466666663
Oceania,2021-02-08,43430556,-14179.402050256584,-7002.25818514694,-7217.289781784309,-10261.592085918759,-14179.402050256584,-15698.806189094306,-16284.65009661658,-227201.26595002195,-9878.31591087052,1088.4626666666666
European Union,2021-02-08,447045744,638807.2372729245,638807.2372729245,638807.2372729245,638807.2372729245,638807.2372729245,638807.2372729245,638807.2372729245,17247795.406368963,638807.2372729245,498024.233
North America,2021-02-08,370982987,622396.1407148424,622396.1407148424,622396.1407148424,622396.1407148424,622396.1407148424,622396.1407148424,622396.1407148424,1244792.2814296847,622396.1407148424,489975.99700000003
Latin America and Caribbean,2021-02-15,658737988,1131890.0642624812,1150154.9683737876,1146200.099851066,1132662.6401186453,1113447.59697869,1099771.4802268995,1097723.6543579656,51512554.37875318,1073178.2162240245,705299.6066666667
Asia,2021-02-15,4678110154,2755760.56727827,3598938.173097359,3457218.94370641,2788329.0497098565,1952481.432482357,1109117.7935282483,981436.9325567058,5066462.850322791,101329.25700645584,387517.40766666667
Oceania,2021-02-15,43430556,-14354.160590413265,-6988.647692407255,-7247.172224525222,-10402.146464993037,-14354.160590413265,-15876.574035182324,-16412.80971631951,-229971.86639833427,-9998.776799927577,1089.4636666666668
European Union,2021-02-15,447045744,644247.1549772233,644247.1549772233,644247.1549772233,644247.1549772233,644247.1549772233,644247.1549772233,644247.1549772233,17394673.184385028,644247.1549772233,517594.245
North America,2021-02-15,370982987,631253.4648372169,631253.4648372169,631253.4648372169,631253.4648372169,631253.4648372169,631253.4648372169,631253.4648372169,1262506.9296744338,631253.4648372169,507227.994
Latin America and Caribbean,2021-02-22,658737988,1160160.174691978,1179110.3958379023,1174461.6344224107,1161105.7021964532,1141079.1380173313,1127581.178170142,1125224.287950568,52733223.17886194,1098608.8162262903,727534.6236666667
Asia,2021-02-22,4678110154,2788491.917951307,3625161.411797562,3494372.446592773,2833704.8270803965,1987372.5292150327,1106625.1524244433,988287.8367263199,5119225.741624845,102384.5148324969,393530.41466666665
Oceania,2021-02-22,43430556,-14414.10161060643,-6861.113993862675,-7168.7722292642,-10428.372776915701,-14414.10161060643,-15919.667655925548,-16432.143583855497,-230106.28351331325,-10004.621022317968,1093.4676666666667
European Union,2021-02-22,447045744,646400.072681522,646400.072681522,646400.072681522,646400.072681522,646400.072681522,646400.072681522,646400.072681522,17452801.962401092,646400.072681522,533987.258
North America,2021-02-22,370982987,637771.4556262582,637771.4556262582,637771.4556262582,637771.4556262582,637771.4556262582,637771.4556262582,637771.4556262582,1275542.9112525163,637771.4556262582,521021.998
Latin America and Caribbean,2021-03-01,658737988,1197941.0268022537,1217480.0269127307,1212380.5254412682,1199116.236211943,1178735.5327618548,1165107.0137317302,1162517.2245810248,54408673.20969132,1133514.0252019025,750233.6286666667
Asia,2021-03-01,4678110154,2826145.802821244,3653037.6577313906,3543584.0280074105,2889100.817883236,2029501.6521409156,1115803.2662020468,996148.914097076,5310546.189449458,106210.92378898917,400249.44166666665
Oceania,2021-03-01,43430556,-14502.529715025887,-6782.897484763709,-7089.217357580022,-10372.25284547062,-14502.529715025887,-16031.916938237158,-16656.249345202774,-230368.3820817119,-10016.016612248344,1098.4656666666667
European Union,2021-03-01,447045744,646075.6498767096,646075.6498767096,646075.6498767096,646075.6498767096,646075.6498767096,646075.6498767096,646075.6498767096,17444042.54667116,646075.6498767096,549372.243
North America,2021-03-01,370982987,641458.3016412879,641458.3016412879,641458.3016412879,641458.3016412879,641458.3016412879,641458.3016412879,641458.3016412879,1282916.6032825757,641458.3016412879,535232.999
Latin America and Caribbean,2021-03-08,658737988,1234923.4097185587,1255413.9636013291,1249908.9394678017,1236954.1006203352,1215408.2284690384,1201557.3915547866,1199390.8325554412,56052135.24052071,1167752.817510848,773486.6276666666
Asia,2021-03-08,4678110154,2869804.006249815,3681044.2950738985,3593517.676556607,2944465.984679424,2073058.167284094,1121999.8281551453,1006419.2713001946,5508510.637274071,110170.21274548142,406041.4656666666
Oceania,2021-03-08,43430556,-14580.401863738241,-6755.1195195801065,-6991.63970823614,-10307.869844704997,-14580.401863738241,-16120.931530888945,-16851.116275600813,-230252.82065011055,-10010.992202178719,1102.4696666666666
European Union,2021-03-08,447045744,650568.3470718972,650568.3470718972,650568.3470718972,650568.3470718972,650568.3470718972,650568.3470718972,650568.3470718972,17565345.370941225,650568.3470718972,564651.2339999999
North America,2021-03-08,370982987,642973.8339716205,642973.8339716205,642973.8339716205,642973.8339716205,642973.8339716205,642973.8339716205,642973.8339716205,1285947.667943241,642973.8339716205,546458.997
Latin America and Caribbean,2021-03-15,658737988,1271263.3489123236,1292791.4993779187,1286997.1938707777,1273647.7398475248,1251960.7596212758,1237781.546955237,1235599.8643802542,57668451.67135009,1201426.0764864602,798246.6426666667
Asia,2021-03-15,4678110154,2921427.133499397,3750735.983797702,3653649.627249579,3005798.655345084,2113484.333653384,1139898.3250055076,1019796.0127199662,5744708.085098683,114894.16170197366,411841.86166666663
Oceania,2021-03-15,43430556,-14586.224464008934,-6590.756696402851,-6775.605603459747,-10167.520973867611,-14586.224464008934,-16140.049150869809,-16993.20326410921,-229370.43921850916,-9972.627792109095,1112.4726666666668
European Union,2021-03-15,447045744,659595.8442670848,659595.8442670848,659595.8442670848,659595.8442670848,659595.8442670848,659595.8442670848,659595.8442670848,17809087.79521129,659595.8442670848,579607.238
North America,2021-03-15,370982987,643967.7663019531,643967.7663019531,643967.7663019531,643967.7663019531,643967.7663019531,643967.7663019531,643967.7663019531,1287935.5326039062,643967.7663019531,555156.994
Latin America and Caribbean,2021-03-22,658737988,1308585.8570507113,1330992.5814953127,1324990.1234365874,1311093.7773133232,1289352.1623241028,1274714.5555124674,1272316.9573629538,59307708.102179475,1235577.2521287391,825696.6666666666
Asia,2021-03-22,4678110154,2974658.083249027,3829769.4845359074,3715210.757521553,3080452.1887400034,2152597.8485603845,1156217.8567015033,1045651.6107233563,5879234.14082928,117584.6828165856,420709.86066666665
Oceania,2021-03-22,43430556,-14669.758713997739,-6401.637674349085,-6677.943110196814,-10085.121418390348,-14669.758713997739,-16201.007597782813,-17208.70961420426,-229988.11778690782,-9999.48338203947,1125.9756666666667
European Union,2021-03-22,447045744,673338.1414622725,673338.1414622725,673338.1414622725,673338.1414622725,673338.1414622725,673338.1414622725,673338.1414622725,18180129.819481358,673338.1414622725,595243.257
North America,2021-03-22,370982987,645886.0986322857,645886.0986322857,645886.0986322857,645886.0986322857,645886.0986322857,645886.0986322857,645886.0986322857,1291772.1972645714,645886.0986322857,562553.999
Latin America and Caribbean,2021-03-29,658737988,1346434.2340247384,1369888.1522523134,1364366.3992672856,1350120.8107531408,1327471.5464994893,1312199.0469602551,1310035.848536892,60972908.53300886,1270268.927771018,857019.6716666666
Asia,2021-03-29,4678110154,3050628.880848078,3953555.802606302,3831883.049269864,3164494.7791721504,2212100.498884665,1206457.007076336,1094414.165111209,6133661.196559875,122673.22393119751,428602.86466666666
Oceania,2021-03-29,43430556,-14686.07170541002,-6150.737937596411,-6591.4610376032915,-9974.551091642168,-14686.07170541002,-16163.936546669747,-17322.773997059077,-229540.89635530647,-9980.038971969847,1141.9776666666667
European Union,2021-03-29,447045744,691010.4786574601,691010.4786574601,691010.4786574601,691010.4786574601,691010.4786574601,691010.4786574601,691010.4786574601,18657282.92375142,691010.4786574601,612811.241
North America,2021-03-29,370982987,646465.6309626183,646465.6309626183,646465.6309626183,646465.6309626183,646465.6309626183,646465.6309626183,646465.6309626183,1292931.2619252366,646465.6309626183,569557.996
Latin America and Caribbean,2021-04-05,658737988,1385101.8187122992,1409664.0563010857,1404149.3275688628,1389649.229980798,1366300.0432897082,1350682.9441703183,1348848.629825052,62642469.26319308,1305051.4429831891,887833.6856666667
Asia,2021-04-05,4678110154,3157807.098613816,4107511.345966961,3967498.5116467085,3281971.056658998,2314453.424396536,1336868.387501975,1161034.033570234,6555476.230785095,131109.5246157019,439136.8636666667
Oceania,2021-04-05,43430556,-14906.460841109492,-6152.0241054818025,-6544.617038566725,-10179.90743280936,-14906.460841109492,-16368.651195730703,-17528.30835035309,-233219.79578392016,-10139.991121040006,1159.9746666666667
European Union,2021-04-05,447045744,708411.6070354434,708411.6070354434,708411.6070354434,708411.6070354434,708411.6070354434,708411.6070354434,708411.6070354434,19127113.38995697,708411.6070354434,629409.242
North America,2021-04-05,370982987,649623.1632929508,649623.1632929508,649623.1632929508,649623.1632929508,649623.1632929508,649623.1632929508,649623.1632929508,1299246.3265859017,649623.1632929508,575306.998
Latin America and Caribbean,2021-04-12,658737988,1426178.828817097,1451430.3086254608,1446290.3633494272,1431482.1157072722,1407282.8279292143,1391415.6379270717,1389689.9634287287,64379117.993377306,1341231.6248620271,926686.7026666667
Asia,2021-04-12,4678110154,3291463.0699247015,4325713.042420578,4133534.628395255,3443107.3388700224,2431740.7976382864,1578758.7293348387,1269182.6947138787,6967761.265010316,139355.2253002063,454221.87766666664
Oceania,2021-04-12,43430556,-14825.520777299667,-5836.263329445395,-6218.378914799236,-10044.541774638688,-14825.520777299667,-16334.40192121805,-17290.761140305473,-230833.59521253384,-10036.243270110166,1163.9786666666666
European Union,2021-04-12,447045744,725305.2554134268,725305.2554134268,725305.2554134268,725305.2554134268,725305.2554134268,725305.2554134268,725305.2554134268,19583241.89616252,725305.2554134268,647704.232
North America,2021-04-12,370982987,651316.0956232834,651316.0956232834,651316.0956232834,651316.0956232834,651316.0956232834,651316.0956232834,651316.0956232834,1302632.1912465668,651316.0956232834,582565.998
Latin America and Caribbean,2021-04-19,658737988,1466631.919538639,1492721.184357791,1487677.5732022917,1472353.2388236262,1447572.2304260451,1431826.2266026982,1430399.4695608714,66082369.92356153,1376716.0400741985,962441.0926666667
Asia,2021-04-19,4678110154,3443409.6448338046,4675789.426362329,4317255.663621729,3621386.0684818975,2604705.1578059006,1712563.3371274471,1416015.7620604183,7452737.299235536,149054.74598471072,474216.91566666664
Oceania,2021-04-19,43430556,-14813.6263992923,-5639.783862230238,-5961.177252602487,-9969.31215030333,-14813.6263992923,-16354.102086408284,-17100.170132488372,-230226.67464114752,-10009.855419180327,1185.9796666666666
European Union,2021-04-19,447045744,742087.7037914101,742087.7037914101,742087.7037914101,742087.7037914101,742087.7037914101,742087.7037914101,742087.7037914101,20036368.00236807,742087.7037914101,664967.24
North America,2021-04-19,370982987,655285.8279536159,655285.8279536159,655285.8279536159,655285.8279536159,655285.8279536159,655285.8279536159,655285.8279536159,1310571.6559072318,655285.8279536159,588105
Latin America and Caribbean,2021-04-26,658737988,1507024.4957251858,1533864.427913413,1529468.3467218243,1514005.419272531,1487941.3120270877,1471801.1039645309,1469669.6844309198,67721946.65374574,1410873.888619703,996838.0916666667
Asia,2021-04-26,4678110154,3667211.366754751,5053621.638334898,4520696.9251831435,3951504.8946884116,2895418.713197984,1855820.7849786156,1584179.7071981912,7947129.333460756,158942.58666921512,503372.92366666667
Oceania,2021-04-26,43430556,-14691.19834735745,-5441.723227500325,-5638.534865310242,-9804.558031610935,-14691.19834735745,-16304.896947171404,-16873.068233013113,-227438.8940697612,-9888.647568250488,1200.9806666666666
European Union,2021-04-26,447045744,756403.1521693934,756403.1521693934,756403.1521693934,756403.1521693934,756403.1521693934,756403.1521693934,756403.1521693934,20422885.10857362,756403.1521693934,680862.252
North America,2021-04-26,370982987,659686.3602839486,659686.3602839486,659686.3602839486,659686.3602839486,659686.3602839486,659686.3602839486,659686.3602839486,1319372.7205678972,659686.3602839486,593426.001
Latin America and Caribbean,2021-05-03,658737988,1542136.1953719272,1569558.6864974976,1565928.4588596,1550483.024809116,1523561.398663043,1506241.2250021957,1503569.4771460046,69096572.8652203,1439511.9346920894,1030153.0936666667
Asia,2021-05-03,4678110154,3979247.766184723,5533812.614827883,5006763.531542534,4355434.505195212,3256256.4541278714,2008855.5503999663,1756619.0719069457,8482545.131126836,169650.90262253673,539420.9216666666
Oceania,2021-05-03,43430556,-14483.024037949646,-5145.120720639583,-5318.6517386392,-9545.410001871693,-14483.024037949646,-16181.391234574812,-16601.21716904104,-223068.9855413857,-9698.651545277638,1212.9856666666667
European Union,2021-05-03,447045744,769113.0158161939,769113.0158161939,769113.0158161939,769113.0158161939,769113.0158161939,769113.0158161939,769113.0158161939,20766051.427037235,769113.0158161939,694378.251
North America,2021-05-03,370982987,663160.2926142812,663160.2926142812,663160.2926142812,663160.2926142812,663160.2926142812,663160.2926142812,663160.2926142812,1326320.5852285624,663160.2926142812,598634.001
Latin America and Caribbean,2021-05-10,658737988,1576122.0862633435,1604145.2182898156,1601966.891297279,1584900.2276256331,1558221.8961138004,1540034.327437556,1537305.8652025955,70420905.47669484,1467102.1974311424,1060317.0946666666
Asia,2021-05-10,4678110154,4328138.947836434,6035925.758867317,5606524.230395677,4746749.224860298,3579421.4696498946,2161386.422616761,1922165.601989877,9020678.928792916,180413.57857585832,578323.4076666667
Oceania,2021-05-10,43430556,-14496.517108981123,-4941.2320875168425,-5141.04025773542,-9522.536242404865,-14496.517108981123,-16236.415712926584,-16634.219491091884,-223616.01701301016,-9722.43552230479,1219.9856666666667
European Union,2021-05-10,447045744,777664.1794629944,777664.1794629944,777664.1794629944,777664.1794629944,777664.1794629944,777664.1794629944,777664.1794629944,20996932.84550085,777664.1794629944,705878.243
North America,2021-05-10,370982987,666878.6249446138,666878.6249446138,666878.6249446138,666878.6249446138,666878.6249446138,666878.6249446138,666878.6249446138,1333757.2498892276,666878.6249446138,603547
Latin America and Caribbean,2021-05-17,658737988,1608899.2956067272,1637973.1851643277,1636304.9735876229,1618822.1050843042,1591004.471070404,1572596.3371456782,1570282.6853660084,71684376.48816939,1493424.5101701955,1089604.1006666666
Asia,2021-05-17,4678110154,4659359.90355928,6389097.649751592,6205370.147585246,5097711.66937076,3811242.2188864173,2310172.2995765777,2060239.0527855663,9557160.726458997,191143.21452917994,617580.3946666666
Oceania,2021-05-17,43430556,-14420.788782142363,-4663.001693142513,-4991.947238659358,-9447.051452541764,-14420.788782142363,-16196.019751862492,-16630.238493348104,-222679.08848463465,-9681.69949933194,1235.9876666666667
European Union,2021-05-17,447045744,783672.143109795,783672.143109795,783672.143109795,783672.143109795,783672.143109795,783672.143109795,783672.143109795,21159147.86396447,783672.143109795,714832.216
North America,2021-05-17,370982987,671588.5572749464,671588.5572749464,671588.5572749464,671588.5572749464,671588.5572749464,671588.5572749464,671588.5572749464,1343177.1145498927,671588.5572749464,607887
Latin America and Caribbean,2021-05-24,658737988,1641235.6161291255,1671041.9542876913,1670102.1357314496,1652275.0267281458,1623292.8747388844,1604732.9805727014,1602945.562369905,72923537.89964393,1519240.3729092486,1117486.1016666666
Asia,2021-05-24,4678110154,4996012.057815701,6861749.150115895,6740394.686917705,5439870.163897331,4100599.2608288163,2444148.618492289,2175946.6740766824,10064979.524125077,201299.59048250155,656219.4076666667
Oceania,2021-05-24,43430556,-14330.198645364828,-4359.48753234678,-4875.963480471821,-9278.145701274187,-14330.198645364828,-16179.480320550245,-16625.08885209571,-221136.79995625908,-9614.643476359091,1255.9866666666667
European Union,2021-05-24,447045744,787429.9067565956,787429.9067565956,787429.9067565956,787429.9067565956,787429.9067565956,787429.9067565956,787429.9067565956,21260607.48242808,787429.9067565956,721780.227
North America,2021-05-24,370982987,674604.289605279,674604.289605279,674604.289605279,674604.289605279,674604.289605279,674604.289605279,674604.289605279,1349208.579210558,674604.289605279,612006.003
Latin America and Caribbean,2021-05-31,658737988,1673793.5867952215,1705013.3345710651,1703809.914864722,1686618.1372728602,1655791.3257396284,1636973.5171848477,1635371.2880496942,74161273.71111847,1545026.5356483015,1146243.0886666668
Asia,2021-05-31,4678110154,5288208.016910125,7317659.966779729,7064227.958011528,5837070.683675113,4397261.44894135,2532676.7579820594,2272154.9203532105,10531671.321791157,210633.42643582314,689985.4336666666
Oceania,2021-05-31,43430556,-14444.025217115464,-4310.108950452882,-4954.570908366423,-9368.988672392616,-14444.025217115464,-16327.96179901886,-16837.985663636242,-223809.95142788353,-9730.86745338624,1262.9866666666667
European Union,2021-05-31,447045744,792439.590403396,792439.590403396,792439.590403396,792439.590403396,792439.590403396,792439.590403396,792439.590403396,21395868.940891694,792439.590403396,727189.218
North America,2021-05-31,370982987,678451.8219356115,678451.8219356115,678451.8219356115,678451.8219356115,678451.8219356115,678451.8219356115,678451.8219356115,1356903.643871223,678451.8219356115,616400.008
Latin America and Caribbean,2021-06-07,658737988,1704734.2805851751,1736636.0103559922,1735769.0328030346,1718161.8473466716,1687048.9841827762,1667571.1791814235,1665868.7853740498,75301492.5213027,1568781.0941938062,1172846.0846666666
Asia,2021-06-07,4678110154,5524240.274431012,7719377.848162617,7451033.398022145,6130800.158005158,4640059.220844395,2620460.0318167876,2358723.7136758035,11076950.356016377,221539.00712032753,718368.4246666667
Oceania,2021-06-07,43430556,-14413.832375873984,-4135.188087136153,-4868.22491463658,-9286.331816660246,-14413.832375873984,-16243.128332332806,-16888.727106080412,-222952.17752316387,-9693.572935789733,1264.9886666666666
European Union,2021-06-07,447045744,796678.4254480461,796678.4254480461,796678.4254480461,796678.4254480461,796678.4254480461,796678.4254480461,796678.4254480461,21510317.48709724,796678.4254480461,731325.238
North America,2021-06-07,370982987,681272.7542659441,681272.7542659441,681272.7542659441,681272.7542659441,681272.7542659441,681272.7542659441,681272.7542659441,1362545.5085318882,681272.7542659441,619958.003
Latin America and Caribbean,2021-06-14,658737988,1735769.2972398628,1769629.309804404,1767689.806564467,1750429.4913227793,1718090.8039885708,1697969.2562398585,1696031.6061423472,76453917.73148692,1592789.952739311,1202078.0636666666
Asia,2021-06-14,4678110154,5701455.050447041,7946502.047811843,7655881.346384661,6287919.950562938,4778051.26908392,2702458.502488245,2448753.5135984686,11571504.390241597,231430.08780483194,745158.4256666667
Oceania,2021-06-14,43430556,-14363.017533361364,-3951.022775185349,-4661.445236857748,-9203.663490946967,-14363.017533361364,-16153.189626751677,-16851.274767775933,-221955.9436184442,-9650.258418193227,1265.9896666666666
European Union,2021-06-14,447045744,803343.660492696,803343.660492696,803343.660492696,803343.660492696,803343.660492696,803343.660492696,803343.660492696,21690278.833302792,803343.660492696,735148.26
North America,2021-06-14,370982987,684752.2865962767,684752.2865962767,684752.2865962767,684752.2865962767,684752.2865962767,684752.2865962767,684752.2865962767,1369504.5731925534,684752.2865962767,622393.002
Latin America and Caribbean,2021-06-21,658737988,1765854.9250113938,1800309.9987254646,1799001.804782311,1781899.1008519642,1748172.0070677844,1727507.3084433528,1725387.9770153787,77577063.74167114,1616188.8279514823,1230904.8756666668
Asia,2021-06-21,4678110154,5844165.974244889,8165623.068077024,7974429.775108555,6476230.555550222,4900975.720819735,2786217.0285340007,2525672.057072536,12060884.07914909,241217.6815829818,765916.4426666667
Oceania,2021-06-21,43430556,-14499.892183286078,-3942.5774487746435,-4670.854420435411,-9300.17219704599,-14499.892183286078,-16255.397860192565,-17101.798304342814,-225262.0897137245,-9794.00390059672,1276.9936666666667
European Union,2021-06-21,447045744,808944.4955373459,808944.4955373459,808944.4955373459,808944.4955373459,808944.4955373459,808944.4955373459,808944.4955373459,21841501.37950834,808944.4955373459,737834.265
North America,2021-06-21,370982987,688016.6189266092,688016.6189266092,688016.6189266092,688016.6189266092,688016.6189266092,688016.6189266092,688016.6189266092,1376033.2378532183,688016.6189266092,624661.002
Latin America and Caribbean,2021-06-28,658737988,1796035.660875818,1830925.0110848376,1829564.2238373065,1813306.7325067073,1778011.590360056,1757325.330978801,1754858.1550435596,78715096.95185536,1639897.8531636535,1257022.8766666667
Asia,2021-06-28,4678110154,5989719.464541165,8380930.671856081,8195021.579033662,6640337.9055191185,5040766.398175325,2873618.90897353,2612690.71447747,12567567.768056585,251351.3553611317,783359.4626666666
Oceania,2021-06-28,43430556,-14631.277790556533,-3935.4489335942735,-4679.101548983702,-9382.330744290772,-14631.277790556533,-16340.30567095894,-17329.371401957316,-228534.65580900488,-9936.289383000212,1286.9966666666667
European Union,2021-06-28,447045744,812741.2905819959,812741.2905819959,812741.2905819959,812741.2905819959,812741.2905819959,812741.2905819959,812741.2905819959,21944014.845713887,812741.2905819959,740220.271
North America,2021-06-28,370982987,692821.9512569418,692821.9512569418,692821.9512569418,692821.9512569418,692821.9512569418,692821.9512569418,692821.9512569418,1385643.9025138835,692821.9512569418,626709.006
Latin America and Caribbean,2021-07-05,658737988,1820770.8486794692,1856167.9945966015,1854286.1957663442,1839167.3637382889,1801910.3888739515,1781796.1430117462,1779244.9841394692,79612879.42139442,1658601.6546123838,1281735.8796666667
Asia,2021-07-05,4678110154,6137860.339658142,8541473.000095006,8402111.069442673,6807452.620138822,5159556.36650634,2975311.473645698,2704824.991596075,13233165.478469456,264663.3095693891,799648.4626666666
Oceania,2021-07-05,43430556,-14661.194572944301,-3853.7530405529533,-4534.024091081905,-9304.820552845242,-14661.194572944301,-16388.911644372976,-17377.567779432447,-230280.43244191963,-10012.19271486607,1303.9996666666666
European Union,2021-07-05,447045744,814550.0103578287,814550.0103578287,814550.0103578287,814550.0103578287,814550.0103578287,814550.0103578287,814550.0103578287,21992850.279661372,814550.0103578287,742107.261
North America,2021-07-05,370982987,696344.6835872743,696344.6835872743,696344.6835872743,696344.6835872743,696344.6835872743,696344.6835872743,696344.6835872743,1392689.3671745486,696344.6835872743,628394.004
Latin America and Caribbean,2021-07-12,658737988,1845454.9523097812,1881826.5448104464,1879210.55015944,1864328.2063355108,1825820.1669398735,1806090.7505668036,1803349.3689204915,80516939.4909335,1677436.2393944478,1303342.8706666667
Asia,2021-07-12,4678110154,6284694.989973783,8751001.610460473,8600513.425785428,6999549.4481678875,5289570.791281976,3093709.170914739,2801961.7446289742,13935887.188882325,278717.7437776465,821402.4676666666
Oceania,2021-07-12,43430556,-14619.235501229663,-3678.1557030581257,-4328.2572341118375,-9159.422980271756,-14619.235501229663,-16340.717701235179,-17367.189692873966,-230687.14907483436,-10029.876046731928,1337.9986666666666
European Union,2021-07-12,447045744,818887.2901336614,818887.2901336614,818887.2901336614,818887.2901336614,818887.2901336614,818887.2901336614,818887.2901336614,22109956.83360886,818887.2901336614,743239.273
North America,2021-07-12,370982987,700219.6159176069,700219.6159176069,700219.6159176069,700219.6159176069,700219.6159176069,700219.6159176069,700219.6159176069,1400439.2318352137,700219.6159176069,630215.999
Latin America and Caribbean,2021-07-19,658737988,1870058.0195942998,1907090.1808917352,1904649.5587615627,1889452.7540450525,1849753.8393353994,1830744.7281930465,1828029.0944121908,81444413.96047255,1696758.6241765115,1322929.8786666666
Asia,2021-07-19,4678110154,6435461.743788777,8969566.485314833,8809413.519195575,7200550.917656437,5425269.795030448,3208066.2493372555,2906174.701035444,14637456.899295196,292749.13798590394,842469.4716666667
Oceania,2021-07-19,43430556,-14587.291736197401,-3482.68036318038,-4201.57814317428,-8954.690246780421,-14587.291736197401,-16314.61635953563,-17339.591775757694,-231917.26570774917,-10083.35937859779,1404.0016666666668
European Union,2021-07-19,447045744,822848.3699094942,822848.3699094942,822848.3699094942,822848.3699094942,822848.3699094942,822848.3699094942,822848.3699094942,22216905.987556346,822848.3699094942,744027.27
North America,2021-07-19,370982987,705739.3482479395,705739.3482479395,705739.3482479395,705739.3482479395,705739.3482479395,705739.3482479395,705739.3482479395,1411478.696495879,705739.3482479395,632090.004
Latin America and Caribbean,2021-07-26,658737988,1896184.794282022,1933493.5703745265,1932267.8478174293,1915839.0440913746,1875460.6125581253,1856649.2239059256,1854164.8208749068,82459466.03001161,1717905.5422919085,1341146.8816666666
Asia,2021-07-26,4678110154,6600289.076997439,9162575.643766725,9006244.28481084,7394700.877121609,5576862.763151681,3339637.102255294,3013472.423636055,15448775.609708067,308975.5121941613,870582.4936666667
Oceania,2021-07-26,43430556,-14480.379889073474,-3300.7414322301847,-3981.798644887125,-8784.459693687939,-14480.379889073474,-16306.86101135353,-17308.109514301865,-233137.72234066395,-10136.42271046365,1499.9996666666666
European Union,2021-07-26,447045744,826806.549685327,826806.549685327,826806.549685327,826806.549685327,826806.549685327,826806.549685327,826806.549685327,22323776.84150383,826806.549685327,744939.293
North America,2021-07-26,370982987,713342.2805782721,713342.2805782721,713342.2805782721,713342.2805782721,713342.2805782721,713342.2805782721,713342.2805782721,1426684.5611565441,713342.2805782721,634102.007
