custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2021-08-16,655119303,4470.2570635778575,4583.454221361099,4569.257801558159,4500.258749076302,4393.387349932341,4364.730086704694,4361.195757165324,191739.6337102642,3994.5757022971707,2143.287
Asia,2021-08-16,4666863690,25400.04372033527,36617.711647952194,34598.01276112597,28099.335926081985,23077.386740447655,18203.434697570014,17361.955140313792,220638.4133856156,4502.824762971747,4835.004
Oceania,2021-08-16,44446737,16.253630619156834,51.070864006962836,48.77263852106088,33.0389712557074,14.840219118243075,4.697640042800136,3.79927224186625,-47.01344637313766,-2.044062885788594,20.858
European Union,2021-08-16,447593544,1025.898196112594,1025.898196112594,1025.898196112594,1025.898196112594,1025.898196112594,1025.898196112594,1025.898196112594,27699.251295040038,1025.898196112594,264.857
North America,2021-08-16,375152636,2505.9331900475113,2505.9331900475113,2505.9331900475113,2505.9331900475113,2505.9331900475113,2505.9331900475113,2505.9331900475113,5011.866380095023,2505.9331900475113,754.7139999999999
Latin America and Caribbean,2021-08-23,655119303,4358.047068826769,4505.774159945341,4486.454891864774,4415.551303482937,4316.59953982577,4284.989956103355,4279.973433482821,187165.00513883564,3899.270940392409,2177.073
Asia,2021-08-23,4666863690,26761.60504350485,37298.25942294625,33605.60343333078,27952.715981215362,22328.684521330764,18129.149548877613,17283.441179601665,247506.37338561536,5051.150477257456,4544.287
Oceania,2021-08-23,44446737,-7.405495202842521,23.003098082837337,20.036565472372505,7.630936184096413,-7.405495202842521,-16.637034158221354,-23.450817113533343,-518.1848749445817,-22.52977717150355,23.858
European Union,2021-08-23,447593544,880.6124818268966,880.6124818268966,880.6124818268966,880.6124818268966,880.6124818268966,880.6124818268966,880.6124818268966,23776.537009326206,880.6124818268966,393.002
North America,2021-08-23,375152636,2825.618904333225,2825.618904333225,2825.618904333225,2825.618904333225,2825.618904333225,2825.618904333225,2825.618904333225,5651.23780866645,2825.618904333225,1102.857
Latin America and Caribbean,2021-08-30,655119303,4207.5126968104,4329.036541901155,4309.734979452588,4257.163024238456,4170.703967280703,4111.83751325847,4108.303778143303,182804.77656740707,3808.432845154314,1997.569
Asia,2021-08-30,4666863690,25003.243477273372,35220.88335672823,31821.700426074138,25614.136108698116,20708.886487001335,16465.843607415783,15582.157674295926,230532.0733856156,4704.736191543176,4165.57
Oceania,2021-08-30,44446737,9.421047327718151,35.62260374477406,32.55004200909531,20.50867878645694,6.494580022553246,-3.8346717473440286,-7.555201881148034,-213.2705892302804,-9.272634314360017,25.715
European Union,2021-08-30,447593544,946.7096246840213,946.7096246840213,946.7096246840213,946.7096246840213,946.7096246840213,946.7096246840213,946.7096246840213,25561.159866468573,946.7096246840213,448.571
North America,2021-08-30,375152636,2969.733190047511,2969.733190047511,2969.733190047511,2969.733190047511,2969.733190047511,2969.733190047511,2969.733190047511,5939.466380095022,2969.733190047511,1392.571
Latin America and Caribbean,2021-09-06,655119303,3446.649634226029,3551.503409724439,3547.315960387611,3481.1108827203584,3393.043997616189,3346.229505757412,3332.798856716182,144730.1966595729,3015.212430407769,1936.858
Asia,2021-09-06,4666863690,23475.29199818126,30338.37319651401,29888.80996861397,24941.518298236737,20036.025577497225,15270.55062763936,15003.48640788064,231787.6144608844,4730.359478793559,3877.43
Oceania,2021-09-06,44446737,1.3977727377549083,26.97186017184734,23.66307503431948,11.248449707754228,-1.9734806594606307,-11.854581056071194,-14.031672370938495,-387.8953511350492,-16.86501526674127,24.142
European Union,2021-09-06,447593544,1751.3930962662091,1751.3930962662091,1751.3930962662091,1751.3930962662091,1751.3930962662091,1751.3930962662091,1751.3930962662091,47287.61359918764,1751.3930962662091,479.856
North America,2021-09-06,375152636,3005.6189043332256,3005.6189043332256,3005.6189043332256,3005.6189043332256,3005.6189043332256,3005.6189043332256,3005.6189043332256,6011.237808666451,3005.6189043332256,1461.429
Latin America and Caribbean,2021-09-13,655119303,3204.8131934273047,3287.9474140537372,3281.408390168545,3224.095046400181,3139.2324772168035,3096.043282678227,3086.8740805335237,134080.36808814423,2793.3410018363384,1682.999
Asia,2021-09-13,4666863690,19963.574836793807,28601.9410378673,27900.35002963665,22972.884710957787,18204.389350939815,14012.588692200748,13686.02914418754,220569.97446088438,4501.42805022213,3323.144
Oceania,2021-09-13,44446737,15.08958772308795,42.74478470268911,41.83301012225753,24.292861996633956,9.951373199893188,-2.048673425881518,-4.379106481492786,-150.00963684932964,-6.522158123883898,19.392
European Union,2021-09-13,447593544,1480.144524837628,1480.144524837628,1480.144524837628,1480.144524837628,1480.144524837628,1480.144524837628,1480.144524837628,39963.902170615955,1480.144524837628,497.286
North America,2021-09-13,375152636,2899.4760471903683,2899.4760471903683,2899.4760471903683,2899.4760471903683,2899.4760471903683,2899.4760471903683,2899.4760471903683,5798.9520943807365,2899.4760471903683,1956.2849999999999
Latin America and Caribbean,2021-09-20,655119303,2827.8160178562407,2948.0957095407666,2921.21685121139,2849.8755922791593,2776.634188026702,2725.374400375494,2702.2127827106888,116732.93951671576,2431.9362399315783,1626.9279999999999
Asia,2021-09-20,4666863690,18856.250768834863,27103.830726322834,25855.44300670568,21675.08957609427,17058.739968619942,13254.36310827317,13185.229884660312,209704.97163479743,4279.6932986693355,2823.286
Oceania,2021-09-20,44446737,22.270109284360775,42.14139406440353,40.43401656094808,25.699262661141958,10.82425225548494,-6.672613551648018,-7.762423377069828,-325.46677970647835,-14.15072955245558,24.000999999999998
European Union,2021-09-20,447593544,1281.1445248376401,1281.1445248376401,1281.1445248376401,1281.1445248376401,1281.1445248376401,1281.1445248376401,1281.1445248376401,34590.90217061628,1281.1445248376401,544.43
North America,2021-09-20,375152636,2717.047475761797,2717.047475761797,2717.047475761797,2717.047475761797,2717.047475761797,2717.047475761797,2717.047475761797,5434.094951523594,2717.047475761797,2075.857
Latin America and Caribbean,2021-09-27,655119303,2625.5584633019253,2701.546814596411,2690.8194305849834,2625.5584633019253,2533.572340088661,2469.33305406679,2455.2856588444506,106355.68237385861,2215.743382788721,1502.5700000000002
Asia,2021-09-27,4666863690,17665.515681944922,24932.94756199597,24368.10174000266,19112.99156879834,15404.905020057478,11745.80374630574,11395.34923163335,198383.03163479743,4048.6332986693355,2203.001
Oceania,2021-09-27,44446737,59.277191661202906,86.27863967318535,84.5943469817476,70.27307082685464,52.42656542086669,40.48725310784775,29.943808681505345,655.647506007807,28.50641330468726,29.143
European Union,2021-09-27,447593544,1441.027381980501,1441.027381980501,1441.027381980501,1441.027381980501,1441.027381980501,1441.027381980501,1441.027381980501,38907.73931347353,1441.027381980501,572
North America,2021-09-27,375152636,2583.161761476083,2583.161761476083,2583.161761476083,2583.161761476083,2583.161761476083,2583.161761476083,2583.161761476083,5166.323522952166,2583.161761476083,2129
Latin America and Caribbean,2021-10-04,655119303,1813.4396077396395,1900.9453553048331,1883.2048145328415,1822.7234753654857,1745.8434594545909,1697.9568103627366,1687.4427508614435,70939.12864113966,1477.8985133570764,1376.001
Asia,2021-10-04,4666863690,15452.982987967398,21582.555395964813,21258.057755162696,16518.260645069997,12253.270639547045,9784.824798813415,9084.489443988265,97746.94830146412,1994.8356796217165,1930.426
Oceania,2021-10-04,44446737,33.52142326633889,54.50100717844678,50.47914431877339,37.19972785356098,23.388202230891903,13.997598583386058,7.0316093632440095,43.67226791257232,1.898794257068362,31.715
European Union,2021-10-04,447593544,1582.636444960524,1582.636444960524,1582.636444960524,1582.636444960524,1582.636444960524,1582.636444960524,1582.636444960524,42731.184013934144,1582.636444960524,612.571
North America,2021-10-04,375152636,2095.190332904654,2095.190332904654,2095.190332904654,2095.190332904654,2095.190332904654,2095.190332904654,2095.190332904654,4190.380665809308,2095.190332904654,1963.286
Latin America and Caribbean,2021-10-11,655119303,1551.4582542468786,1642.3114435855107,1631.625840321303,1584.203856293723,1498.5139894546426,1449.9485530260106,1447.2129798393548,60728.50006971117,1265.1770847856494,1258.3076666666668
Asia,2021-10-11,4666863690,15060.472040254228,21079.38902951864,20882.215597783932,15802.372277367462,11586.937673840388,9556.955481697863,8461.244696615158,107782.56830146411,2199.644251050288,1606.859
Oceania,2021-10-11,44446737,26.56255451226253,49.72242261981279,48.078721201313186,35.02814581355251,21.877678676384207,12.48856288646384,5.77949304081685,30.52941076971321,1.3273656856397047,26.285
European Union,2021-10-11,447593544,2056.487873531954,2056.487873531954,2056.487873531954,2056.487873531954,2056.487873531954,2056.487873531954,2056.487873531954,55525.17258536276,2056.487873531954,722.287
North America,2021-10-11,375152636,1911.7903329046542,1911.7903329046542,1911.7903329046542,1911.7903329046542,1911.7903329046542,1911.7903329046542,1911.7903329046542,3823.5806658093084,1911.7903329046542,1595.7150000000001
Latin America and Caribbean,2021-10-18,655119303,1258.3561127363096,1347.8756743928075,1344.1026306028743,1296.2747815964863,1213.6427403385856,1170.161589675996,1166.4991999123808,48041.75721256825,1000.8699419285051,957.3126666666666
Asia,2021-10-18,4666863690,14650.336689926027,21251.529066369698,20147.731062745628,15282.93951644809,11192.813396055539,9237.568341509921,8240.017155228874,100638.64830146411,2053.8499653360022,1457.142
Oceania,2021-10-18,44446737,46.15718550186528,79.05385737217499,74.60615308107404,57.78029800775945,44.744409608469034,34.57959857168927,33.00750567866365,447.8151250554298,19.470222828496947,31.143
European Union,2021-10-18,447593544,2613.316444960525,2613.316444960525,2613.316444960525,2613.316444960525,2613.316444960525,2613.316444960525,2613.316444960525,70559.54401393418,2613.316444960525,830.289
North America,2021-10-18,375152636,1735.90461861894,1735.90461861894,1735.90461861894,1735.90461861894,1735.90461861894,1735.90461861894,1735.90461861894,3471.80923723788,1735.90461861894,1812
Latin America and Caribbean,2021-10-25,655119303,1169.791532714128,1285.8923874377606,1270.2374206697634,1206.8800735307975,1139.123237278455,1093.9695921597981,1085.43051749675,45027.92864113967,938.0818466904097,896.858
Asia,2021-10-25,4666863690,14838.437389985502,21275.638971434095,20707.373946316296,16414.923339629644,11231.993149999242,9048.148230872832,8063.552886513373,97434.6083014641,1988.4613939074306,1516.286
Oceania,2021-10-25,44446737,37.7880925941716,69.89771745658219,66.16680028154776,55.25313320438724,37.7880925941716,32.28870663697933,31.327428489052195,409.0436964840016,17.784508542782678,21.428
European Union,2021-10-25,447593544,2980.516444960525,2980.516444960525,2980.516444960525,2980.516444960525,2980.516444960525,2980.516444960525,2980.516444960525,80473.94401393418,2980.516444960525,977.856
North America,2021-10-25,375152636,1613.90461861894,1613.90461861894,1613.90461861894,1613.90461861894,1613.90461861894,1613.90461861894,1613.90461861894,3227.80923723788,1613.90461861894,1657.7150000000001
Latin America and Caribbean,2021-11-01,655119303,1067.3063768596326,1214.621498380167,1170.8591965575317,1107.6511594973535,1033.1744068478265,997.679355019598,995.3764378158704,39888.84276959513,831.0175576998986,810
Asia,2021-11-01,4666863690,13404.22544557688,21092.67598043176,18714.675348275225,14628.27305259536,10609.368846208154,8168.642976089509,7366.6146996987545,68629.33996813068,1400.5987748598097,1672.001
Oceania,2021-11-01,44446737,32.89828985920011,62.51491237045356,58.68546531195802,45.79075125121615,32.89828985920011,27.928511202719044,26.981537643859983,393.73226791256974,17.11879425706825,20.857
European Union,2021-11-01,447593544,3014.3207153138283,3014.3207153138283,3014.3207153138283,3014.3207153138283,3014.3207153138283,3014.3207153138283,3014.3207153138283,81386.65931347336,3014.3207153138283,1163.571
North America,2021-11-01,375152636,1589.6474757617973,1589.6474757617973,1589.6474757617973,1589.6474757617973,1589.6474757617973,1589.6474757617973,1589.6474757617973,3179.2949515235946,1589.6474757617973,1340.857
Latin America and Caribbean,2021-11-08,655119303,1064.8729906276305,1228.4960115164388,1190.641705030248,1121.9980883841033,1040.4356865181062,1006.4753564756043,999.9598844338843,40482.6713410237,843.3889862713271,678.429
Asia,2021-11-08,4666863690,12956.084467481642,18488.62065469365,17897.494334268667,13570.630593351565,9681.241544833512,8095.533324928679,7276.732121586768,63647.99996813067,1298.9387748598097,1434.289
Oceania,2021-11-08,44446737,22.446727874986355,53.02124065265188,44.82137819349802,35.83674721305967,22.446727874986355,17.481505616794962,16.71756576312412,191.33226791257266,8.318794257068376,18.001
European Union,2021-11-08,447593544,3190.7235724566835,3190.7235724566835,3190.7235724566835,3190.7235724566835,3190.7235724566835,3190.7235724566835,3190.7235724566835,86149.53645633046,3190.7235724566835,1353.287
North America,2021-11-08,375152636,1680.9331900475117,1680.9331900475117,1680.9331900475117,1680.9331900475117,1680.9331900475117,1680.9331900475117,1680.9331900475117,3361.8663800950235,1680.9331900475117,1246.286
Latin America and Caribbean,2021-11-15,655119303,1070.7700913949811,1213.61981313266,1195.5725148243712,1119.114199042152,1046.6036446105713,1003.6299798781081,997.8672744236251,41585.29991245228,866.3604148427559,696.86
Asia,2021-11-15,4666863690,10097.644765369801,15808.948655023887,15378.697366560285,12382.844704171943,9108.589888386568,6903.379734034693,5666.473739976776,59045.91996813067,1205.0187748598096,1409.285
Oceania,2021-11-15,44446737,56.37052871756919,85.63841570871146,82.5948526308685,71.53128207384243,56.37052871756919,51.62956189679183,50.46458993967705,936.5322679125729,40.71879425706839,16.143
European Union,2021-11-15,447593544,3446.352143885256,3446.352143885256,3446.352143885256,3446.352143885256,3446.352143885256,3446.352143885256,3446.352143885256,93051.5078849019,3446.352143885256,1504.283
North America,2021-11-15,375152636,1470.0474757617974,1470.0474757617974,1470.0474757617974,1470.0474757617974,1470.0474757617974,1470.0474757617974,1470.0474757617974,2940.0949515235948,1470.0474757617974,1258
Latin America and Caribbean,2021-11-22,655119303,893.368414388852,1020.6066645160198,1012.1664682202486,946.674678762431,881.2510438902331,845.0781584498083,836.1749674884385,34096.04276959518,710.3342243665662,620.142
Asia,2021-11-22,4666863690,10825.820855479618,17243.73388826646,15624.967154236621,12522.95851338844,8830.065654094307,6998.264642904318,6642.066479418297,61274.99996813068,1250.5102034312383,1428.428
Oceania,2021-11-22,44446737,40.64607212867155,74.15907097803047,71.47806054452654,59.86174431126409,40.64607212867155,38.35493714869918,36.22939769212229,425.93226791257297,18.51879425706839,24.714
European Union,2021-11-22,447593544,3662.0664295995434,3662.0664295995434,3662.0664295995434,3662.0664295995434,3662.0664295995434,3662.0664295995434,3662.0664295995434,98875.79359918767,3662.0664295995434,1698.143
North America,2021-11-22,375152636,1611.961761476083,1611.961761476083,1611.961761476083,1611.961761476083,1611.961761476083,1611.961761476083,1611.961761476083,3223.923522952166,1611.961761476083,1172.7150000000001
Latin America and Caribbean,2021-11-29,655119303,1015.8143471879671,1181.9878433887566,1173.605357800808,1088.2713062218422,1015.8143471879671,969.6968058253691,960.0387557270212,40280.49991245227,839.1770815094224,681.144
Asia,2021-11-29,4666863690,9244.209233907306,16192.767000774253,15577.32522178377,11406.859308889376,8337.61997442565,6518.45215422309,5914.1015248697,60340.21996813069,1231.4330605740956,1455.001
Oceania,2021-11-29,44446737,36.493694155008754,63.835814206403825,56.65301294329409,48.86533656674329,36.01624092864048,29.155033793575544,27.67504205542048,611.9036964840013,26.604508542782668,7.8580000000000005
European Union,2021-11-29,447593544,4110.937858170972,4110.937858170972,4110.937858170972,4110.937858170972,4110.937858170972,4110.937858170972,4110.937858170972,110995.32217061623,4110.937858170972,1796.143
North America,2021-11-29,375152636,1882.2474757617972,1882.2474757617972,1882.2474757617972,1882.2474757617972,1882.2474757617972,1882.2474757617972,1882.2474757617972,3764.4949515235944,1882.2474757617972,944.2850000000001
Latin America and Caribbean,2021-12-06,655119303,1189.6801433403866,1352.2105193995433,1316.8058527191397,1237.3028571769191,1171.74975658371,1131.849742526659,1122.8510766989689,48235.60168691068,1004.9083684773059,635.43
Asia,2021-12-06,4666863690,8621.713011551601,15166.354270439479,14505.25824989543,11579.874264789834,7704.079937195549,5931.313207107279,5266.447241146341,44367.12055952857,905.4514399903791,1699.429
Oceania,2021-12-06,44446737,39.59566539247365,60.84915950992289,58.698997828878696,47.85567952159798,34.73456726386151,28.068049396243868,26.092965233146135,566.5036043181033,24.630591492091447,9.858
European Union,2021-12-06,447593544,3816.7546016425526,3816.7546016425526,3816.7546016425526,3816.7546016425526,3816.7546016425526,3816.7546016425526,3816.7546016425526,103052.37424434892,3816.7546016425526,1919.286
North America,2021-12-06,375152636,1979.0474757617974,1979.0474757617974,1979.0474757617974,1979.0474757617974,1979.0474757617974,1979.0474757617974,1979.0474757617974,3958.0949515235948,1979.0474757617974,1687.857
Latin America and Caribbean,2021-12-13,655119303,1105.7704083643223,1296.1978297730982,1276.8779435483923,1168.0086825235571,1099.7882978206808,1076.6277979675092,1071.9068722307807,44193.201686910696,920.6917018106395,576.858
Asia,2021-12-13,4666863690,7453.7684373732445,13641.576573860857,12418.63126543912,10033.101074922339,6648.923333386483,5193.861137550567,4210.980516719511,43088.2205595286,879.3514399903796,1292.002
Oceania,2021-12-13,44446737,26.5164271322836,44.789902307440315,43.60700356031854,33.222656458056804,20.616175987196254,13.243127415886693,10.839763585834934,318.76074717524256,13.859162920662719,12.286
European Union,2021-12-13,447593544,3356.106030213981,3356.106030213981,3356.106030213981,3356.106030213981,3356.106030213981,3356.106030213981,3356.106030213981,90614.86281577748,3356.106030213981,1988.2849999999999
North America,2021-12-13,375152636,1820.3046186189401,1820.3046186189401,1820.3046186189401,1820.3046186189401,1820.3046186189401,1820.3046186189401,1820.3046186189401,3640.6092372378803,1820.3046186189401,1310.5720000000001
Latin America and Caribbean,2021-12-20,655119303,1454.5945531097473,1463.8840043204211,1454.5945531097473,1454.5945531097473,1284.319218929948,1242.205986121977,1238.227153135882,51692.05882976783,1076.9178922868298,569.858
Asia,2021-12-20,4666863690,7710.126181055352,13431.242744553707,12860.149906162576,10305.368855678915,6894.67053921508,5351.464002008832,5094.894878411218,42709.38055952858,871.6200114189506,1187.29
Oceania,2021-12-20,44446737,58.450679358828985,80.13192212227814,78.94771673293265,68.77103110611058,56.96914159874133,49.129048205407145,48.675013212755275,1179.6178900323887,51.28773434923429,6.429
European Union,2021-12-20,447593544,2996.47745878541,2996.47745878541,2996.47745878541,2996.47745878541,2996.47745878541,2996.47745878541,2996.47745878541,80904.89138720607,2996.47745878541,2012.2849999999999
North America,2021-12-20,375152636,1858.0189043332255,1858.0189043332255,1858.0189043332255,1858.0189043332255,1858.0189043332255,1858.0189043332255,1858.0189043332255,3716.037808666451,1858.0189043332255,1365.5720000000001
Latin America and Caribbean,2021-12-27,655119303,1419.277233548137,1572.6234481228498,1555.9461574484476,1460.2816538977347,1369.934191418755,1308.869124488915,1297.6966141191517,51763.71597262499,1078.4107494296873,427.29
Asia,2021-12-27,4666863690,5774.569601928046,12027.70867619606,11750.783788067185,9463.597206988654,5774.569601928046,4003.2367541439285,3820.995107384884,37888.58615781918,773.2364522003915,1191.7169999999999
Oceania,2021-12-27,44446737,33.31976295244483,50.682821786625865,48.66911701352076,41.87025395267978,30.50854216662405,25.04782711861252,23.54610978463806,573.7321757466708,24.94487720637699,7.571
European Union,2021-12-27,447593544,2558.148887356839,2558.148887356839,2558.148887356839,2558.148887356839,2558.148887356839,2558.148887356839,2558.148887356839,69070.01995863466,2558.148887356839,1714.5720000000001
North America,2021-12-27,375152636,2075.9331900475113,2075.9331900475113,2075.9331900475113,2075.9331900475113,2075.9331900475113,2075.9331900475113,2075.9331900475113,4151.866380095023,2075.9331900475113,1540.143
Latin America and Caribbean,2022-01-03,655119303,3039.9677298223014,3268.956294657625,3234.03565482806,3109.971955515842,2984.9873181689695,2895.799581851861,2798.164192562596,120029.5371833512,2500.6153579864836,414.572
Asia,2022-01-03,4666863690,5521.262582194956,13507.720829302056,12523.589234141351,9610.561540688006,5521.262582194956,4535.923153048058,3653.6681632132804,29879.155250795236,609.7786785876579,1015.428
Oceania,2022-01-03,44446737,57.071179148324376,81.04802739257286,77.421559385922,67.94652589114672,57.071179148324376,49.522044437622206,49.08345586776687,1099.5245987175101,47.805417335543915,10.714
European Union,2022-01-03,447593544,1304.5571526545468,1304.5571526545468,1304.5571526545468,1304.5571526545468,1304.5571526545468,1304.5571526545468,1304.5571526545468,35223.04312167277,1304.5571526545468,1705.4279999999999
North America,2022-01-03,375152636,2362.4438864231975,2362.4438864231975,2362.4438864231975,2362.4438864231975,2362.4438864231975,2362.4438864231975,2362.4438864231975,4724.887772846395,2362.4438864231975,1400.143
Latin America and Caribbean,2022-01-10,655119303,3724.584745368408,3978.1925725169963,3950.574204923391,3787.706620463389,3609.9788865818223,3461.7217315495295,3457.588651990135,144777.6514690216,3016.2010722712835,474.28499999999997
Asia,2022-01-10,4666863690,12772.576233141579,20742.628098419278,19872.96599054938,14939.630615897346,9788.309747390662,7403.482131121727,6611.8861345978385,34977.0219174454,713.8167738254164,1068.431
Oceania,2022-01-10,44446737,103.77610325271586,130.69451959756603,129.0953946798157,118.49447369716415,103.77610325271586,99.26643423191021,98.55627088315165,2203.5245987160515,95.8054173354805,22.857
European Union,2022-01-10,447593544,859.242866940025,859.242866940025,859.242866940025,859.242866940025,859.242866940025,859.242866940025,859.242866940025,23199.557407380675,859.242866940025,1607.142
North America,2022-01-10,375152636,3153.6105530891286,3153.6105530891286,3153.6105530891286,3153.6105530891286,3153.6105530891286,3153.6105530891286,3153.6105530891286,6307.221106178257,3153.6105530891286,1871.4279999999999
Latin America and Caribbean,2022-01-17,655119303,4818.2070123541,4950.684513488877,4914.667937376126,4818.2070123541,4608.410647133285,4461.69278449427,4414.528516548634,187853.65146902172,3913.6177389379523,817.571
Asia,2022-01-17,4666863690,23317.004517548838,30858.18546586143,29254.194598138467,23317.004517548838,12530.40788745513,9028.863740333138,7119.998928507031,31591.355250778743,644.7215357301784,1026.141
Oceania,2022-01-17,44446737,140.5220777153589,162.89203822042435,161.50183140263502,152.2091229040602,138.1028257463925,133.3149151005507,130.35796027976474,2873.262693954147,124.92446495452813,56.571
European Union,2022-01-17,447593544,944.6000097971709,944.6000097971709,944.6000097971709,944.6000097971709,944.6000097971709,944.6000097971709,944.6000097971709,25504.200264523613,944.6000097971709,1812.43
North America,2022-01-17,375152636,3498.610553089138,3498.610553089138,3498.610553089138,3498.610553089138,3498.610553089138,3498.610553089138,3498.610553089138,6997.221106178276,3498.610553089138,2049.715
Latin America and Caribbean,2022-01-24,655119303,6377.921418791164,6508.807419778858,6492.291847481074,6377.921418791164,6166.6268070351,6004.743534777588,5999.944617775941,256251.5371833074,5338.573691318904,1274.144
Asia,2022-01-24,4666863690,24602.604511114507,32500.545085932696,30720.033197781475,24602.604511114507,14126.227278160408,9821.357352331192,8407.519930010969,37332.5219174454,761.888202396845,1263.287
Oceania,2022-01-24,44446737,132.0079803077363,163.93712626427015,155.3547182697028,142.45172248424637,128.73300063629054,120.56236475271817,119.31159761869498,2556.738884430339,111.16256019262343,70.286
European Union,2022-01-24,447593544,1511.6476288447861,1511.6476288447861,1511.6476288447861,1511.6476288447861,1511.6476288447861,1511.6476288447861,1511.6476288447861,40814.48597880923,1511.6476288447861,1702.7150000000001
North America,2022-01-24,375152636,3494.5391245177057,3494.5391245177057,3494.5391245177057,3494.5391245177057,3494.5391245177057,3494.5391245177057,3494.5391245177057,6989.078249035411,3494.5391245177057,2503.857
Latin America and Caribbean,2022-01-31,655119303,5457.930220746679,5588.661747595168,5559.018062042713,5457.930220746679,5290.955795340219,5170.935830822452,5153.0009565508035,218380.8514690214,4549.601072271279,1967.429
Asia,2022-01-31,4666863690,25760.056842845574,33798.87362810683,33527.20851328509,25760.056842845574,14277.460898844738,11141.004068624488,10802.785317143202,38646.18858411198,788.697726206367,1629.432
Oceania,2022-01-31,44446737,134.5156209589601,172.84415308522688,162.1032420856299,147.22172295190285,131.25088477515558,121.68755641313308,120.66496728537975,2592.334122525576,112.71017924024243,91.001
European Union,2022-01-31,447593544,1674.7214383685919,1674.7214383685919,1674.7214383685919,1674.7214383685919,1674.7214383685919,1674.7214383685919,1674.7214383685919,45217.47883595198,1674.7214383685919,1786.8076666666666
North America,2022-01-31,375152636,2982.396267374853,2982.396267374853,2982.396267374853,2982.396267374853,2982.396267374853,2982.396267374853,2982.396267374853,5964.792534749706,2982.396267374853,2741.571
Latin America and Caribbean,2022-02-07,655119303,3798.7216555787527,3968.5195212924746,3941.8929080698813,3822.3180584726624,3665.003467370829,3561.6343491318617,3544.3535431632927,142345.98987253808,2965.541455677877,2240.002
Asia,2022-02-07,4666863690,25255.190669887594,31633.847729648765,28842.285354222076,25255.190669887594,13887.637983792443,10076.39889335982,10006.185042454685,67751.24941095503,1382.6785594072455,2127.714
Oceania,2022-02-07,44446737,118.64110015994231,154.4332090667048,146.03092983483083,130.24127719243435,110.14204951536357,98.634716325094,96.07063283211592,1990.5007891922453,86.54351257357588,72.571
European Union,2022-02-07,447593544,1438.2718104751718,1438.2718104751718,1438.2718104751718,1438.2718104751718,1438.2718104751718,1438.2718104751718,1438.2718104751718,38833.33888282964,1438.2718104751718,1944.858
North America,2022-02-07,375152636,2310.681981660558,2310.681981660558,2310.681981660558,2310.681981660558,2310.681981660558,2310.681981660558,2310.681981660558,4621.363963321116,2310.681981660558,2686.286
Latin America and Caribbean,2022-02-14,655119303,3126.6526503055647,3337.2444828985267,3313.894231192923,3211.3811649646136,3071.6948503671956,2964.5770524438867,2940.9622713434574,117823.30415825234,2454.6521699635905,2223.004
Asia,2022-02-14,4666863690,22950.304355255987,29706.661047940823,27951.94429391571,22950.304355255987,12993.532183228275,9247.535993174166,8836.523000172785,74447.09941095505,1519.3285594072458,2060.001
Oceania,2022-02-14,44446737,95.34018435162764,130.7705097738616,116.44355212513803,105.87375071570433,85.84065222834542,72.19843246070202,71.5296176160071,1402.3579320493864,60.972084002147234,59.714999999999996
European Union,2022-02-14,447593544,1131.8670485704058,1131.8670485704058,1131.8670485704058,1131.8670485704058,1131.8670485704058,1131.8670485704058,1131.8670485704058,30560.410311400956,1131.8670485704058,2151.571
North America,2022-02-14,375152636,1423.5153149938978,1423.5153149938978,1423.5153149938978,1423.5153149938978,1423.5153149938978,1423.5153149938978,1423.5153149938978,2847.0306299877957,1423.5153149938978,2520.714
Latin America and Caribbean,2022-02-21,655119303,2367.0268799351566,2597.965752318195,2537.6684568456794,2454.5597688555663,2352.3716289224167,2246.8008765552727,2198.2064509079914,90736.67558682375,1890.347408058828,2008.143
Asia,2022-02-21,4666863690,16361.36827967854,23487.840378098437,22834.676239130764,17553.075414819872,12146.32030907616,9088.98920452269,8584.593716714007,85395.44941095504,1742.7642736929602,1953.143
Oceania,2022-02-21,44446737,81.16619577524911,108.60163463889826,104.3978806366327,92.85166649687447,70.43877365976881,57.5751760172975,51.80990893508171,1101.7150749065286,47.900655430718636,54.286
European Union,2022-02-21,447593544,355.15276285612094,355.15276285612094,355.15276285612094,355.15276285612094,355.15276285612094,355.15276285612094,355.15276285612094,9589.124597115266,355.15276285612094,2015.428
North America,2022-02-21,375152636,781.3248388034202,781.3248388034202,781.3248388034202,781.3248388034202,781.3248388034202,781.3248388034202,781.3248388034202,1562.6496776068404,781.3248388034202,1963
Latin America and Caribbean,2022-02-28,655119303,1981.990789069863,2138.1512820323983,2096.0664791948757,2007.7078201110273,1934.044634136174,1803.6434927261048,1786.1701746639262,76013.35569798877,1583.6115770414326,1610.7160000000001
Asia,2022-02-28,4666863690,15464.741436633061,21191.69416797359,20980.35897978519,16611.186382950986,12124.65070193969,9290.407416878712,8233.617436492555,87100.12096994367,1777.553489182524,1924.858
Oceania,2022-02-28,44446737,84.34140975617363,111.73973751895873,109.00482744261421,95.73212049908649,77.00564800990841,60.65681390718651,55.93996927822471,1286.824157303489,55.94887640449952,43.429
