region,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
SEARO,2021-01-04,2044764457,70.78052140709974,122.34534200522073,109.83760363931397,86.91649846850008,60.49541196755516,46.28192559529097,35.36670443693957,0.5003569554247291,0.050035695542472884,9.065927945818814
Other,2021-01-11,44924020,2.480383986829068,5.143935222974642,4.998749914555659,3.455902553863612,0.9743255684580512,-1.5077971196472024,-2.3670015976326804,39.97229539993702,1.110341538887141,7.815354310084746
EMRO,2021-01-11,774669408,81.21524002227143,111.01576144053845,108.52220202697494,90.17603190946554,76.27543927665675,63.07956959246324,60.357818511037934,684.9751416716194,32.617863889124735,15.991734975891376
AFRO,2021-01-11,1191645942,21.797703309421237,86.5045121535367,65.77858018617505,42.2114947738696,14.589668605867239,-3.746263552885427,-17.32879535469132,562.4155240912597,11.966287746622546,4.11003091945801
EURO,2021-01-11,933468778,147.30079094394935,147.92670113326585,147.8940149546726,147.46073724592972,147.0446056937687,146.65888179485816,146.50820085419804,7689.302995575544,145.08118859576496,70.7780282430971
AMRO,2021-01-11,1032012460,141.23285625340588,141.9618241050558,141.69180935885845,141.23285625340588,139.76810136773625,139.1189870816359,138.98182512710886,4819.982798546889,137.71379424419683,95.09102545137875
WPRO,2021-01-11,1927284137,-6.045037435068405,21.059650540741888,20.49021668526433,5.1137594238523185,-6.045037435068405,-11.173185367908738,-13.82657027641861,-163.96070387732388,-6.072618662123107,1.024813689247247
SEARO,2021-01-11,2044764457,72.29714619345721,125.4627868706322,111.59243856093595,89.03902406387508,61.734315561505085,47.28021056749697,35.796414438940424,0.609835982986544,0.06098359829865437,9.224809277547676
Other,2021-01-18,44924020,3.4479507795850544,6.193733505493623,6.09391585390472,4.490575821499183,1.9009023852641096,-0.768509822381253,-1.472349378849883,72.798166052362,2.0221712792322797,8.21158554673721
EMRO,2021-01-18,774669408,82.85978663627702,112.3369918008227,110.8973827824046,92.05495689103185,77.60107282508864,64.31346966769516,61.63754329425927,695.3817853848774,33.113418351660826,16.37408994814297
AFRO,2021-01-18,1191645942,23.730871620416142,89.5504997762356,68.467398131802355,44.69519582187914,17.03462501146637,-1.615962660826612,-15.532804898196785,612.60120499725,13.03406819143085,4.523829752333153
EURO,2021-01-18,933468778,152.05905810391937,152.71339655259678,152.66631683598672,152.23486528486904,151.81407063166992,151.41918099278035,151.26450476285174,7940.075623724768,149.81274761744848,75.18181741835754
AMRO,2021-01-18,1032012460,148.31015679471372,149.1307871369112,148.81026640712767,148.31015679471372,146.8826711078636,146.15569676151316,145.97161186102576,5057.515628745546,144.50044653558703,99.49123811935371
WPRO,2021-01-18,1927284137,-5.933618256407924,21.478334867164563,20.8741843040728,5.3271287416867406,-5.9607486365084466,-11.56358360323682,-13.911326621836434,-162.70739550763926,-6.026199833616268,1.0842239224359198
SEARO,2021-01-18,2044764457,73.76551638330264,128.42219293162535,113.28509530382415,91.28577989841109,62.772594655229916,48.399203120191444,36.2184539362981,0.7193150105483589,0.07193150105483587,9.394706694734635
Other,2021-01-25,44924020,4.402208398655185,7.258463295990023,7.05975950062946,5.465538948281843,2.776589485863842,-0.007538993447705191,-0.5750082785417959,105.62403670478699,2.934001019577418,8.576653054052894
EMRO,2021-01-25,774669408,84.57632206203394,113.9013149811065,113.44875634894414,94.14314894849707,78.83383725784924,65.41016380756548,62.964281389015916,706.6500224347345,33.65000106832069,16.758641599368108
AFRO,2021-01-25,1191645942,25.325443863486303,92.04785997165075,71.41923464205382,46.70810933123317,18.485006797090453,-0.5559098754932159,-14.433827452888512,640.0614976715514,13.61832973769258,4.943250808860361
EURO,2021-01-25,933468778,156.33141111212376,157.00898433593431,156.95220400852156,156.51872410934033,156.0891094160481,155.69277274766083,155.53419787795514,8165.367467484365,154.06353712234647,79.60874973510184
AMRO,2021-01-25,1032012460,154.25097092647613,155.1964743735641,154.8113113140466,154.25097092647613,152.79507749407568,152.03513969453516,151.90226898148546,5256.472136102779,150.1849181743651,104.18556186811931
WPRO,2021-01-25,1927284137,-5.944894429858368,21.54533962654345,20.66509186866523,5.444426931171894,-5.97804692781513,-11.939819245368001,-13.95128469083293,-162.25495503821276,-6.009442779193065,1.1453459426603823
SEARO,2021-01-25,2044764457,75.17770877947989,130.6794295843176,114.9365942508671,92.68794750390167,63.8919145782738,49.23097270191338,36.71004303757171,0.8287940381101738,0.08287940381101734,9.549492297993977
Other,2021-02-01,44924020,4.423500515077523,7.394916566722062,7.117007346906967,5.5221162497982474,2.7258352573793507,-0.1123971444786435,-0.613654403028954,104.14153916276622,2.8928205322990634,8.819293850669048
EMRO,2021-02-01,774669408,86.11946284935432,115.72188291188087,114.96143084309715,95.7596270701138,79.69096568485584,66.24986706714782,64.15842600574001,714.4284674412448,34.02040321148785,17.166557926948197
AFRO,2021-02-01,1191645942,26.85774097865378,94.60113035337261,74.52901919858576,48.61651602151986,20.321454503442393,0.5738482590030017,-13.4420925098116,658.1318118312764,14.002804507048435,5.312740339669336
EURO,2021-02-01,933468778,159.1752160862434,159.8736139550532,159.8065157807234,159.37412945459164,158.9229776242686,158.54071462455806,158.3722881363174,8315.240340558792,156.89132718035455,83.73239981394785
AMRO,2021-02-01,1032012460,159.44273580767364,160.45941250731642,160.09354751249217,159.44273580767364,157.96251314731794,157.178659116848,157.111629419106,5430.115496895234,155.14615705414954,108.93298458818995
WPRO,2021-02-01,1927284137,-6.014555105061001,21.537556195141963,20.231408534312816,5.476027961118966,-6.014555105061001,-12.247090566263113,-14.06416487907025,-161.29927947360292,-5.97404738791122,1.2133688654267518
SEARO,2021-02-01,2044764457,76.59284926694407,132.65022892875183,116.69640476489968,94.53901377745115,64.70152421826772,49.84047811244978,37.648920862159194,0.6531611791465646,0.06531611791465643,9.709217492200048
Other,2021-02-08,44924020,4.560262949655315,7.647492688459152,7.21053312694764,5.613047910932808,2.8062295282634597,-0.16629190569202482,-0.5283609479954207,102.65904162074546,2.8516400450207096,9.030755336083754
EMRO,2021-02-08,774669408,87.4703206267761,117.83656586006875,116.50718030608847,97.20555701996848,80.73314167885823,67.09885071208198,65.18166753381624,720.2289977603069,34.296618940966994,17.511480802746075
AFRO,2021-02-08,1191645942,28.098409933669927,96.74064519339125,77.02898208575236,50.698737865707095,21.863349266662983,1.604286289924567,-12.760813324377928,668.8732852460101,14.231346494595961,5.56642416415552
