world,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
World,2022-07-04,7951213330,18113938.303175554,22458191.177399676,22174967.442940056,20781608.140635468,17543745.216565195,15168148.457998423,14540141.771613952,1998026666.164632,8466214.68713827,6372508.916666667
World,2022-07-11,7951213330,18190268.735857114,22613590.424286924,22314226.009519994,20883633.45701913,17613760.92730989,15226151.45274779,14594599.147953037,2004755731.8544497,8494727.677349363,6385100.978666667
World,2022-07-18,7951213330,18277005.189109214,22770776.08121747,22464752.336437978,20976910.378498703,17690864.301271137,15298786.218009554,14661631.69193981,2013906620.1042676,8533502.627560455,6399862.025666666
World,2022-07-25,7951213330,18372341.70325447,22920734.33801331,22622342.586382836,21067132.77092172,17782282.53603488,15365534.04746974,14722720.518433047,2021942560.9674184,8567553.224438215,6416714.014666666
World,2022-08-01,7951213330,18472635.662919298,23056763.985172607,22754182.357466273,21170109.981076617,17886510.568930533,15456420.86647208,14811818.470440214,2031248736.0686002,8606986.169782205,6433995.0616666665
World,2022-08-08,7951213330,18568568.51122021,23183967.63680608,22873765.304554615,21268992.906706773,17986943.22376394,15528955.316780666,14894345.544326223,2039488588.4364486,8641900.798459528,6451162.0786666665
World,2022-08-15,7951213330,18703157.0000636,23397633.800360292,23046472.951606333,21367211.18027189,18125166.072398707,15622958.573442522,14989251.453271268,2048462925.5109634,8679927.650470184,6468433.122666666
World,2022-08-22,7951213330,18811443.307245873,23555380.40335808,23185610.18246074,21458569.1047969,18237255.42951456,15697096.243765157,15072348.81491698,2056301145.9988117,8713140.449147508,6484386.150666666
World,2022-08-29,7951213330,18902792.057018626,23685446.906859025,23313289.522499572,21547789.6057131,18318747.91179144,15763932.753757931,15125105.684656115,2062759821.4243379,8740507.717899738,6499466.201666666
World,2022-09-05,7951213330,18975186.26261014,23776569.495842837,23425495.883774802,21633210.801731776,18387565.184831195,15826754.92958407,15177484.156363506,2068466332.3820634,8764687.84907654,6513346.256666667
World,2022-09-12,7951213330,19044582.74310739,23863811.09959373,23548191.4311013,21714181.22907379,18453440.35570119,15886031.628170839,15228025.262915066,2073451896.3797889,8785813.120253343,6524637.277666667
World,2022-09-19,7951213330,19110917.693461206,23943538.0513567,23670302.822716646,21790066.668951098,18520282.096913084,15944772.009966612,15275210.450078469,2078269340.2708478,8806226.018096812,6535168.329666667
World,2022-09-26,7951213330,19184168.80601387,24035010.354249097,23789812.669574276,21872510.417961985,18605838.809610154,16010571.44577627,15337285.198304065,2084338129.3219066,8831941.225940282,6545042.368666667
World,2022-10-03,7951213330,19254038.055740308,24142932.092547588,23906812.308892716,21953786.058339313,18691561.389073037,16068544.283400541,15393882.304593178,2090159883.6510456,8856609.676487481,6555332.3966666665
World,2022-10-10,7951213330,19318954.844536945,24271950.551597975,24024345.151920844,22028983.449376732,18773730.12773412,16120755.259057397,15447364.925030066,2095732396.4317055,8880222.018778414,6566267.425666667
World,2022-10-17,7951213330,19385769.057584945,24409265.6915031,24127988.724135373,22116286.62932588,18853105.37458125,16167470.576415986,15497202.688725974,2101261355.4123652,8903649.811069345,6577040.4536666665
World,2022-10-24,7951213330,19450346.81683475,24539922.208916284,24233150.65934239,22165263.857973054,18926864.96655357,16212944.494638208,15546640.246226847,2106269379.7930253,8924870.253360275,6588892.503666666
World,2022-10-31,7951213330,19510712.28722072,24676852.38671146,24344664.080390498,22214260.63283148,18995776.177376095,16253610.647349205,15591754.146989813,2110627710.333685,8943337.755651208,6600327.535666667
World,2022-11-07,7951213330,19570987.870676324,24818593.1037805,24467287.635571826,22300314.51732573,19064012.18598965,16296600.702150373,15635518.163958004,2115356090.9993138,8963373.266946245,6611607.545666667
World,2022-11-14,7951213330,19636846.572419498,24963449.160032053,24590332.90432372,22454945.682327546,19133030.85675895,16340246.865169195,15685148.972784866,2120760965.6649427,8986275.278241282,6620971.606666666
World,2022-11-21,7951213330,19705522.058261033,25097582.946496077,24719053.219237663,22606374.906535696,19206762.792756483,16388286.697321305,15731348.51973506,2127296551.7305717,9013968.43953632,6630390.624666667
World,2022-11-28,7951213330,19790217.218323827,25249404.52602541,24859646.283376366,22775425.981005643,19282925.632137176,16451127.419748595,15804289.492736029,2134397657.5587525,9044057.871011663,6640628.649666667
World,2022-12-05,7951213330,19898820.026120372,25410174.80566359,25019513.625185966,22919507.03253632,19370808.449489333,16525617.94194608,15882266.354491167,2142983905.157365,9080440.27609053,6650822.707666666
World,2022-12-12,7951213330,20034306.131189924,25597710.15764009,25259753.11118544,23065463.355500277,19481140.643532097,16611659.13828586,15993397.964163555,2152361955.7966633,9120177.778799422,6663586.759666666
World,2022-12-19,7951213330,20181652.003592357,25813841.196189553,25449475.441608462,23219782.469770584,19621828.864902403,16713628.756209912,16117387.862271892,2163389799.835962,9166905.931508312,6678398.780666667
World,2022-12-26,7951213330,20338311.774650004,26023898.409780383,25707366.035894856,23380062.8611885,19754234.589499563,16818195.173423618,16254359.645473352,2173400873.27526,9209325.734217204,6698611.8056666665
World,2023-01-02,7951213330,20493566.99663293,26263978.85237475,25957848.146034177,23544703.98825683,19950647.109550074,16922224.94050794,16397376.134040028,2180710918.636509,9240300.502697073,6730339.837666667
World,2023-01-09,7951213330,20634194.709746823,26477473.860983815,26196253.262074515,23701903.59301922,20098170.938809045,17034834.71070416,16514682.676220357,2185238712.7977557,9259486.071176931,6771435.850666666
World,2023-01-16,7951213330,20747402.881439414,26677841.33483202,26415452.549671438,23832363.0444177,20171537.140537404,17146194.308695514,16603938.985516265,2188266317.892336,9272314.906323457,6803991.905666667
World,2023-01-23,7951213330,20835979.95855826,26860233.07093752,26629954.493210223,23944823.568257302,20284182.28036396,17223155.38786628,16668063.023309909,2190143116.186916,9280267.441469982,6825857.938666667
World,2023-01-30,7951213330,20914631.170511298,27085366.12695043,26814494.138552688,24026316.328306526,20367608.650310837,17275905.35156817,16704833.711254613,2191858625.960522,9287536.55068018,6839402.959666667
World,2023-02-06,7951213330,20981546.33343909,27300542.09193986,26990025.132967383,24098738.620651785,20437327.779633515,17313576.878597155,16726789.317484505,2192854971.971156,9291758.355809983,6853671.983666667
World,2023-02-13,7951213330,21042057.422594074,27520684.044903666,27145260.8981233,24164468.944842316,20479382.83908839,17348129.481758576,16738799.060001416,2193620415.58179,9295001.760939788,6863560.029666667
World,2023-02-20,7951213330,21094673.0263632,27739170.67680641,27295720.133941922,24226656.86629822,20490345.59158765,17376856.028375816,16751830.461790537,2194239193.0590906,9297623.699402926,6871991.046666667
World,2023-02-27,7951213330,21146168.75821802,27956846.897351716,27389404.3596613,24277951.81116338,20500032.5096235,17405426.786540043,16772979.80462921,2194515588.3754497,9298794.865997668,6879720.075666667
World,2023-03-06,7951213330,21199835.662226956,28177773.89840185,27501390.980802234,24331083.315538768,20532780.31562052,17436453.56048495,16797724.528666016,2194601437.1249566,9299158.63188541,6886644.076666666
World,2023-03-13,7951213330,21258978.625793174,28402971.539926626,27615797.22594381,24384440.28806454,20591845.467329033,17472002.35896209,16825657.709118243,2195382598.6205316,9302468.63822259,6893117.0956666665
World,2023-03-20,7951213330,21321393.009862747,28608684.962705623,27743248.028445505,24443862.903617002,20648072.22269184,17507713.403747555,16856432.30081992,2196204777.615207,9305952.447522065,6899512.134666666
World,2023-03-27,7951213330,21381299.675596885,28796662.85014785,27861241.233151883,24512758.608734902,20680290.719972577,17542080.054075055,16883839.330708157,2197015450.2840405,9309387.501203561,6905785.149666667
World,2023-04-03,7951213330,21437059.153304085,28965802.722492628,27971485.193488393,24649773.220711093,20697343.360809017,17577489.9781486,16903060.132828973,2197222771.56103,9310265.981190804,6911707.156666666
World,2023-04-10,7951213330,21493071.799610604,29135603.455982037,28085781.732575797,24715729.399209432,20713000.165331718,17608226.335849743,16920894.59759106,2197489876.3847575,9311397.781291345,6916964.184666666
World,2023-04-17,7951213330,21550504.516961455,29313978.416089468,28207764.574230548,24754568.938441142,20729732.72917746,17635678.3543281,16939561.068521395,2197376685.9050403,9310918.160614576,6921567.223666667
World,2023-04-24,7951213330,21617968.48792075,29488780.68999527,28324207.555569515,24792711.240076408,20806980.004234757,17657821.468805812,16957517.76918114,2197499689.661278,9311439.362971516,6926215.223666667
World,2023-05-01,7951213330,21708963.992030855,29679934.461265873,28480371.426287647,24850347.791955136,20852495.20610637,17680216.631861676,16972704.61254452,2197499689.661278,9311439.362971516,6930181.234666667
World,2023-05-08,7951213330,21806770.828002483,29871745.551120643,28624857.028289948,24895279.27146904,20910174.624187425,17702524.1512931,16988483.715295136,2197499689.661278,9311439.362971516,6934380.387666667
World,2023-05-11,7951213330,21834106.24650787,29933829.060843077,28662058.67671377,24909401.578971833,20912530.08210763,17706151.575294837,16991104.102487143,2197499689.661278,9311439.362971516,6937257.066238095
