iso3c,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
SLV,2020-11-30,6486201,10303.604953450795,13599.261085525206,12971.951214223729,11254.895675937394,8691.704790862903,7887.342203074213,7767.4041714766045,9443.361732406116,8026.245598813607,1113.994
SLV,2020-12-07,6486201,10555.935121242142,13938.515494739037,13430.005856970436,11547.46519036734,8796.74915564295,7975.065950303607,7809.407771510012,9695.691900197466,8026.245598813607,1163.9950000000001
SLV,2020-12-14,6486201,10804.586416233858,14301.313455327389,13926.590985034842,11785.166609750211,8923.365073201945,8072.805740525456,7855.282886810026,9944.34319518918,8026.245598813607,1204.994
SLV,2020-12-21,6486201,11071.024436346543,14610.74983058672,14205.13857539481,12026.02942958976,9081.759712646528,8199.166689416299,8002.929527293743,10210.781215301864,8026.245598813607,1256.997
SLV,2020-12-28,6486201,11378.068424726667,15012.277394285842,14681.976595993912,12273.630553042585,9268.90044216462,8304.67931543552,8003.520436544641,10517.825203681989,8026.245598813607,1312.997
SLV,2021-01-04,6486201,11749.187924158601,15460.248207004755,15042.700012600704,12612.513357180842,9707.096923959567,8400.272062635378,8180.238193272288,10888.944703113923,8026.245598813607,1363.999
SLV,2021-01-11,6486201,12149.461891779565,15907.77811719159,15407.058208722818,13192.344642818542,9979.856422381063,8494.23226846364,8380.630736803385,11289.218670734886,8026.245598813607,1428
SLV,2021-01-18,6486201,12549.039156351895,16350.60823376695,15986.568948830793,13605.592471120084,10208.325112390608,8610.231034572413,8594.65783771093,11688.795935307218,8026.245598813607,1498
SLV,2021-01-25,6486201,12977.505196711934,16914.54209642239,16793.344046006303,14028.256054171752,10423.08566407618,8822.051290846668,8701.797473104902,12117.261975667256,8026.245598813607,1571.997
SLV,2021-02-01,6486201,13369.481764564982,17526.67363975492,16962.640589816307,14315.205230592603,10627.124806393507,8856.947132083242,8771.838504248768,12509.238543520303,8026.245598813607,1631.994
SLV,2021-02-08,6486201,13781.796503381951,18138.274895017566,17069.006844145944,14658.513795365481,10802.718411012347,8932.286980301935,8755.435277537234,12921.553282337274,8026.245598813607,1691.991
SLV,2021-02-15,6486201,14062.772404196936,18354.563241129523,17189.874379855126,14879.01259431017,10979.693720126237,9021.331617428057,8866.661332368692,13202.529183152257,8026.245598813607,1749.993
SLV,2021-02-22,6486201,14347.597918850623,18514.08710002757,17373.389987407347,15135.634638319949,11134.757302207248,9041.900162495593,8985.32189158855,13487.354697805946,8026.245598813607,1806.994
SLV,2021-03-01,6486201,14762.502739502535,18955.636231391032,17723.0240509404,15579.944909196782,11355.607208040226,9101.402197128846,9051.214575516997,13902.259518457857,8026.245598813607,1860.992
