iso3c,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
FRA,2021-04-05,67564251,0.28534161439698974,0.37305529600000015,0.3453802089999989,0.28629886200000026,0.2193496379999997,0.15572706900000016,0.1112372410000003,0.23433596499999854,0.28534161439698974,0.4000429161865496
FRO,2021-04-05,49053,-0.13959748700000027,0.4433068900000007,0.3137292149999998,0.14654867699999982,-0.13959748700000027,-0.17699009100000046,-0.2198225069999996,-0.13959748700000027,NA,NA
FSM,2021-04-05,116255,-0.029488453000000265,0.15846461599999995,0.13771400200000009,0.04557794499999959,-0.035808661999999956,-0.11820842099999991,-0.12843416899999932,-0.029488453000000265,NA,0
GAB,2021-04-05,2278829,0.2966628360000005,0.5374638899999985,0.491808377999999,0.3722872469999994,0.18881144799999977,0.10666849699999964,0.08945681499999988,0.2966628360000005,NA,0.03133188141804409
GBR,2021-04-05,68207114,-0.26117714191121305,0.1798239909999997,0.08666484599999999,-0.03481981500000005,-0.26117714191121305,-0.26117714191121305,-0.26117714191121305,-0.08677173300000016,-0.26117714191121305,0.052151451533340054
GEO,2021-04-05,3979773,0.6511873949999977,0.9793454570000024,0.9031282279999998,0.7074437689999998,0.5364718589999998,0.41864944399999915,0.37565824900000044,0.6511873949999977,NA,0.20460965989768767
GGY,2021-04-05,67052,-0.180952555,0.526553462000001,0.35359723699999956,0.15145064799999958,-0.180952555,-0.180952555,-0.22859495000000019,-0.180952555,NA,NA
GHA,2021-04-05,31732128,0.01488666899999989,0.3226020940000004,0.2825636969999997,0.17154136399999975,0.01488666899999989,0.013901172000000463,-3.572240000001072e-4,0.01488666899999989,NA,0.005401465669116172
GIB,2021-04-05,33691,-0.11995183000000008,0.6306093059999984,0.4017106330000011,0.17476627599999955,-0.11995183000000008,-0.14123844599999927,-0.16355248200000064,-0.11995183000000008,NA,NA
GIN,2021-04-05,13497237,0.20837647699999962,0.3344269359999994,0.2824365479999998,0.20837647699999962,0.04567654499999987,-0.023536533999999686,-0.05072934999999983,0.20837647699999962,NA,0.007408923767138415
GMB,2021-04-05,2486937,0.22642296899999964,0.34605625499999837,0.33628896700000016,0.22642296899999964,0.06463610999999984,-0.01364940700000037,-0.02593106200000021,0.22642296899999964,NA,0.011500090271687621
GNB,2021-04-05,2015490,0.19804351699999953,0.33424400499999996,0.2996531319999994,0.20379439000000055,0.06776873200000001,-0.00914177700000014,-0.01662040200000013,0.19804351699999953,NA,0.03542562850721165
GNQ,2021-04-05,1449891,0.1082925999999991,0.3704781139999985,0.3498099370000004,0.24470941200000196,0.1082925999999991,0.008453768000000323,-0.007117416999999878,0.1082925999999991,NA,0.019725620753560092
GRC,2021-04-05,10370747,0.6504900192562462,0.9705389660000022,0.8533964549999971,0.6752889370000005,0.5616643809999993,0.48720412399999985,0.4554668970000007,0.5616643809999993,0.6504900192562462,0.699766371699165
GRD,2021-04-05,113015,-0.006051739000000062,0.3847825670000004,0.36268712399999864,0.23448853300000036,-0.006051739000000062,-0.01646308799999993,-0.03303884900000024,-0.006051739000000062,NA,0
GRL,2021-04-05,56868,0.01818826499999966,0.37180027799999904,0.27711974900000025,0.11324466199999998,-0.057783749999999745,-0.1700487949999998,-0.21811502999999924,0.01818826499999966,NA,NA
GTM,2021-04-05,18249868,0.580516915999998,0.9323637649999997,0.837213117999998,0.580516915999998,0.37091825700000086,0.22722202900000005,0.19029772400000064,0.580516915999998,NA,0.06653746755866946
GUY,2021-04-05,790329,0.5149896529999943,1.1954983100000003,1.021740031999995,0.7931054350000009,0.5149896529999943,0.4329769080000002,0.4093843689999993,0.5149896529999943,NA,0.30734036078645727
HKG,2021-04-05,7552800,0.004165563999999663,0.14864146200000117,0.10757969000000005,0.04887005399999984,-0.014807396999999847,-0.06688389800000012,-0.09808190100000005,0.004165563999999663,NA,0
HND,2021-04-05,10062994,0.7030712309999975,0.8937110990000009,0.8178610979999981,0.7030712309999975,0.4411253679999994,0.2949070500000003,0.2837750530000007,0.7030712309999975,NA,0.13628150826682398
HRV,2021-04-05,4081657,0.9643504274249161,1.7988142519999977,1.7290841470000005,1.341355142000003,0.9643504274249161,0.9429901320000004,0.8890544059999995,1.0654481300000016,0.9643504274249161,0.6019859091540519
HTI,2021-04-05,11541683,0.19397628299999953,0.45090754800000044,0.4048487700000002,0.2651666230000003,0.12339754099999968,-0.004519815999999808,-0.05097144200000005,0.19397628299999953,NA,0
HUN,2021-04-05,9634162,2.4661255404987408,2.821954448000008,2.7325103470000154,2.4661255404987408,2.1624000629999993,1.7898394930000008,1.6516119720000006,2.2936903960000086,2.4661255404987408,2.620144855359501
IDN,2021-04-05,276361788,0.5556689289999992,0.9518527599999992,0.8432429540000023,0.5556689289999992,0.29980087399999894,0.1756138599999991,0.1516208829999996,0.5556689289999992,NA,0.06378812399346613
IMN,2021-04-05,85410,-0.11340018600000015,0.5270388999999996,0.38728107700000064,0.15155540699999934,-0.11340018600000015,-0.14008899799999994,-0.18983630699999962,-0.11340018600000015,NA,NA
IND,2021-04-05,1393409033,0.6848858499999999,1.3095963140000015,1.1923459930000049,0.8924546919999977,0.49853956499999985,0.24366859200000016,0.14110702099999983,0.6848858499999999,NA,0.03519634137465793
IRL,2021-04-05,4982904,-0.01403015079702619,0.0882357540000003,0.05843875600000071,-0.01403015079702619,-0.06735399500000007,-0.13438755799999982,-0.17627516100000012,-0.03502676800000032,-0.01403015079702619,0.14621995527106282
IRN,2021-04-05,85028760,0.6272671459999994,1.4120953300000028,1.1963162469999995,0.8165602929999997,0.46859216799999953,0.37024684799999785,0.33070423400000126,0.6272671459999994,NA,0.14348086459216858
IRQ,2021-04-05,41179351,0.6224012169999996,1.1324976039999948,1.0213524310000026,0.713171244999996,0.5075346299999987,0.3601638450000001,0.23562406299999958,0.6224012169999996,NA,0.08776971740035437
ISL,2021-04-05,343360,-0.20573757739584525,0.054436537000000056,0.03603759799999955,-0.054539522000000416,-0.20573757739584525,-0.21881974100000048,-0.3051412140000002,-0.0812835880000002,-0.20573757739584525,0
ISR,2021-04-05,8789776,0.18128460194427673,0.3261399060000004,0.2941522839999997,0.18128460194427673,0.07378022800000031,0.023606287999999517,0.005786713000000223,0.11586971099999958,0.18128460194427673,0.08289175969899575
ITA,2021-04-05,60367471,0.6108186883338569,0.6696257050000024,0.6356614960000013,0.6108186883338569,0.4334020929999976,0.2958287030000005,0.2545435779999995,0.46846071899999714,0.6108186883338569,0.7042584242099524
JAM,2021-04-05,2973462,0.4158734769999985,0.860566997999996,0.7713893679999995,0.5437624289999978,0.3490484199999991,0.2572694079999987,0.2191866250000005,0.4158734769999985,NA,0.1537265315648897
JEY,2021-04-05,101073,-0.1736141779999997,0.5821115619999998,0.3976272660000038,0.16100902900000053,-0.1736141779999997,-0.1736141779999997,-0.22939242500000007,-0.1736141779999997,NA,NA
JOR,2021-04-05,10269022,1.5247009330000008,2.036422302000003,1.929198988,1.6203610759999998,1.2495866119999963,1.0408985370000017,0.9652695260000003,1.5247009330000008,NA,0.8792073870325723
JPN,2021-04-05,126050796,0.07929328492750784,0.08313312800000001,0.07929328492750784,0.07929328492750784,0.017263752000000375,-0.021251270000000308,-0.037492728000000246,0.02455747299999975,0.07929328492750784,0.017000289311937387
KAZ,2021-04-05,18994958,0.38394986719970636,0.8074853319999996,0.6660343250000005,0.46126975499999956,0.3168709520000005,0.21316801499999907,0.18665396999999917,0.35042887899999803,0.38394986719970636,0.08723893993342866
KEN,2021-04-05,54985702,0.286307226,0.506682564000001,0.47251735799999967,0.322954989999999,0.19102713400000018,0.117549842,0.10814558400000068,0.286307226,NA,0.028318270811564794
KGZ,2021-04-05,6628347,0.19278673318427955,0.2995818489999989,0.25473114799999963,0.19278673318427955,0.07414989999999948,0.03744490399999933,0.006546955999999914,0.07414989999999948,0.19278673318427955,0.021558919591868078
KHM,2021-04-05,16946446,0.012035876999999856,0.2641872279999998,0.2268431600000003,0.08445437799999958,-0.016096875000000378,-0.07769429999999988,-0.10440002399999984,0.012035876999999856,NA,0.00843244654365877
KIR,2021-04-05,121388,-0.08178032000000021,0.0791952260000003,0.06647813800000006,0.0035805639999996162,-0.08178032000000021,-0.15970867999999974,-0.1966453419999997,-0.08178032000000021,NA,0
KNA,2021-04-05,53546,0.014107443999999842,0.3817892959999977,0.3509709519999981,0.21108355600000028,0.014107443999999842,-0.01161937699999972,-0.043297640999999935,0.014107443999999842,NA,0
KOR,2021-04-05,51305184,-0.07745142695658395,0.059394630999999885,0.03659487899999976,-0.005547510999999845,-0.07745142695658395,-0.07745142695658395,-0.07745142695658395,-0.010633257000000236,-0.07745142695658395,0.006404810866675773
KWT,2021-04-05,4328553,0.37439227099999906,0.7763795789999987,0.6850733380000009,0.5007912160000021,0.3121869999999985,0.2103774939999988,0.20412225500000034,0.37439227099999906,NA,0.22111315259394998
LAO,2021-04-05,7379358,0.16269123299999927,0.16512015200000063,0.16269123299999927,0.16269123299999927,0.0030174140000000876,-0.04817126599999993,-0.08347854499999988,0.16269123299999927,NA,0
LBN,2021-04-05,6769151,0.4614421268571032,0.9940803020000019,0.9758998719999984,0.660221757,0.4614421268571032,0.4614421268571032,0.40448822400000073,0.5668337400000009,0.4614421268571032,0.6478951348551687
LBR,2021-04-05,5180208,-0.010919776000000306,0.2313842819999993,0.18100513799999937,0.07466698000000019,-0.010919776000000306,-0.057267212999999706,-0.07688473899999958,-0.010919776000000306,NA,0
LBY,2021-04-05,6958538,0.9831109229999988,1.2823098799999981,1.2279753819999988,1.0037783309999988,0.6879670650000028,0.5636788630000011,0.5186399080000018,0.9831109229999988,NA,0.2135074925221361
LCA,2021-04-05,184401,0.4404261569999982,0.8895637960000029,0.788283123999999,0.56616034199999965,0.35312192600000003,0.21840304600000038,0.19738040399999904,0.4404261569999982,NA,0.23264515919111067
LIE,2021-04-05,38254,-0.013339147000000157,0.3814687989999992,0.3105193519999969,0.121523155,-0.04457258700000013,-0.12793813999999984,-0.1445680349999997,-0.013339147000000157,NA,0
LKA,2021-04-05,21497306,0.06527821399999957,0.2857084199999992,0.2521621239999999,0.1396636290000003,0.050593058000000024,-0.0031754359999999595,-0.007095582000000257,0.06527821399999957,NA,0.009968690960625484
LSO,2021-04-05,2159067,0.027835674999999817,0.38873814899999865,0.34877899499999926,0.20637141300000036,0.027835674999999817,0.016776766000000137,-0.0464481399999999,0.027835674999999817,NA,0
LTU,2021-04-05,2689862,0.859162026646375,0.859162026646375,0.859162026646375,0.859162026646375,0.44140600200000074,0.22885358599999983,0.15497411799999958,0.5161662689999978,0.859162026646375,0.29209676927663947
LUX,2021-04-05,634814,-0.03297182975357303,0.21191028600000048,0.1931193790000002,0.10420248900000016,-0.03297182975357303,-0.05091844800000009,-0.06085239999999976,0.0648987519999998,-0.03297182975357303,0.20257902314693751
LVA,2021-04-05,1866934,-0.15494799955630156,0.8519282539999964,0.7926587829999963,0.48202119500000107,-0.15494799955630156,-0.15494799955630156,-0.15494799955630156,0.32303183899999816,-0.15494799955630156,0.39026553697131233
MAC,2021-04-05,658391,0.0015537609999997288,0.1229535900000004,0.09077835599999977,0.036551455999999566,-0.028941731999999727,-0.05993238100000019,-0.08005636099999998,0.0015537609999997288,NA,NA
MAR,2021-04-05,37344787,0.22001055699999972,0.8831617130000011,0.6905476079999995,0.37735596199999955,0.19778325099999897,0.09434833000000006,0.06080214399999989,0.22001055699999972,NA,0.019127167601732473
MCO,2021-04-05,39520,0.22592754099999737,0.8079579739999967,0.7691152069999992,0.5429546440000012,0.22592754099999737,0.1382667070000006,0.06083570199999968,0.22592754099999737,NA,0.7236842105263157
MDA,2021-04-05,4024025,1.6611962530000013,2.121882456,2.07725764200001,1.9322552420000016,1.5141913829999971,1.1574446439999964,1.1323870529999995,1.6611962530000013,NA,1.0969862264772212
MDG,2021-04-05,28427333,0.14121951299999963,0.4845749660000003,0.42996576599999947,0.27321231099999876,0.08107905399999973,-0.016351522999999858,-0.05493931800000043,0.14121951299999963,NA,0.03266574461979954
MDV,2021-04-05,543620,0.1229922219999992,0.5535463029999993,0.5394946159999999,0.3168803060000005,0.1229922219999992,0.0362687820000002,-0.009728227000000235,0.1229922219999992,NA,0.02630513961958721
MEX,2021-04-05,130262220,0.23200467965925525,1.0331272850000006,0.9103300790000007,0.6418559169999993,0.23200467965925525,0.2010678290000019,0.18785599500000058,0.3198856209999969,0.23200467965925525,0.28151984512470307
MHL,2021-04-05,59618,-0.10062694200000044,0.11939764099999997,0.0794144080000001,0.011113225000000063,-0.10062694200000044,-0.11917435000000012,-0.1357990259999998,-0.10062694200000044,NA,0
MKD,2021-04-05,2082661,2.5454532196385458,3.1359205309999942,3.070220741000004,2.859307353000003,2.432710392,2.0954798219999966,1.938073559999994,2.859307353000003,2.5454532196385458,1.7903057674772802
MLI,2021-04-05,20855724,0.3542221029999993,1.1723075430000034,1.0562352030000044,0.5450968649999982,0.11490997899999966,0.004400867000000225,-0.016505881999999382,0.3542221029999993,NA,0.006166172893350526
MLT,2021-04-05,514564,-0.3222039290273291,0.21313731199999905,0.1881050980000004,0.08984352200000038,-0.3222039290273291,-0.3222039290273291,-0.3222039290273291,0.0012486059999990934,-0.3222039290273291,0.30530701720291353
MMR,2021-04-05,54806014,0.807214439,1.5263356580000076,1.267987969000002,0.807214439,0.2030712580000005,0.04166064399999967,0.01929833199999992,0.807214439,NA,0
MNE,2021-04-05,628051,1.303300728512009,2.2536964479999964,2.1129251830000033,1.764296881999998,1.303300728512009,1.2522237999999941,1.1278848709999971,1.6538767229999993,1.303300728512009,1.3874669413789644
MNG,2021-04-05,3329282,0.06310167626817895,0.851430777000003,0.7872471159999975,0.45877109599999816,5.951929999999304e-4,-0.06205232299999974,-0.08576181700000023,0.04843419499999949,0.06310167626817895,0.030036506369841905
MOZ,2021-04-05,32163045,0.2150041999999991,0.43486819699999957,0.3934271840000002,0.2558051949999989,0.1264412419999999,0.053765830000000375,0.02980709899999975,0.2150041999999991,NA,0.007993646123991059
MRT,2021-04-05,4775110,0.2088275169999997,0.3497493210000014,0.2870565040000004,0.2088275169999997,0.06922114800000033,9.032169999998557e-4,-0.03255735599999998,0.2088275169999997,NA,0
MSR,2021-04-05,4981,-0.013598235000000264,0.3497267160000004,0.2911729490000001,0.1398452460000002,-0.013598235000000264,-0.06793705600000036,-0.13278051699999965,-0.013598235000000264,NA,NA
MUS,2021-04-05,1273428,-0.12800668738250925,0.28380257400000075,0.22968847799999986,0.06934908299999996,-0.12800668738250925,-0.12800668738250925,-0.12800668738250925,-0.030068168000000187,-0.12800668738250925,0.022459063252889048
MWI,2021-04-05,19647681,-0.0031213580000000896,0.3330336050000003,0.2655318159999993,0.1497266600000001,-0.0031213580000000896,-0.026008552000000216,-0.04227493199999991,-0.0031213580000000896,NA,0.007273122970593833
MYS,2021-04-05,32776195,-0.0731351626468768,0.29862586200000163,0.24754874800000073,0.07524141500000057,-0.0731351626468768,-0.0731351626468768,-0.0731351626468768,0.02705196299999961,-0.0731351626468768,0.015254973922384828
"NAM",2021-04-05,2587344,0.43144241099999936,0.8691511479999978,0.7922144259999999,0.5448886060000018,0.37931221599999954,0.2471162550000003,0.20883433699999948,0.43144241099999936,NA,0.13801798291993642
NCL,2021-04-05,288217,-0.059030195000000445,0.19036915599999985,0.13473195199999888,0.05713320600000026,-0.059030195000000445,-0.13018591600000035,-0.1910220589999997,-0.059030195000000445,NA,NA
NER,2021-04-05,25130810,0.41748573399999883,1.0412328960000048,0.8552203420000037,0.41748573399999883,0.10197473599999966,0.02133979300000003,-0.011141046000000156,0.41748573399999883,NA,0.00170706793772266
NGA,2021-04-05,211400704,0.19762993999999978,0.3407359769999994,0.2981512419999995,0.19762993999999978,0.092993937,0.016405425000000386,-0.005980189999999704,0.19762993999999978,NA,6.08323423558703e-4
NIC,2021-04-05,6702379,0.5451384809999965,0.7338275310000003,0.6657431040000001,0.5451384809999965,0.19520198399999972,0.05060145900000009,0.010437979999999746,0.5451384809999965,NA,0.002133570781359872
NIU,2021-04-05,1614,-0.12513083399999983,0.08202154200000007,0.05580398599999978,0.008476929999999883,-0.12513083399999983,-0.12513083399999983,-0.1966799090000002,-0.12513083399999983,NA,NA
NLD,2021-04-05,17173094,0.1422668576076274,0.14416365400000028,0.1422668576076274,0.1422668576076274,0.02715477699999964,-0.06009082100000025,-0.09705062999999992,0.04417071999999952,0.1422668576076274,0.15056692754374953
NOR,2021-04-05,5465629,-0.048465723914265464,-0.048465723914265464,-0.048465723914265464,-0.048465723914265464,-0.13554901100000064,-0.18838669100000002,-0.21653600900000042,-0.1000460560000004,-0.048465723914265464,0.041825012272146536
NPL,2021-04-05,29674920,0.4039699089999989,0.5177992210000014,0.46334556400000065,0.4039699089999989,0.16054127799999973,0.053606270000000324,0.023427129999999963,0.4039699089999989,NA,0.004333625836228034
NRU,2021-04-05,10873,-0.13650810300000035,0.07468304200000007,0.05366116599999998,-0.006717073999999891,-0.13650810300000035,-0.15771756600000025,-0.21511075100000007,-0.13650810300000035,NA,NA
NZL,2021-04-05,4860642,-0.03459173535783545,0.005933875000000134,0.0033634619999997474,-0.009783620000000099,-0.03459173535783545,-0.053210882000000174,-0.056736454000000394,-0.03253354200000034,-0.03459173535783545,0
OMN,2021-04-05,5223376,0.22068393966525737,0.8370094030000004,0.8092258590000019,0.48418570199999916,0.22068393966525737,0.18797727700000166,0.1747043019999994,0.28166528799999974,0.22068393966525737,0.16408927865809392
PAK,2021-04-05,225199929,0.701212783000002,0.7603179499999974,0.701212783000002,0.701212783000002,0.38839842999999835,0.23689557400000114,0.2080907769999996,0.701212783000002,NA,0.0360315388909381
PAN,2021-04-05,4381583,0.09751892727485932,0.4669515789999996,0.4219486540000009,0.2935475579999997,0.09751892727485932,0.09751892727485932,0.09751892727485932,0.27638886599999885,0.09751892727485932,0.11411400856722331
PCN,2021-04-05,47,-0.131029163,0.08220298399999955,0.05252461800000022,0.0121931709999999,-0.131029163,-0.131029163,-0.19957305200000017,-0.131029163,NA,NA
PER,2021-04-05,33359415,2.5782562697558697,2.5782562697558697,2.5782562697558697,2.5782562697558697,1.6136568420000044,1.3814601660000005,1.330968217000002,2.0451659250000196,2.5782562697558697,2.1424656277695515
PHL,2021-04-05,111046910,0.5182664309999975,1.1016801100000015,0.9836060179999985,0.6351246059999993,0.41103329899999985,0.3106032820000003,0.2672406800000002,0.5182664309999975,NA,0.03203240864603977
PLW,2021-04-05,18174,-0.14562305300000075,0.07084331799999952,0.04288766500000016,-0.019048835000000087,-0.14562305300000075,-0.14562305300000075,-0.19839584399999913,-0.14562305300000075,NA,0
PNG,2021-04-05,9119005,0.21353705699999848,0.6952068399999991,0.6067171190000004,0.30348329300000115,0.09962983699999986,-0.08741470399999982,-0.24675763200000017,0.21353705699999848,NA,0.028193865449136175
POL,2021-04-05,37797000,2.08698270744406,2.08698270744406,2.08698270744406,2.08698270744406,1.607559756999998,1.3765402460000025,1.2560229730000028,1.7198527269999977,2.08698270744406,1.1614678413630712
PRK,2021-04-05,25670000,0.0231400349999996,0.19553730399999997,0.17295451800000064,0.07468144400000004,-0.008097891999999933,-0.04890873899999983,-0.068616692,0.0231400349999996,NA,NA
PRT,2021-04-05,10167923,-0.3172788991154283,0.08719193699999973,0.031219627000000146,-0.05144552600000013,-0.3172788991154283,-0.3172788991154283,-0.3172788991154283,-0.12490671599999993,-0.3172788991154283,0.05900910146546153
PRY,2021-04-05,7219641,1.4499473818505888,2.441423646999999,2.411633556999999,2.215575130999992,1.4499473818505888,1.340401710999999,1.3082319360000012,1.9720276799999936,1.4499473818505888,0.6925552115402968
PSE,2021-04-05,5222756,0.8199889470000014,1.7484217209999993,1.6462315849999967,1.3409058840000043,0.8199889470000014,0.7177986369999996,0.6248404220000013,0.8199889470000014,NA,0.3200226087529266
PYF,2021-04-05,282534,-0.10904981100000029,0.16606380299999993,0.10523451600000022,0.024942855999999958,-0.10904981100000029,-0.11505284200000022,-0.2121070339999994,-0.10904981100000029,NA,NA
QAT,2021-04-05,2930524,0.24022335772872588,0.7613519180000015,0.6792721269999987,0.2939413719999984,0.17309625499999948,0.12157356399999975,0.08873804399999966,0.17309625499999948,0.24022335772872588,0.09749109715532103
ROU,2021-04-05,19127772,1.4476299589174542,1.8638441059999986,1.7437824119999958,1.5322693330000021,1.3371380890000015,1.1177164070000019,1.0268478720000003,1.405155767999996,1.4476299589174542,0.7139932450052207
RUS,2021-04-05,145912022,0.5520273833397772,1.270922339000001,0.8853747180000009,0.6620484510000008,0.5368318380000006,0.2966516380000017,0.2810429819999999,0.6608916929999975,0.5520273833397772,0.2580808591632018
RWA,2021-04-05,13276517,0.31419002100000076,0.4579351880000002,0.41159877899999897,0.3165968120000005,0.17946704800000007,0.08512531899999969,0.04008009200000027,0.31419002100000076,NA,0.006455006233939218
SAU,2021-04-05,35340680,0.24665548299999968,0.6779126770000028,0.6522459640000025,0.36395454199999827,0.1584096590000001,0.053418641000000225,0.0290800379999995,0.24665548299999968,NA,0.019402569503473053
SDN,2021-04-05,44909351,0.9220103959999967,1.6942191159999986,1.4207951789999993,0.9220103959999967,0.37442748899999945,0.23495724200000048,0.16611265099999986,0.9220103959999967,NA,0.01113353875899921
SEN,2021-04-05,17196308,0.006236453999999902,0.3204402019999995,0.2932432639999997,0.19416059599999977,0.006236453999999902,0.006236453999999902,-0.002597580999999988,0.006236453999999902,NA,0.015782457490293847
SGP,2021-04-05,5896684,0.054305572914942535,0.20901353300000028,0.13913923700000014,0.054305572914942535,-2.842260000001093e-4,-0.05496871699999999,-0.06904198000000021,0.030726321999999716,0.054305572914942535,0
SHN,2021-04-05,6095,-0.04164580900000045,0.4459418869999997,0.32151367799999975,0.1272595439999999,-0.04164580900000045,-0.16172103199999976,-0.20379413999999982,-0.04164580900000045,NA,NA
SLB,2021-04-05,703995,-0.01355126200000029,0.1893273140000002,0.1424688660000001,0.05270591800000005,-0.03194031200000007,-0.11866883400000003,-0.15131305299999984,-0.01355126200000029,NA,0
SLE,2021-04-05,8141343,-0.0580716500000005,0.23345197600000017,0.19361289000000018,0.08222946900000003,-0.0580716500000005,-0.06996298299999973,-0.0817140289999998,-0.0580716500000005,NA,0
SLV,2021-04-05,6518500,0.3897371969999977,0.7486017840000003,0.6545993209999973,0.439097079999999,0.20677175399999972,0.051132566999999865,0.014255216999999844,0.3897371969999977,NA,0.05917005446038199
SMR,2021-04-05,34010,0.36784523699999905,1.070617926000003,0.9305409950000018,0.6641042910000019,0.36784523699999905,0.2797806899999998,0.2374123059999998,0.36784523699999905,NA,0.42046456924433984
SOM,2021-04-05,16359500,0.41998194099999847,0.5836960480000009,0.4925738489999987,0.41998194099999847,0.1973161679999991,0.10855706399999994,0.0904403739999998,0.41998194099999847,NA,0.0506494697270699
SRB,2021-04-05,6804596,2.130400994698294,2.303218531000005,2.2734247559999994,2.130400994698294,1.3803103180000067,1.1029400499999982,0.9749157359999997,2.0662492400000025,2.130400994698294,0.6445202624814169
SSD,2021-04-05,11381377,0.30873249999999997,0.6898999849999999,0.6115289549999999,0.3747565899999994,0.2049868909999994,0.09082464899999952,0.05166883899999991,0.30873249999999997,NA,0.006273406108944462
STP,2021-04-05,223364,0.13477062499999998,0.5289990759999997,0.40022355800000065,0.24907886199999907,0.11095969899999907,0.0420296709999997,-0.028717973999999865,0.13477062499999998,NA,0.06402105979477445
SUR,2021-04-05,591798,0.19146606699999846,0.6893352229999977,0.5794462540000009,0.359076666000001,0.15589774699999984,0.03699048800000015,0.0041534059999997035,0.19146606699999846,NA,0
SVK,2021-04-05,5460726,0.820553644255892,1.4321736210000016,1.3917203009999999,1.1503788409999987,0.820553644255892,0.820553644255892,0.8054733189999993,1.0896088549999952,0.820553644255892,1.4440753848480954
SVN,2021-04-05,2078723,-0.09061465180036425,0.8602442320000003,0.8253744060000044,0.5555772049999999,-0.09061465180036425,-0.09061465180036425,-0.09061465180036425,0.19778449199999842,-0.09061465180036425,0.3986101082250978
SWE,2021-04-05,10160159,-0.08231740718085613,0.3637992860000001,0.29414836500000086,0.1354774159999995,-0.08231740718085613,-0.08231740718085613,-0.08231740718085613,0.09442611299999874,-0.08231740718085613,0.13497820260490018
SWZ,2021-04-05,1172369,0.1345826289999996,0.4527652080000006,0.37458133800000054,0.2611068479999999,0.07847205400000018,-0.016989950000000163,-0.05794304300000002,0.1345826289999996,NA,0.024395049681456945
SXM,2021-04-05,43421,0.03512879699999948,0.3243729479999999,0.2545414799999997,0.13952816800000056,0.03512879699999948,-0.024943567000000395,-0.09313834799999944,0.03512879699999948,NA,NA
SYC,2021-04-05,98910,0.2373137589999982,0.9133541350000017,0.7866358999999995,0.5197196019999999,0.2373137589999982,0.22571318700000037,0.17360378600000023,0.2373137589999982,NA,0.28915175411990696
SYR,2021-04-05,18275704,0.3496905699999997,0.9719285310000013,0.878120553999997,0.5502928620000006,0.25401032999999995,0.08852837599999991,0.05777490100000002,0.3496905699999997,NA,0.05940674022735321
TCA,2021-04-05,39226,0.025745098999999654,0.43147358799999774,0.35524024399999943,0.17944523600000067,0.025745098999999654,-0.06526236900000039,-0.08644025400000042,0.025745098999999654,NA,NA
TCD,2021-04-05,16914985,0.4604808170000006,1.096289953000001,0.9535198379999976,0.46187226999999936,0.09766680399999962,0.019872769999999835,-0.011516052999999861,0.4604808170000006,NA,0.0016908084754435192
TGO,2021-04-05,8478242,0.2941969729999995,0.4847677880000003,0.4369691400000003,0.3061556939999981,0.16904310899999994,0.05499351800000023,0.03359655099999993,0.2941969729999995,NA,0.008421557204901677
THA,2021-04-05,69950844,-0.06618538562165646,0.174210075,0.13769925200000036,0.05956061700000024,-0.06618538562165646,-0.06618538562165646,-0.06618538562165646,0.027462085999999705,-0.06618538562165646,2.0442927036019748e-4
TJK,2021-04-05,9749625,0.3286316519999999,0.4526608329999995,0.4192572889999997,0.3286316519999999,0.12383334800000016,-0.016942401000000083,-0.04229784099999995,0.3286316519999999,NA,0
TKL,2021-04-05,1368,-0.1210662380000003,0.08013054000000015,0.051797273999999505,0.00949045299999975,-0.1210662380000003,-0.1210662380000003,-0.19064135600000018,-0.1210662380000003,NA,NA
TKM,2021-04-05,5942000,0.022932839999999365,0.33921206100000006,0.22889827599999954,0.08994219599999992,-0.048537019000000146,-0.13756896499999963,-0.162991627,0.022932839999999365,NA,NA
TLS,2021-04-05,1343875,0.01615076599999978,0.32095609400000064,0.30024771700000097,0.14370106900000038,0.014078562000000327,-0.06355481000000013,-0.08338427000000016,0.01615076599999978,NA,0
TON,2021-04-05,106759,-0.0945979540000003,0.124776652000001,0.0879118940000003,0.015780711999999978,-0.0945979540000003,-0.1260660109999993,-0.1451935729999998,-0.0945979540000003,NA,NA
TTO,2021-04-05,1403374,0.004425362999999676,0.30562785400000025,0.27891166099999964,0.14632082999999993,0.004425362999999676,-0.01575151400000011,-0.05362279799999973,0.004425362999999676,NA,0.030569185406028612
TUN,2021-04-05,11935764,0.484437608999998,0.8986514820000024,0.8662245510000005,0.6369013079999999,0.4317452669999997,0.28690613000000176,0.21128886399999966,0.484437608999998,NA,0.2788761574039165
TUR,2021-04-05,85042736,1.3947134259999965,1.7779513340000024,1.5818997809999913,1.3947134259999965,0.8657240959999981,0.5743933340000009,0.5241537639999974,1.3947134259999965,NA,0.20594704290793278
