iso3c,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
MDA,2020-04-20,4024025,-0.5089012127922068,0.3697113580000005,0.33197482800000205,0.17373199499999983,-0.5089012127922068,-0.6221201420000005,-0.6494457110000014,-0.21341295200000154,-0.5089012127922068,0.1242537012071247
MDG,2020-04-20,28427333,-0.14364783700000108,-0.015371028999999675,-0.04065137300000019,-0.11602193900000009,-0.21656744399999994,-0.28499842200000053,-0.3063162130000006,-0.14364783700000108,NA,0
MDV,2020-04-20,543620,-0.09373781100000023,0.06605083799999972,0.04273518399999991,-0.029773066000000164,-0.15249914000000014,-0.27438380800000034,-0.3222293840000004,-0.09373781100000023,NA,0
MEX,2020-04-20,130262220,0.33911552106178044,0.4900021120000004,0.4554395239999999,0.3737666270000001,0.21995572700000035,-0.008904782000000454,-0.050042742000000015,0.3595554149999967,0.33911552106178044,0.04167440106578869
MHL,2020-04-20,59618,-0.09263826600000041,0.10962018400000034,0.07525348700000066,9.079479999998649e-4,-0.09263826600000041,-0.12620599000000007,-0.1429884219999998,-0.09263826600000041,NA,0
MKD,2020-04-20,2082661,0.28288510591300264,0.28288510591300264,0.28288510591300264,0.28288510591300264,0.061014381000000194,-0.10185234800000016,-0.17999474799999993,0.1769800679999979,0.28288510591300264,0.10976342285182274
MLI,2020-04-20,20855724,-0.025927781000000417,0.37453503300000024,0.2511053360000002,-0.025927781000000417,-0.20858344000000012,-0.315143728,-0.3404133760000005,-0.025927781000000417,NA,0.002737857482195295
MLT,2020-04-20,514564,-0.2541461865396055,0.11895048399999987,0.0876322950000002,-0.008682655999999922,-0.2541461865396055,-0.2541461865396055,-0.2541461865396055,-0.021433609000000343,-0.2541461865396055,0
MMR,2020-04-20,54806014,0.11236951699999986,0.3097976949999996,0.1546549030000005,0.11236951699999986,-0.13362741799999978,-0.24470726299999976,-0.26114383799999974,0.11236951699999986,NA,2.609202705381931e-4
MNE,2020-04-20,628051,-0.5487881305648791,0.13805802599999986,0.10740799200000008,-0.04102376600000041,-0.5487881305648791,-0.5487881305648791,-0.5487881305648791,-0.07935593300000036,-0.5487881305648791,0.045537703148311195
MNG,2020-04-20,3329282,-0.09209319319888282,0.007746301000000117,-0.015199617000000444,-0.09094664199999983,-0.12058357300000039,-0.18518160800000022,-0.3079668420000001,-0.11395013899999991,-0.09209319319888282,0
MOZ,2020-04-20,32163045,-0.02577065600000032,0.0878734449999993,0.03888668499999978,-0.02577065600000032,-0.16364706300000018,-0.2563864460000004,-0.2829987910000004,-0.02577065600000032,NA,0
MRT,2020-04-20,4775110,-0.013505516000000327,0.01629044600000025,-0.013505516000000327,-0.013505516000000327,-0.2242642999999996,-0.3129019389999985,-0.34350609499999935,-0.013505516000000327,NA,0
MSR,2020-04-20,4981,0.020044523999999647,0.3658922320000005,0.32188219300000037,0.20004418300000049,-0.04790243400000008,-0.19700934300000073,-0.2345752639999996,0.020044523999999647,NA,NA
MUS,2020-04-20,1273428,-0.09312564845317257,-0.08524816000000006,-0.08945707099999964,-0.09312564845317257,-0.16069803200000093,-0.25427288599999986,-0.3027152160000005,-0.1251879610000001,-0.09312564845317257,0
MWI,2020-04-20,19647681,-0.11409422400000009,0.006871632000000037,-0.011870099000000125,-0.09140868799999932,-0.1876627110000001,-0.2758790870000015,-0.2949262680000007,-0.11409422400000009,NA,0
MYS,2020-04-20,32776195,-0.16975183556855825,-0.04133022900000015,-0.060864297000000116,-0.10312090599999986,-0.16975183556855825,-0.21199008000000014,-0.2829968020000021,-0.10555379600000006,-0.16975183556855825,0.005229405060593519
"NAM",2020-04-20,2587344,-0.13790825000000048,-0.055113787999999934,-0.09616898799999962,-0.13790825000000048,-0.24036634499999973,-0.32772611900000015,-0.3376403869999994,-0.13790825000000048,NA,0
NCL,2020-04-20,288217,-0.1503702960000004,0.0820179610000004,0.053513284000000175,-0.011469610000000302,-0.1503702960000004,-0.1503702960000004,-0.17029179199999991,-0.1503702960000004,NA,NA
NER,2020-04-20,25130810,0.12422646999999984,0.46989022800000024,0.38540183100000003,0.12422646999999984,-0.15335200899999973,-0.2626415580000009,-0.322363763,0.12422646999999984,NA,0.0045482019879184155
NGA,2020-04-20,211400704,0.10299478800000025,0.18012030699999948,0.15741571899999943,0.10299478800000025,-0.13744103299999993,-0.24936674399999972,-0.27457988599999966,0.10299478800000025,NA,8.107825411972138e-4
NIC,2020-04-20,6702379,0.5886420139393986,0.5886420139393986,0.5886420139393986,0.5886420139393986,-0.09759117100000027,-0.2426053860000006,-0.26842643199999977,0.30656327599999983,0.5886420139393986,0.002133570781359872
NIU,2020-04-20,1614,-0.1232431080000003,0.0891475810000003,0.07025292600000002,0.006046874000000172,-0.1232431080000003,-0.1323445730000001,-0.18332628600000045,-0.1232431080000003,NA,NA
NLD,2020-04-20,17173094,0.8803771854107362,1.1307520799999975,1.0556216929999958,0.9522429240000003,0.833219806999999,0.6937688060000019,0.6780830299999988,0.9522429240000003,0.8803771854107362,0.7744673149753911
NOR,2020-04-20,5465629,0.004947744553353799,0.25783712600000025,0.23898821700000017,0.1638639059999995,0.004947744553353799,0.004947744553353799,0.004947744553353799,0.14137793999999995,0.004947744553353799,0.12284039037409968
NPL,2020-04-20,29674920,-0.06061769600000032,-0.011981606999999606,-0.031619098999999866,-0.06061769600000032,-0.20019124499999985,-0.2695575169999999,-0.31343966199999945,-0.06061769600000032,NA,0
NRU,2020-04-20,10873,-0.1324158920000003,0.06188608000000001,0.0463815880000001,-0.018891789999999558,-0.1324158920000003,-0.15856571600000027,-0.1687415479999999,-0.1324158920000003,NA,NA
NZL,2020-04-20,4860642,-0.03681832032823824,0.01203380899999975,2.3839399999981846e-4,-0.03325198200000015,-0.05948600599999991,-0.08246458799999976,-0.0956004259999995,-0.040358846000000385,-0.03681832032823824,0.020573413964657342
OMN,2020-04-20,5223376,-0.02902917024199349,0.10107144599999955,0.05137607899999991,-0.017978453999999675,-0.0507545090000001,-0.10341741199999935,-0.14612397300000057,-0.04233288400000036,-0.02902917024199349,0.008213079050790141
PAK,2020-04-20,225199929,0.09596106500000016,0.2205986269999993,0.19747589700000076,0.09596106500000016,-0.09381615599999965,-0.20375164200000012,-0.2469599019999994,0.09596106500000016,NA,0.006660748103521827
PAN,2020-04-20,4381583,-1.2397805111126126,0.4825253139999987,0.4464250539999994,0.20203106699999987,-1.2397805111126126,-1.2397805111126126,-1.2397805111126126,-0.48312604100000117,-1.2397805111126126,0.1271458283456002
PCN,2020-04-20,47,-0.12914143699999986,0.0892201210000003,0.06691052200000014,0.005110612999999814,-0.12914143699999986,-0.13107487999999956,-0.1810963920000004,-0.12914143699999986,NA,NA
PER,2020-04-20,33359415,0.7119110970307825,1.1259155519999995,1.0789676079999995,0.8754328529999983,0.4820158849999997,0.20560184799999992,0.13223927799999927,0.6061431540000025,0.7119110970307825,0.4445101929994876
PHL,2020-04-20,111046910,-0.16158317699798042,-0.048084034999999976,-0.08159159600000003,-0.12703438999999958,-0.16926264299999966,-0.27378529799999995,-0.3157805120000018,-0.14795755500000066,-0.16158317699798042,0.014537099681567005
PLW,2020-04-20,18174,-0.13953986600000065,0.0670000729999997,0.03654956000000046,-0.026922249000000103,-0.13953986600000065,-0.16324388299999962,-0.17522914700000003,-0.13953986600000065,NA,0
PNG,2020-04-20,9119005,-0.03241692400000038,0.09733951099999978,0.06553175200000008,0.010297828000000118,-0.07180593699999996,-0.11321253600000013,-0.14815572200000052,-0.03241692400000038,NA,0
POL,2020-04-20,37797000,-0.03995461350055447,0.0853286410000006,0.07022585599999992,0.05571288999999969,-0.03995461350055447,-0.091534164,-0.11775815800000025,0.05571288999999969,-0.03995461350055447,0.05102521364129429
PRK,2020-04-20,25670000,0.00897341899999972,0.17215646400000015,0.13335971399999952,0.04668927200000021,-0.054229837999999975,-0.12509152900000006,-0.18525884500000014,0.00897341899999972,NA,NA
PRT,2020-04-20,10167923,0.4130376629020457,0.5520382939999978,0.5286649579999975,0.43480442600000097,0.3443108009999984,0.26368668499999803,0.23398762100000037,0.3443108009999984,0.4130376629020457,0.28099150632828357
PRY,2020-04-20,7219641,-0.05617896960226832,-0.030964332000000563,-0.04162027699999982,-0.05617896960226832,-0.15670852799999982,-0.3533078429999995,-0.4138361610000003,-0.11803700600000018,-0.05617896960226832,0.0019807079050052486
PSE,2020-04-20,5222756,-0.05980185600000043,0.10958246899999984,0.02824893600000021,-0.0592400069999996,-0.13697036400000107,-0.2221317420000003,-0.2385296190000001,-0.05980185600000043,NA,0
PYF,2020-04-20,282534,-0.15391978100000053,0.10395044099999977,0.07529309200000008,-0.0023631330000001517,-0.15391978100000053,-0.15391978100000053,-0.15391978100000053,-0.15391978100000053,NA,NA
QAT,2020-04-20,2930524,-0.021844135591975244,0.42559252400000036,0.32640957,0.11614706200000013,-0.021844135591975244,-0.021844135591975244,-0.04128058500000042,0.03979381199999995,-0.021844135591975244,0.009759346792587264
ROU,2020-04-20,19127772,0.16115059537025833,0.2734662160000003,0.24395769999999886,0.16827964299999856,0.07850963799999983,-0.027718634000000193,-0.057995486999999936,0.1582173739999976,0.16115059537025833,0.10978800876547462
RUS,2020-04-20,145912022,0.09802875445628004,0.25401109600000127,0.19596398299999968,0.09802875445628004,0.009268324999999729,-0.11808972799999973,-0.19141746500000004,0.046663970999999436,0.09802875445628004,0.025161737529756114
RWA,2020-04-20,13276517,-0.020493442000000223,0.09641806600000018,0.019603914000000174,-0.020493442000000223,-0.1727571019999996,-0.30434472099999943,-0.33238495900000065,-0.020493442000000223,NA,0
SAU,2020-04-20,35340680,0.04273250599999965,0.33107327799999636,0.2454766719999999,0.13916037399999964,0.015370549999999823,-0.051238888000000184,-0.0705399519999999,0.04273250599999965,NA,0.015361900223764794
SDN,2020-04-20,44909351,0.21366666299999945,0.5339247610000015,0.3761689329999995,0.21366666299999945,-0.04375864000000014,-0.13833394899999982,-0.17105882000000008,0.21366666299999945,NA,0.0025451269603072196
SEN,2020-04-20,17196308,-0.15607653900000096,-0.04841914899999965,-0.06791037200000005,-0.13501613399999968,-0.21307903599999978,-0.3033179199999992,-0.3347504759999993,-0.15607653900000096,NA,0.0024947215413913264
SGP,2020-04-20,5896684,0.06611067658627288,0.34309201300000053,0.24139520200000048,0.07111772899999991,-0.022377925999999645,-0.22649200699999933,-0.2714051559999991,0.05991068399999974,0.06611067658627288,0.0048501835947118745
SHN,2020-04-20,6095,-0.16984402800000054,0.15336735400000007,0.11398560599999968,0.023286304999999816,-0.16984402800000054,-0.2519522040000005,-0.3063430539999998,-0.16984402800000054,NA,NA
SLB,2020-04-20,703995,-0.0403609780000005,0.0813116190000001,0.053326413999999676,-0.0021780150000001285,-0.06387484299999986,-0.1071143569999999,-0.13836470600000028,-0.0403609780000005,NA,0
SLE,2020-04-20,8141343,-0.1504397880000009,-0.0035772039999996453,-0.06503740599999999,-0.1353811599999998,-0.2504216159999997,-0.3767813349999993,-0.3957400390000003,-0.1504397880000009,NA,0
SLV,2020-04-20,6518500,-0.8021185537736955,-0.03876231900000009,-0.05532806999999963,-0.1334949480000002,-0.8021185537736955,-0.8021185537736955,-0.8021185537736955,-0.5039661340000031,-0.8021185537736955,0.0021937562322620232
SMR,2020-04-20,34010,1.493055749999989,2.054396079999996,1.705783562000006,1.493055749999989,1.005479862000001,0.7842174359999994,0.7187787610000004,1.493055749999989,NA,1.678917965304322
SOM,2020-04-20,16359500,0.046381055999999615,0.17170678800000022,0.10124527400000025,0.046381055999999615,-0.17534491999999965,-0.25841781199999936,-0.32109223899999895,0.046381055999999615,NA,0.005238546410342614
SRB,2020-04-20,6804596,0.13530882634668587,0.39324903399999944,0.35761542200000124,0.28781885599999796,0.13530882634668587,0.0809210430000008,0.07196498999999959,0.28781885599999796,0.13530882634668587,0.08397265612829917
SSD,2020-04-20,11381377,0.06206915099999965,0.18839342500000017,0.11371271199999979,0.06206915099999965,-0.20417034500000025,-0.3522141579999996,-0.37179523099999956,0.06206915099999965,NA,0
STP,2020-04-20,223364,-0.13208868100000035,0.02427602199999985,-0.003402673999999686,-0.09231780600000039,-0.2101364900000002,-0.3094478479999987,-0.34821233600000107,-0.13208868100000035,NA,0
SUR,2020-04-20,591798,-0.006819718000000266,0.06147636800000009,0.03225489999999966,-0.006819718000000266,-0.09194383799999986,-0.147599357,-0.17913959000000096,-0.006819718000000266,NA,0
SVK,2020-04-20,5460726,-0.07601559225405899,-0.011312721999999937,-0.020959068000000164,-0.05161460299999998,-0.09847185300000008,-0.21486475300000096,-0.22181813399999986,-0.084687173,-0.07601559225405899,0.028769068435222717
SVN,2020-04-20,2078723,0.009009343416241261,0.13425181400000002,0.10894513900000007,0.0711689770000002,0.009009343416241261,-0.041537567999999886,-0.05924628799999985,0.0711689770000002,0.009009343416241261,0.15119859644599112
SWE,2020-04-20,10160159,0.8588465254546367,1.1987951489999955,1.1348939550000048,0.9538306200000025,0.8358736339999986,0.7306974809999985,0.6958384919999998,0.9058080760000018,0.8588465254546367,0.929404746520207
SWZ,2020-04-20,1172369,0.0296882849999997,0.09782467400000053,0.06507602199999996,0.0296882849999997,-0.20310984399999946,-0.30452854700000037,-0.34959210600000123,0.0296882849999997,NA,0.012197524840728472
SXM,2020-04-20,43421,0.030371640999999616,0.3476669619999998,0.32728389100000027,0.17725874500000016,-0.05744465799999978,-0.1882752020000001,-0.2515821110000001,0.030371640999999616,NA,NA
SYC,2020-04-20,98910,-0.17408395800000048,-0.09833847199999998,-0.1060580549999999,-0.13166134699999965,-0.20987505099999978,-0.30854153499999915,-0.3386387740000001,-0.17408395800000048,NA,0
SYR,2020-04-20,18275704,-0.050141378000000375,0.22821742599999997,0.20565993699999977,0.061903149000000116,-0.06876200400000014,-0.1265779610000001,-0.15061331099999997,-0.050141378000000375,NA,7.8245959772603e-4
TCA,2020-04-20,39226,0.023639991999999665,0.31904075599999926,0.30387448900000075,0.16665249099999965,-0.046669784999999665,-0.19004909000000003,-0.2565801640000002,0.023639991999999665,NA,NA
TCD,2020-04-20,16914985,0.22776212799999943,0.539065647000001,0.4188065209999991,0.22776212799999943,-0.11177991999999953,-0.22511152199999981,-0.2708708000000007,0.22776212799999943,NA,0
TGO,2020-04-20,8478242,-0.05997472600000031,0.051482846999999644,-0.006436808000000138,-0.05997472600000031,-0.21402282399999978,-0.3072626319999993,-0.32811565200000137,-0.05997472600000031,NA,0.005060011261768654
THA,2020-04-20,69950844,-0.15509642774086757,0.10850656300000051,0.09194117299999945,-0.02675071300000048,-0.15509642774086757,-0.15796120699999988,-0.18121411999999973,-0.02675071300000048,-0.15509642774086757,0.0014295753172041785
TJK,2020-04-20,9749625,0.17574240847543895,0.17574240847543895,0.17574240847543895,0.17574240847543895,-0.1312797889999994,-0.3709322509999999,-0.4224787319999999,0.029885339999999778,0.17574240847543895,0
TKL,2020-04-20,1368,-0.11928310700000028,0.0891475810000003,0.06691052200000014,0.004768396000000131,-0.11928310700000028,-0.12935862499999967,-0.16705429200000044,-0.11928310700000028,NA,NA
TKM,2020-04-20,5942000,-0.1476595810000006,0.12588275,0.09256477499999985,-5.174999999979469e-5,-0.1766958619999993,-0.3969040810000014,-0.5088906080000014,-0.1476595810000006,NA,NA
TLS,2020-04-20,1343875,-0.08587601200000025,0.016739300999999516,-0.016736995000000268,-0.08587601200000025,-0.21500663699999967,-0.3077650449999995,-0.32769389200000043,-0.08587601200000025,NA,0
TON,2020-04-20,106759,-0.08917351300000029,0.09368707399999988,0.06401210899999948,-0.002387693000000372,-0.08917351300000029,-0.12237193699999986,-0.14696549,-0.08917351300000029,NA,NA
TTO,2020-04-20,1403374,-0.14887168400000092,0.00432911199999995,-0.032458479000000005,-0.09459031499999973,-0.1658254540000002,-0.2707086730000007,-0.3155648750000013,-0.14887168400000092,NA,0
TUN,2020-04-20,11935764,-0.22103895193747009,-0.053850529999999834,-0.06149435700000045,-0.09997533299999989,-0.22103895193747009,-0.22103895193747009,-0.22103895193747009,-0.11663159699999996,-0.22103895193747009,0.004783941773647668
TUR,2020-04-20,85042736,0.1685254199999995,0.5404569209999995,0.46983907199999925,0.33754867200000005,0.1685254199999995,0.040244744999999735,-0.00398227600000009,0.1685254199999995,NA,0.14177695317798805
TUV,2020-04-20,11925,-0.09575508900000029,0.11078146299999943,0.07407621700000015,0.012674637999999658,-0.09575508900000029,-0.11224588100000016,-0.14494128499999978,-0.09575508900000029,NA,NA
TWN,2020-04-20,23855008,-0.048688867276182705,0.009219717999999915,-0.03586439599999987,-0.048688867276182705,-0.09680584200000002,-0.12085456299999979,-0.16933665700000008,-0.0832064340000002,-0.048688867276182705,0
TZA,2020-04-20,61498438,0.031716973999999676,0.12375733999999959,0.07388282000000046,0.031716973999999676,-0.13591684899999948,-0.2354198080000002,-0.26527741400000104,0.031716973999999676,NA,0.0016260575593806139
UGA,2020-04-20,47123533,-0.048673498000000356,0.030878357000000037,-0.014206754000000012,-0.048673498000000356,-0.19644579799999978,-0.28530411400000033,-0.31234863099999965,-0.048673498000000356,NA,0
UKR,2020-04-20,43466822,-0.15714480732504899,0.024073214999999832,0.003383316000000182,-0.09712428799999989,-0.16911747399999993,-0.22589099699999937,-0.30585455199999884,-0.14319917300000048,-0.15714480732504899,0.019062815312331782
URY,2020-04-20,3485152,-0.07093019273624612,0.03692511399999978,0.014272142999999658,-0.0360433650000003,-0.08292614400000026,-0.12009257399999965,-0.14120930299999973,-0.0360433650000003,-0.07093019273624612,0.008206241793758205
USA,2020-04-20,332915074,0.7766030358326675,1.1658393029999998,1.0596866020000042,0.8878942980000012,0.7766030358326675,0.7301816099999994,0.6863436199999993,0.827940184000001,0.7766030358326675,0.6663218860435259
UZB,2020-04-20,33935765,-0.15444855837428445,-0.0084402330000001545,-0.05556605899999996,-0.1256230780000004,-0.28618422800000015,-0.5265691160000018,-0.6179034110000006,-0.13919521500000084,-0.15444855837428445,4.213843418588029e-4
VAT,2020-04-20,812,0.04840795699999951,0.36513691000000054,0.3161231320000006,0.18492995700000014,0.038055099999999904,-0.07106006400000049,-0.10284712600000047,0.04840795699999951,NA,0
VCT,2020-04-20,111269,0.018802730999999705,0.34894321000000034,0.28112078200000074,0.14444099500000032,-0.034175879000000374,-0.17562687000000038,-0.23472838499999993,0.018802730999999705,NA,0
VEN,2020-04-20,28704947,-0.0215136550000003,0.19585036200000078,0.15287955499999906,0.01436884899999955,-0.06719779000000034,-0.1424979479999992,-0.1518894340000005,-0.0215136550000003,NA,0
VGB,2020-04-20,30423,0.018153221999999646,0.36595663399999917,0.3169093930000006,0.19444027899999983,-0.0506015319999998,-0.1820279259999998,-0.24548210000000034,0.018153221999999646,NA,NA
VNM,2020-04-20,98168829,-9.190600000003012e-4,0.03883848999999961,0.025584586000000062,-9.190600000003012e-4,-0.10053463299999965,-0.1678938339999994,-0.18881732599999979,-9.190600000003012e-4,NA,0
VUT,2020-04-20,314464,-0.05258554900000051,0.05312611600000012,0.031847270000000066,-0.02685871800000017,-0.08078857199999975,-0.127317597,-0.14854577100000027,-0.05258554900000051,NA,0
WLF,2020-04-20,11094,-0.1134557370000003,0.07679077800000017,0.054625019999999795,-4.485660000000186e-4,-0.1134557370000003,-0.1134557370000003,-0.16809123000000004,-0.1134557370000003,NA,NA
WSM,2020-04-20,200144,-0.08079570700000031,0.12807835800000006,0.10679170399999985,0.019642005999999625,-0.08079570700000031,-0.09363151900000038,-0.11486693600000016,-0.08079570700000031,NA,0
YEM,2020-04-20,30490639,0.18316947399999897,0.2857771529999997,0.2578662250000011,0.18316947399999897,-0.021543945000000855,-0.08809025799999991,-0.1063062939999995,0.18316947399999897,NA,0
ZAF,2020-04-20,60041996,-0.23935627608763327,-0.07677968299999935,-0.09229134300000001,-0.13814631400000102,-0.23935627608763327,-0.26380733000000045,-0.2829195139999998,-0.13814631400000102,-0.23935627608763327,0.007376503605909437
ZMB,2020-04-20,18920657,-0.10621953100000008,0.024430869000000226,0.002596244999999921,-0.07932161500000007,-0.17952319699999955,-0.26985512799999917,-0.2952571009999993,-0.10621953100000008,NA,7.5578770864035e-4
ZWE,2020-04-20,15092171,-0.0161565150000002,0.0965197439999997,0.004437818000000099,-0.0161565150000002,-0.1874675219999996,-0.295254296,-0.33105738999999884,-0.0161565150000002,NA,0
ABW,2020-04-27,107195,-0.017644185000000284,0.38212012899999986,0.23622141500000055,0.10302215199999994,-0.08239761800000017,-0.18801984399999971,-0.2334298639999995,-0.017644185000000284,NA,NA
AFG,2020-04-27,39835428,0.0594629419999996,0.21707106399999995,0.17625067799999986,0.0790462499999997,-0.05726156500000007,-0.1294062420000002,-0.17458275000000126,0.0594629419999996,NA,0.007889961669295984
AGO,2020-04-27,33933611,-0.004005577000000237,0.052417957999999994,0.01388678600000006,-0.004005577000000237,-0.18219232999999954,-0.2714245819999999,-0.305872273999999,-0.004005577000000237,NA,0
AIA,2020-04-27,15125,0.01906302299999967,0.3757744339999989,0.32820014999999925,0.19534478100000005,-0.05913990799999982,-0.20395753299999997,-0.2325639940000001,0.01906302299999967,NA,NA
ALB,2020-04-27,2872934,0.09502441713759731,0.09502441713759731,0.09502441713759731,0.09502441713759731,-0.06786222799999994,-0.22612223100000045,-0.2580303359999988,-0.005040307000000196,0.09502441713759731,0.009954979822021667
AND,2020-04-27,77354,0.8157269270000017,1.0587165130000011,0.9815038100000015,0.8157269270000017,0.6111143499999997,0.4558450540000025,0.42750473099999947,0.8157269270000017,NA,0.5545931690668873
ARE,2020-04-27,9991083,0.2286279119999998,0.5343491670000005,0.4658014979999997,0.290213232000001,0.10968212400000057,0.021792696000000236,0.011395066000000193,0.2286279119999998,NA,0.05575972094316502
ARG,2020-04-27,45605823,0.001943267999999678,0.07146289800000001,0.058951401999999986,0.001943267999999678,-0.089287572000000065,-0.14272579000000002,-0.1724565580000002,0.001943267999999678,NA,0.019107209182476544
ARM,2020-04-27,2968128,0.012590219999999557,0.2709813189999999,0.2292735429999997,0.08722079300000046,-0.04970909200000044,-0.15074892900000036,-0.18615241099999985,0.012590219999999557,NA,0.033691269379218146
ATG,2020-04-27,98728,0.01510583799999982,0.38332755099999977,0.2851216679999986,0.16447970300000014,-0.0291736620000002,-0.1332563220000008,-0.17102442700000092,0.01510583799999982,NA,0
AUS,2020-04-27,25788217,-0.018331346629456447,-0.018331346629456447,-0.018331346629456447,-0.018331346629456447,-0.09162608100000058,-0.12921362299999986,-0.13984787099999962,-0.0899094330000002,-0.018331346629456447,0.008864513587736602
AUT,2020-04-27,9043072,0.007979024790092222,0.13396089400000005,0.12385482399999939,0.0736187480000004,0.007979024790092222,-0.02549337900000047,-0.03192554399999982,0.06953505600000003,0.007979024790092222,0.12480272190689182
AZE,2020-04-27,10223344,-0.029350604000000287,0.06941640600000022,0.03788921199999977,-0.029350604000000287,-0.16864785499999996,-0.28640167600000077,-0.3106055300000005,-0.029350604000000287,NA,0.004196278634466374
BDI,2020-04-27,12255429,0.07892946400000013,0.18220544200000077,0.17770828799999963,0.08022213400000013,-0.09269212999999991,-0.22200945799999977,-0.33359608099999966,0.07892946400000013,NA,0
BEL,2020-04-27,11632334,0.5375210510696465,1.6000480340000023,1.5060497569999995,1.1531924739999988,0.5375210510696465,0.5375210510696465,0.5375210510696465,1.1389388969999996,0.5375210510696465,1.6935552228813238
BEN,2020-04-27,12451031,-0.12781319799999982,0.09514116700000046,0.028976247999999975,-0.06125923800000005,-0.17921437999999973,-0.2765602840000014,-0.3121417789999994,-0.12781319799999982,NA,0
BES,2020-04-27,26445,0.010555357999999746,0.39285061099999963,0.3234416890000005,0.201282728,-0.06804542800000057,-0.21017848000000033,-0.2227509279999999,0.010555357999999746,NA,NA
BFA,2020-04-27,21497097,0.050474169999999735,0.37427937599999983,0.1716266030000003,0.050474169999999735,-0.20865744300000047,-0.28742559199999995,-0.31527421600000105,0.050474169999999735,NA,0.0026561725985606334
BGD,2020-04-27,166303494,0.05177314599999998,0.15951196300000042,0.12409788899999936,0.05177314599999998,-0.10409760200000001,-0.19765653199999908,-0.23306193200000047,0.05177314599999998,NA,0.004381146676329001
BGR,2020-04-27,6896655,-0.1806503043925574,0.06547762599999979,0.019514479999999786,-0.0323605690000002,-0.1806503043925574,-0.1806503043925574,-0.1806503043925574,-0.05528776000000035,-0.1806503043925574,0.031073034681305643
BHR,2020-04-27,1748295,0.046852151999999724,0.2485079000000007,0.22303302100000066,0.12868357300000022,0.026668811999999903,-0.012803410999999905,-0.02114375799999997,0.046852151999999724,NA,0.008179397641702344
BHS,2020-04-27,396914,-0.05045478400000041,0.4833919119999985,0.2596710479999998,0.09381090900000001,-0.07278471100000011,-0.16846419800000043,-0.25788736800000017,-0.05045478400000041,NA,0.0720559113561124
BIH,2020-04-27,3263459,0.24074645913264012,0.24074645913264012,0.24074645913264012,0.24074645913264012,0.03004362600000011,-0.029155189999999883,-0.06481064699999961,0.0494468099999994,0.24074645913264012,0.04813910638987651
BLR,2020-04-27,9442867,0.23241340869982988,0.5949628599999981,0.5949628599999981,0.5949628599999981,0.23241340869982988,0.13075397000000014,0.09541569300000041,0.5949628599999981,0.23241340869982988,0.036313123969658793
BLZ,2020-04-27,404915,0.23687956199999977,0.5054711980000015,0.44726813800000065,0.2584126740000007,-0.024831821000000063,-0.16281865400000006,-0.21635634599999928,0.23687956199999977,NA,0
BMU,2020-04-27,62092,-0.026065837000000276,0.16312190799999937,0.12734569000000073,0.01711628200000016,-0.11508608399999942,-0.21638350900000056,-0.275812167999999,-0.026065837000000276,NA,NA
BOL,2020-04-27,11832936,-0.3419318005482973,0.26214371799999886,0.18538170399999976,0.008625304000000115,-0.3419318005482973,-0.3419318005482973,-0.3419318005482973,-0.07518673299999996,-0.3419318005482973,0.024144472682012308
BRA,2020-04-27,213993441,0.1950673448933995,0.5935081120000014,0.527693887999998,0.3415949549999995,0.1950673448933995,0.1950673448933995,0.15572100100000025,0.26738623599999745,0.1950673448933995,0.13458356417568892
BRB,2020-04-27,287708,-0.12383542100000006,0.07731754799999989,0.027985364000000543,-0.05591626000000023,-0.1939335699999999,-0.3165528079999955,-0.3542609170000001,-0.12383542100000006,NA,0.04970317127087185
BRN,2020-04-27,441532,-0.02346471200000032,0.13588737400000028,0.09908492900000046,-0.011496181999999872,-0.10675048000000026,-0.1730291960000004,-0.20509006600000038,-0.02346471200000032,NA,0
BTN,2020-04-27,779900,-0.06328117400000027,-0.05183422900000008,-0.06328117400000027,-0.06328117400000027,-0.21352260199999956,-0.28268124000000217,-0.3093728640000004,-0.06328117400000027,NA,0
BWA,2020-04-27,2397240,-0.1327794750000008,-0.04020604000000015,-0.0759646409999998,-0.11847626300000018,-0.18954875300000035,-0.2733693120000007,-0.2926186120000003,-0.1327794750000008,NA,0
CAF,2020-04-27,4919987,-0.13685969400000075,0.0033693020000001555,-0.02320980799999987,-0.10243347800000002,-0.22429779300000077,-0.3200542319999962,-0.340085872,-0.13685969400000075,NA,0
CAN,2020-04-27,38067913,0.4879009342854966,0.5953343590000015,0.5630242829999996,0.4980784270000016,0.41749324499999974,0.37211029500000037,0.35707463099999975,0.4679967339999977,0.4879009342854966,0.4758416885107413
CHE,2020-04-27,8715494,0.03399049792684992,0.26232504800000034,0.24829993600000225,0.17242400699999993,0.03399049792684992,0.03399049792684992,0.03399049792684992,0.1620452919999997,0.03399049792684992,0.29831929205619323
