continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Africa,2020-04-27,1371693397,12161.581322378095,32454.742896995744,15354.447626871026,12161.581322378095,-78794.91630054412,-137584.9583865483,-145189.7368856508,-148228.76996993783,-2695.0685449079606,1460.095
Europe,2020-04-27,748005174,169357.75344611055,169409.16173993502,169397.98766308,169378.5435889532,169357.75344611055,169344.09187064684,169342.57219596131,8298458.378270213,169356.29343408596,127142.071
Oceania,2020-04-27,43198762,380.4180587652989,1605.0893369383111,1542.778020942815,839.8116158431415,157.41108430594718,-271.9870871841961,-417.2310984620296,19425.04769666953,925.0022712699778,102.004
Americas,2020-05-04,1026788511,184979.2730211337,188908.93537532107,188136.1331186278,185258.98969713986,181442.0735257769,179719.24066181743,179150.73249343055,8838318.085527975,184131.6267818328,96740.098
Asia,2020-05-04,4679006159,-133449.20003579193,-66774.65818695887,-99052.19747019307,-133449.20003579193,-292155.90641422255,-362321.3806080127,-424322.06991707714,-5228112.310267139,-102512.00608366939,20063.141
Africa,2020-05-04,1371693397,16645.403116757145,39652.771253578496,16645.403116757145,16645.403116757145,-87104.1830502842,-152690.90087681523,-161593.15721453843,-62736.63798747905,-1140.6661452268918,1840.104
Europe,2020-05-04,748005174,181421.62900776838,181475.374952785,181463.88421073547,181443.2983343842,181421.62900776838,181406.89647538678,181405.90668528175,8889504.267254645,181418.45443376826,141819.09
Oceania,2020-05-04,43198762,311.209213522685,1602.5714748300616,1488.8699727373962,778.5801254957664,46.022145393735265,-372.9358474760226,-518.2156945988681,18768.984181363026,893.7611514934774,116.004
Americas,2020-05-11,1026788511,218160.97583707338,222460.384826689,221717.40085596018,218437.48739245904,214137.93725864755,212320.90525205538,211567.9327879563,10419766.327371018,217078.46515356284,119440.097
Asia,2020-05-11,4679006159,-121194.80441503141,-46657.28566584505,-76098.59460344982,-121194.80441503141,-287819.74477164086,-364201.0637316655,-429346.37667289906,-5289577.9771938715,-103717.21523909552,22497.153
Africa,2020-05-11,1371693397,21527.374523008657,48261.6179229723,23287.911127649506,21527.374523008657,-96078.12133015686,-165572.51948680624,-176780.82920798703,27573.49399497979,501.3362544541782,2342.123
Europe,2020-05-11,748005174,193605.60373386976,193662.16883686057,193650.70059038742,193628.40529618796,193605.60373386976,193589.67976984326,193587.91519528884,9486498.756239077,193602.01543345055,153355.097
Oceania,2020-05-11,43198762,113.39122888684366,1499.761200942255,1325.3160156771955,581.0655617581631,-161.2904036842753,-644.1250253464941,-777.9004774830299,15748.320666056507,749.9200317169765,118.006
Americas,2020-05-18,1026788511,250294.98752912294,254984.8979988009,254250.79308148302,250698.84021581383,245832.7697576354,243897.41236334486,242845.12806941188,11946258.569214072,248880.3868586265,141987.118
Asia,2020-05-18,4679006159,-96955.09354013114,18627.828034022383,-44619.37965354814,-96955.09354013114,-272981.03343310853,-367389.34733752586,-441157.3732456246,-5329963.304120604,-104509.08439452163,25108.153
Africa,2020-05-18,1371693397,26582.594533287032,57268.766533776434,30647.75412351402,26582.594533287032,-103302.8665380996,-181568.0332231867,-190370.52063027993,135263.62597743876,2459.33865413525,2829.134
Europe,2020-05-18,748005174,202721.92228671396,202780.9151199846,202770.61927843315,202746.42737351696,202721.92228671396,202705.1772580882,202702.6414312454,9933171.045223504,202717.77643313276,162564.122
Oceania,2020-05-18,43198762,-78.99066882660813,1355.790056405531,1128.902746278871,378.02893113882925,-375.3564900968647,-860.6895631335519,-1053.5640395883981,12925.057150750023,615.4789119404772,120.008
Americas,2020-05-25,1026788511,281581.3482098568,286936.64138167654,285967.32997876644,282149.82463902776,276751.3272875443,274730.3813847134,273480.9289527319,13440371.611057132,280007.7418970236,164351.131
Asia,2020-05-25,4679006159,-54431.90235554879,106318.30287817394,4461.119070400805,-54431.90235554879,-244341.10578691046,-376055.74755606544,-456168.16800877464,-5403077.371047337,-105942.69354994775,27780.158
Africa,2020-05-25,1371693397,40874.60537589856,67915.29438582125,40874.60537589856,40874.60537589856,-112370.65725150141,-194450.69112152996,-203752.47469884917,231161.75795989786,4202.941053816326,3477.145
Europe,2020-05-25,748005174,209417.39487423832,209479.6496412572,209469.49143993497,209443.6462780997,209417.39487423832,209400.5130336483,209396.80579330554,10261269.21420793,209413.65743281491,167449.142
Oceania,2020-05-25,43198762,-344.15984043030437,1114.8402076692353,861.0148327813278,166.2931379403282,-669.9051762994559,-1145.0131566117382,-1373.3306555310953,8770.39363544355,417.63779216397853,123.011
Americas,2020-06-01,1026788511,312133.2526231673,317876.1309644265,316459.4797541585,312312.0758733172,306980.37962684006,304359.97716055956,303202.5208267151,14873204.420642117,309858.42543004407,185799.131
Asia,2020-06-01,4679006159,113.57402845890283,169615.96621628717,92756.74849505322,113.57402845890283,-199961.25037955475,-353000.05889474275,-446793.9993163636,-5271430.035393423,-103361.3732430083,31279.164
Africa,2020-06-01,1371693397,52645.059012814854,80895.99358827213,52807.435953092805,52645.059012814854,-111758.65280983834,-195925.5576940663,-211141.80356325972,630083.7738133251,11456.06861478773,4341.162
Europe,2020-06-01,748005174,219445.82880430316,219510.99672646628,219501.46028344805,219473.8389502701,219445.82880430316,219427.73166081525,219424.1245761319,10752683.166095585,219442.51359378744,172956.168
Oceania,2020-06-01,43198762,-690.3053242242391,829.3254858099415,529.3278899044485,-200.8302520237102,-1036.9288702365866,-1558.9407000788847,-1756.3211413222666,2697.8068943306275,128.4669949681251,124.012
Americas,2020-06-08,1026788511,343600.31274539034,349528.3893944553,347770.25929931557,343600.31274539034,337751.55254874943,334645.0583067642,333895.17812201957,16334752.430227097,340307.34229639784,209304.13
Asia,2020-06-08,4679006159,44587.10875496234,236472.78217772226,173439.09682679697,44587.10875496234,-151775.73788103586,-318647.9965376087,-422685.91994631436,-5121080.999739511,-100413.35293606884,35672.189
Africa,2020-06-08,1371693397,74356.86404229685,99489.30303746574,74356.86404229685,74356.86404229685,-109194.48688292768,-200031.90442197837,-220611.69510471917,1056626.789666752,19211.39617575913,5361.1669999999995
Europe,2020-06-08,748005174,228688.48654730522,228755.9961446646,228747.58333629396,228717.90076900474,228688.48654730522,228668.48738639697,228665.05879063014,11205592.917983238,228685.56975475996,177222.178
Oceania,2020-06-08,43198762,-973.2053808434501,644.2284784960171,300.40263662445165,-456.6036267288057,-1336.4632509213882,-1867.817021719206,-2131.4396554906525,-2064.3798467822958,-98.30380222772837,124.012
Americas,2020-06-15,1026788511,375224.23581972165,380991.62759520306,380029.9512059379,375224.23581972165,368736.0062148909,365760.6010848015,364972.1644908199,17806768.43981209,370974.3424960853,231398.13199999998
Asia,2020-06-15,4679006159,109079.86953070929,312023.5577657812,263442.4889038743,109079.86953070929,-92911.25020597465,-265797.9753902741,-397275.8272331887,-5006444.204085599,-98165.57262912938,41181.182
Africa,2020-06-15,1371693397,98688.92118291101,117567.59657291987,98688.92118291101,98688.92118291101,-98887.6486864903,-193610.37071030884,-218717.6446626714,1569442.8055201794,28535.323736730537,6759.172
Europe,2020-06-15,748005174,235637.35491726903,235707.05909883184,235699.6771717991,235668.2054781139,235637.14507444258,235616.61514404812,235612.23975172453,11546106.469870888,235634.8259157324,180660.2
Oceania,2020-06-15,43198762,-1358.4842898029465,361.86783599408113,-53.85352088861641,-857.2635886721491,-1783.4373307585352,-2280.961921014691,-2612.908291552479,-8964.366587895192,-426.87459942358055,124.012
Americas,2020-06-22,1026788511,407529.60196557455,413254.80410953524,412728.7831878033,407529.60196557455,400502.1995216349,397586.2352432641,396445.20756826154,19308788.44939707,402266.4260291056,254853.15099999998
Asia,2020-06-22,4679006159,171547.7311173966,401716.9726947304,353986.87095727556,171547.7311173966,-33980.04254422997,-227959.23424757764,-360549.84484013374,-4814614.815639044,-94404.2120713538,49077.182
Africa,2020-06-22,1371693397,123506.78745149515,138680.6905691838,123506.78745149515,123506.78745149515,-87560.51250101543,-186265.4481679958,-208414.63725824884,2116886.8213736066,38488.85129770194,8336.188
Europe,2020-06-22,748005174,246511.48467364986,246584.07289210858,246576.76745575707,246544.40927946797,246511.20601172425,246490.6768715564,246485.43147903273,12078957.761758542,246509.34207670492,184890.181
Oceania,2020-06-22,43198762,-1806.219405886392,17.47543160947242,-468.5133402518015,-1295.9778199419882,-2271.3141689740505,-2807.351621234563,-3152.2235144881374,-17103.35332900811,-814.445396619434,124.012
Americas,2020-06-29,1026788511,441341.38529056305,447232.7418355161,446544.2401046759,441341.38529056305,433890.68608568754,431077.0406084483,429476.92403255915,20881068.458982054,435022.2595621261,277467.169
Asia,2020-06-29,4679006159,234186.96678620498,493555.6664041133,449079.8612903175,234186.96678620498,18964.222243297798,-200397.1115761881,-316839.3338825354,-4646246.44719249,-91102.87151357823,55789.181
Africa,2020-06-29,1371693397,148841.62969789657,163990.95765635584,148841.62969789657,148841.62969789657,-77262.34157664992,-173999.97247211126,-200458.70575089846,2698826.8372270335,49069.57885867333,9875.166
Europe,2020-06-29,748005174,255792.06474801185,255867.40353324046,255860.39915085354,255826.28548236785,255791.491572381,255771.12609712587,255764.6099492315,12533725.593646197,255790.31823767748,187544.196
Oceania,2020-06-29,43198762,-2241.4875320822434,-288.8653723262121,-905.7143320837437,-1681.8662426266574,-2718.3715294658255,-3304.9101706740325,-3677.1740686023795,-24960.94007012105,-1188.6161938152882,126.014
Americas,2020-07-06,1026788511,484591.1168486584,490738.4693852617,489818.22462160746,484823.1935326712,476832.5168210534,473681.586616598,472348.0195997148,22895275.358889624,476984.9033102005,299694.178
Asia,2020-07-06,4679006159,293754.09069155745,597762.4894175205,538857.1601305468,301459.22686575406,83969.41888748475,-138168.8001322655,-280559.6919524649,-4301758.10616529,-84348.19816010373,63285.18
Africa,2020-07-06,1371693397,167406.2909776072,188988.28086808024,167406.2909776072,167406.2909776072,-65816.45644577006,-163957.76320178705,-197649.23790622756,3092044.6788869114,56218.99416158021,11608.17
Europe,2020-07-06,748005174,264749.5828226488,264827.9139092207,264820.9513856026,264786.001873616,264749.2398595058,264728.7257657191,264720.4776334302,12972663.722630622,264748.2392373596,190164.205
Oceania,2020-07-06,43198762,-2673.360916384371,-611.9050879107148,-1273.9769833991481,-2062.408883236495,-3152.136081085419,-3776.652951326247,-4198.816181614769,-32717.442295104916,-1557.9734426240436,128.016
Americas,2020-07-13,1026788511,529842.4219770082,536219.6207976509,535307.5942023526,530494.4859715262,522068.2642977295,518070.9571189722,517631.63728508004,25001437.458797198,520863.28039160825,324531.165
Asia,2020-07-13,4679006159,365336.97171750985,705495.7232894982,638539.8044949207,384615.7053607889,140204.73849014388,-76074.76555138701,-229823.88231795642,-3923137.50513809,-76924.2648066292,71446.179
Africa,2020-07-13,1371693397,187309.32664675033,214624.05169937105,187309.32664675033,187309.32664675033,-54681.34549334159,-154954.64613183454,-187043.20204872862,3575671.5205467897,65012.20946448709,13461.189
Europe,2020-07-13,748005174,273484.70468530717,273567.11980518897,273559.3624658213,273523.398101374,273484.70468530717,273463.99320575246,273453.890164797,13400704.251615055,273483.7602370419,192620.211
Oceania,2020-07-13,43198762,-3130.020168503881,-932.2244387589186,-1677.7179139161397,-2454.728324202722,-3610.713027684305,-4275.128027767415,-4745.849189408655,-40961.144520088885,-1950.5306914328041,130.018
Americas,2020-07-20,1026788511,576608.0694463085,583423.4256778845,582022.679932991,577255.7392663378,568742.760577872,564379.0603225061,563476.0957040963,27161679.558704767,565868.3241396826,350858.172
Asia,2020-07-20,4679006159,438672.16216284607,782906.1379341715,735597.4333979975,459895.83815623063,208826.77966073868,-21944.888139593233,-177959.48687721565,-3540284.9241108904,-69417.35145315471,81305.189
Africa,2020-07-20,1371693397,209049.2882931204,250471.50564942104,209488.03877533122,209049.2882931204,-39783.441261439,-144778.51256887775,-177839.76561956713,4070122.362206668,74002.22476739397,15421.21
Europe,2020-07-20,748005174,282331.17299522675,282417.1746030445,282408.51456252445,282370.5932073141,282331.17299522675,282309.90126580995,282298.378280872,13834193.580599483,282330.4812367241,194788.21600000001
Oceania,2020-07-20,43198762,-3504.6788678785247,-1199.8274184405147,-1951.9513004179134,-2805.7753586152353,-4014.1593077567427,-4692.730545785329,-5215.2761284325325,-47487.046745072774,-2261.2879402415606,148.015
Americas,2020-07-27,1026788511,622234.6430715023,629755.7124649653,627905.920982269,623278.5372216136,613961.3150770003,609175.1780203455,608414.7830266041,29267957.658612337,609749.117887757,378772.184
Asia,2020-07-27,4679006159,517198.49177725206,892782.6678464297,844118.456471632,545874.6252737487,285586.29455333465,38311.41843757238,-125735.33224962036,-3110648.003083691,-60993.09809968021,91090.188
Africa,2020-07-27,1371693397,228890.03073682584,285457.9267340892,237289.83202564513,228890.03073682584,-24477.014818007385,-136765.81060163502,-172492.72290899913,4498177.203866547,81785.04007030085,18173.204
Europe,2020-07-27,748005174,297473.1481336941,297562.71548460895,297552.9396231479,297513.31880559283,297473.1481336941,297451.5823708351,297438.553106054,14576162.40958391,297472.7022364063,196785.211
Oceania,2020-07-27,43198762,-3811.1186924411213,-1459.7339745865381,-2184.2171625905394,-3079.0865075659162,-4344.194463668037,-5046.4079226196545,-5615.347382921857,-52555.54897005666,-2502.645189050317,189.014
Americas,2020-08-03,1026788511,665671.5264670362,673428.3950980308,671766.435370224,666653.3717234137,656804.8775366816,651763.1977902922,650963.4145272844,31266341.074648935,651382.1057218529,406668.199
Asia,2020-08-03,4679006159,591215.3010606664,1048637.31092332,944395.499734651,634895.3051101284,361810.7874715152,104379.60443785707,-77781.51570776624,-2698456.0268952,-52910.90248814117,100954.20999999999
Africa,2020-08-03,1371693397,244713.30558709492,312205.23450797994,260756.40754993574,244713.30558709492,-14559.289998253624,-133026.90922457312,-170603.38598879066,4750821.7874619095,86378.5779538529,20624.226
Europe,2020-08-03,748005174,307568.0486476674,307660.94184668217,307650.3453636934,307608.6716421473,307567.4635843851,307545.4968788688,307531.72081616963,15070814.834697371,307567.6496877014,198832.214
Oceania,2020-08-03,43198762,-4176.881516105913,-1830.8906689645323,-2468.8882491590834,-3452.227052171342,-4723.2791445928815,-5518.039547543463,-6076.322299782046,-58729.8705498793,-2796.6605023752045,257.019
Americas,2020-08-10,1026788511,707628.0471024892,715579.6543060482,714276.1386054397,708319.2137428032,698345.2724316674,692893.0858933107,692344.25056238,33200459.69068554,691676.2435559488,435748.215
Asia,2020-08-10,4679006159,671160.9305678555,1163362.82236998,1022835.1509443199,727463.1540778626,433672.2212058833,182540.68663167203,-23925.666962303676,-2302495.31070671,-45146.96687660215,111261.213
Africa,2020-08-10,1371693397,259162.68799902315,333861.21441410977,279946.3588188365,259162.68799902315,-7519.632302552098,-131075.11441813668,-168852.4865312152,4952822.371057271,90051.31583740492,23596.244
Europe,2020-08-10,748005174,324648.90135666745,324745.15052370884,324734.88456060336,324690.31864925206,324648.1971403388,324626.2800453683,324610.63848142955,15907781.25981083,324648.5971389965,200960.2
Oceania,2020-08-10,43198762,-4460.450579625828,-2126.54160636733,-2673.3334629473356,-3732.7803259172338,-5048.891722695618,-5938.695334109459,-6427.242139136907,-63182.192129701885,-3008.6758157000895,357.021
Americas,2020-08-17,1026788511,746735.7467430634,754941.5935647051,753729.882822991,747638.0145349042,737263.9145769365,731148.6597861535,730721.1602552412,34997461.50672214,729113.7813900446,462920.199
Asia,2020-08-17,4679006159,754041.7084311165,1274358.9884416745,1100726.263510574,817394.7341525955,509087.4571286126,231518.8908402288,18071.54415388237,-1896101.014518219,-37178.45126506311,121774.219
Africa,2020-08-17,1371693397,274305.0184484876,356086.3950736823,299031.9303173266,274305.0184484876,-2257.765561431953,-129171.80579886155,-166728.445974737,5150224.9546526335,93640.45372095697,25895.247
Europe,2020-08-17,748005174,337304.95406566764,337404.5429974246,337394.8536757674,337347.32998630666,337303.6658007366,337281.0573583884,337264.41335102497,16527932.484924296,337304.74459029175,203170.212
Oceania,2020-08-17,43198762,-4879.26554768384,-2418.8655774669883,-3004.087941890905,-4158.549787469327,-5494.813580732545,-6501.3979658355165,-6957.368542683076,-70591.31370952456,-3361.491129024979,464.023
Americas,2020-08-24,1026788511,781513.5924850497,790056.33974807,788953.0875376314,782750.6786256534,771753.7952858872,765145.6497693035,764735.2153644761,36591743.32275874,762327.985890807,489669.194
Asia,2020-08-24,4679006159,833809.8262794421,1381211.171704257,1206697.984278002,911754.1107272052,584444.7721959344,290059.9023569485,58438.38831823251,-1526289.0183297289,-29927.235653524083,131772.228
Africa,2020-08-24,1371693397,288286.2552029543,376676.0799506039,314608.9207967912,288286.2552029543,1672.7669314643597,-126387.72619374996,-173064.40693061473,5294354.538247996,96260.99160450902,28003.254999999997
Europe,2020-08-24,748005174,347743.83456162136,347846.4203241261,347837.6516895528,347787.8215204587,347743.0063364324,347718.93849904597,347701.3617033823,17039449.730037753,347743.8720415868,205365.223
Oceania,2020-08-24,43198762,-5377.346875334982,-2754.7469216184627,-3394.67746138404,-4633.685608678236,-6010.640313089428,-7089.78595052779,-7544.759855967257,-79701.43528934715,-3795.3064423498645,552.027
Americas,2020-08-31,1026788511,813181.8522161187,822147.8889157203,821212.0266318654,814419.1860261282,803006.1408464112,796244.7877241794,795598.2828384724,38044150.73879534,792586.473724903,514348.198
Asia,2020-08-31,4679006159,940300.9075208118,1495919.1617114497,1321186.1392244734,1006779.6480846409,675543.5801137388,356609.9242174925,97754.22878429307,-1217131.3221412385,-23865.32004198506,142643.221
Africa,2020-08-31,1371693397,300734.7623183183,393041.96231515164,329417.9971163166,300734.7623183183,5162.008120440677,-129385.2984966344,-176853.82253070714,5413734.121843358,98431.52948806106,29810.277
Europe,2020-08-31,748005174,356789.2733259667,356895.0308834923,356884.7936998054,356835.3029015131,356788.22867214645,356763.2214880529,356744.8184801524,17482693.315151215,356789.6594928819,207536.224
Oceania,2020-08-31,43198762,-5725.121794194036,-2949.3014092009016,-3672.033885717619,-4956.361867035986,-6392.373924396874,-7448.915293661971,-7989.607740302768,-85913.55686916978,-4091.1217556747515,686.028
Americas,2020-09-07,1026788511,840275.3386112103,849498.1843663093,848840.1530871127,841390.6205537139,829422.3666268594,822536.7076222977,821426.3500787626,39253053.862991616,817771.9554789921,538240.178
Asia,2020-09-07,4679006159,1043607.8479908137,1600739.8093597838,1458812.6071813407,1112238.1583520959,782586.1584385397,432189.8043673643,139711.589436441,-967849.9236946839,-18977.44948420948,154050.239
Africa,2020-09-07,1371693397,312829.3217951553,408139.21153230255,343057.49238683016,312829.3217951553,4480.829446258627,-138341.1143240191,-183606.04829353312,5510199.771030118,100185.45038236577,31519.313
Europe,2020-09-07,748005174,372856.4674846251,372965.4363600625,372956.095357254,372903.9999387879,372855.0275788081,372829.8198920999,372811.60246647435,18270002.097038865,372857.1856538544,210059.22
Oceania,2020-09-07,43198762,-6118.797246469142,-3234.834205357716,-3963.669295872623,-5308.605924975666,-6784.493023886588,-7842.6124862627985,-8469.43700558142,-92749.7036102827,-4416.652552870604,801.0310000000001
Americas,2020-09-14,1026788511,865840.4312993998,875543.037938292,874719.605625503,866790.4456751023,854638.0630448239,847339.033659171,845655.1204048163,40390156.98718789,841461.6038997478,558860.183
Asia,2020-09-14,4679006159,1154517.1581402114,1716782.932432514,1592863.289205694,1238020.1400378523,889361.5664610332,491168.21149118437,175825.2938111719,-733799.1652481287,-14388.218926433889,166451.243
Africa,2020-09-14,1371693397,323292.48769393173,419120.1909529767,355280.1958228504,323292.48769393173,3598.1881445227777,-145716.06188031944,-190097.48319448103,5599020.420216877,101800.3712766705,32791.325
Europe,2020-09-14,748005174,389597.58709520445,389709.9550770299,389701.4079262726,389646.451181583,389596.15316289087,389570.04439257085,389551.45845166995,19090336.87892652,389598.71181482694,212693.215
Oceania,2020-09-14,43198762,-6562.25639250748,-3600.7919254133963,-4310.331509528708,-5734.06571006479,-7240.684989563516,-8395.801516498115,-9023.998539260376,-100875.25035139563,-4803.5833500664585,850.0310000000001
Americas,2020-09-21,1026788511,892303.9578261692,902861.5556370248,901436.16090175,893169.2328677789,880723.7823231734,872897.169815819,870772.596717521,41567182.51138418,865982.9689871704,578692.198
Asia,2020-09-21,4679006159,1263209.8915969066,1839200.0865424017,1738440.3425930496,1357909.6428702294,977313.8463971926,551125.006023513,216947.6938090123,-506281.1409320082,-9927.08119474525,179186.231
Africa,2020-09-21,1371693397,331586.3029731755,429191.9813276255,367685.60211652436,331586.3029731755,5158.141453537738,-150993.1581147557,-195652.47333146163,5708609.069403637,103792.89217097523,34080.34
Europe,2020-09-21,748005174,403284.48666233534,403400.12325124134,403391.7793534859,403334.62149345136,403283.0558793201,403255.889180679,403237.43308884354,19761014.880814176,403286.0179757995,216436.227
Oceania,2020-09-21,43198762,-6756.670078138625,-3747.5910884343307,-4458.033231207017,-5910.450205910612,-7455.700926284781,-8656.398086184932,-9300.056239869371,-104397.59709250859,-4971.314147262314,890.0360000000001
Americas,2020-09-28,1026788511,915772.6803337804,926732.4759518687,925212.8700332735,916490.5862371187,903722.5248362037,895129.44901893,892805.1970799522,42600632.83558047,887513.1840745931,598777.2
Asia,2020-09-28,4679006159,1374529.9130789908,1967485.3197946332,1887446.3526761138,1461902.2410795176,1057359.4612652238,619662.0005241069,267320.2901200443,-243260.99661588832,-4769.823463056625,191263.212
Africa,2020-09-28,1371693397,339433.66508279723,441802.9525457912,378574.115288786,339433.66508279723,4059.628076722004,-158589.87932477362,-200463.24562891645,5784779.718590397,105177.81306527994,35455.35
Europe,2020-09-28,748005174,419035.90803907096,419154.88459592435,419146.01685841946,419088.9835201049,419034.54215152824,419006.34967526613,418987.8081549255,20532854.36270183,419037.84413677204,220626.245
Oceania,2020-09-28,43198762,-6914.180823235798,-3880.6263620021564,-4554.903824373282,-6068.437551247762,-7620.204719265841,-8832.976936085222,-9502.388752562125,-107197.54383362152,-5104.644944458168,922.033
Americas,2020-10-05,1026788511,942903.1571778087,953973.6575028114,952696.6364808173,943631.9211620492,930119.7135781378,921052.6901904837,918564.6351083852,43805764.012062006,912620.0835846252,623521.199
Asia,2020-10-05,4679006159,1471058.493492079,2067781.5511418828,1984734.0821251776,1549954.7045216155,1134988.130725909,689302.3048967302,319188.1417174557,19969.54189378016,391.55964497609057,203429.226
Africa,2020-10-05,1371693397,352606.2823123881,453781.1026967222,391781.9039482285,352606.2823123881,2925.6630229948382,-165327.90894415576,-205740.21601110534,5875875.818314792,106834.10578754167,36636.355
Europe,2020-10-05,748005174,444689.6922109371,444811.8774099294,444802.3817654133,444744.09491758194,444688.00434421416,444659.1562032228,444640.3623248641,21789898.103944324,444691.79803968006,225472.247
Oceania,2020-10-05,43198762,-7207.01224858704,-4107.73546461565,-4862.759600032735,-6335.129857326714,-7932.711681178958,-9225.623767180554,-9901.141674784418,-112429.71057473446,-5353.795741654022,938.035
Americas,2020-10-12,1026788511,967055.2186136874,978565.3599575291,977275.4746597399,968137.3159277824,953841.304413182,944103.6939630801,941434.5012733709,44878686.388543546,934972.6330946572,641499.222
Asia,2020-10-12,4679006159,1557261.637257202,2175898.589773485,2069295.9253944512,1630785.5497499933,1211071.612553578,753630.5240679043,370498.10041879176,333605.4204034486,6541.282753008805,214966.24099999998
Africa,2020-10-12,1371693397,366814.5753936805,467230.83522952726,405850.32964628073,366814.5753936805,3694.614642505802,-170793.63279046235,-209737.74258342676,5999201.918039186,109076.39850980339,38299.366
Europe,2020-10-12,748005174,474910.81450176856,475036.5706073426,475025.8251477759,474966.72110901045,474910.60502087284,474880.48210400273,474860.0628576594,23270744.445186816,474913.1519425881,231646.247
Oceania,2020-10-12,43198762,-7420.511890157837,-4289.980710265748,-5056.223351554406,-6543.131482111808,-8168.140826119096,-9474.466509152362,-10185.544582243572,-116334.6773158474,-5539.746538849876,944.034
Americas,2020-10-19,1026788511,993270.2446880336,1005696.9496005215,1004439.1838345951,994700.5064005032,979681.8405903395,969230.9798460105,966485.9302806841,46059166.36502509,959565.9659380227,658854.224
Asia,2020-10-19,4679006159,1644513.949436174,2269304.750198325,2161260.4131323574,1708492.0389450425,1285990.4391970187,812672.5011147511,423493.7476755935,647219.878913117,12690.58586104152,225821.239
Africa,2020-10-19,1371693397,377439.5346442438,482246.52341490664,418467.0454046036,377439.5346442438,5837.138027756409,-176567.40933500952,-211437.35308482172,6114025.01776358,111164.0912320651,39928.385
Europe,2020-10-19,748005174,515371.7114399482,515501.9062861804,515489.53999790025,515429.22591705096,515371.7114399482,515341.3869794256,515320.3791239088,25253340.98642931,515374.3058454961,240089.248
Oceania,2020-10-19,43198762,-7547.138671471974,-4380.851266284692,-5046.130182847053,-6640.847925459959,-8328.0583941933,-9631.662290570841,-10346.586191971624,-118446.24405696034,-5640.29733604573,955.0310000000001
Americas,2020-10-26,1026788511,1020297.1852620315,1033302.7360029859,1031961.9478850008,1021924.068262247,1006311.8387681429,995179.1042183011,992308.6659193818,47277998.34150663,984958.2987813881,676899.244
Asia,2020-10-26,4679006159,1731929.0616619,2372402.763948421,2255285.3292174404,1796451.056217613,1351806.4015554567,874324.8391164179,476402.5191119507,1039185.637422786,20376.188969074246,236150.236
Africa,2020-10-26,1371693397,387190.1786629784,488870.6452043089,427953.2974663579,387190.1786629784,6653.350587633036,-181555.08957159996,-215759.68153345902,6200699.117487975,112739.98395432682,41605.403
Europe,2020-10-26,748005174,563950.3465287174,564086.6955631786,564076.5939959163,564012.1433534196,563950.3465287174,563919.1979651387,563901.4257452281,27633751.867671803,563954.1197484041,252247.25400000002
Oceania,2020-10-26,43198762,-7721.64198788758,-4511.679740674416,-5104.25682271642,-6777.161622622021,-8514.953564399262,-9867.329872069777,-10603.190987408998,-121427.21079807328,-5782.248133241585,965.034
Americas,2020-11-02,1026788511,1052023.0456681324,1066123.954934915,1064393.9710650165,1054002.5857557359,1037650.7406803396,1025973.3802325609,1023077.45284828,48726596.047020435,1015137.4176462591,694476.251
Asia,2020-11-02,4679006159,1824292.4697595097,2466595.019348021,2343856.014992571,1885022.8037299002,1432919.4910085844,942520.0990665508,534765.3974854021,1518965.3867389055,29783.635034096194,246214.248
Africa,2020-11-02,1371693397,399922.2155105828,513866.6494096433,446344.75225017825,399922.2155105828,15906.525847905461,-174396.99064807803,-212772.64546283166,6352480.833341401,115499.65151529822,43387.435
Europe,2020-11-02,748005174,629246.6798244015,629388.019452777,629378.5276635089,629312.9881191807,629246.6798244015,629212.2696340893,629197.8546223365,30833282.564226124,629250.6645760434,270245.241
Oceania,2020-11-02,43198762,-7772.623006645458,-4528.223471474036,-5052.798639451406,-6746.709369807179,-8560.731048164225,-9903.286237999268,-10732.882542519787,-122007.7375391862,-5809.892263770772,979.034
Americas,2020-11-09,1026788511,1084420.00817822,1099209.3248209043,1097307.6899590923,1086780.9725114738,1069492.191220864,1057209.7371601001,1054444.1126538545,50200379.35253423,1045841.2365111298,713238.274
Asia,2020-11-09,4679006159,1921584.2743452203,2563836.109710616,2433933.253334367,1976564.6736510585,1514168.3872407742,1011011.630567046,597031.9144956282,2049936.896055025,40194.84109911815,257228.258
Africa,2020-11-09,1371693397,412974.48863815423,538702.3625430478,465777.8120489868,412974.48863815423,25735.54236290184,-166802.71042059019,-207923.30746542578,6534116.549194829,118802.1190762696,45607.443
Europe,2020-11-09,748005174,697162.8096641304,697310.0829726604,697302.3986826112,697233.4729221315,697162.8096641304,697130.2674156282,697115.5371634597,34161193.260780446,697167.2094036825,296561.25800000003
