continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Europe,2021-08-16,748005174,1891722.146812181,1893162.2572200035,1892564.8077496162,1891722.146812181,1889378.6004526722,1887229.9759929185,1886702.4718028705,92228718.46754968,1882218.744235708,1151381.504
Oceania,2021-08-16,43198762,-4049.5511305026776,6665.000982658019,5988.862430321977,1317.68039447958,-4049.5511305026776,-6698.4634151367445,-7138.529798199692,-78862.6305786845,-3755.3633608897385,1798.097
Americas,2021-08-23,1026788511,2888122.0191663774,2955943.6175611075,2945413.9231391973,2904976.4594681947,2861616.046468059,2826874.429433054,2813749.0184785496,126709210.18358602,2639775.212158042,2063823.405
Asia,2021-08-23,4679006159,8024808.426053593,10257002.879751489,9941120.516951066,8734876.871276224,6746234.539363167,4476239.394143739,3093972.1415211996,21271435.05338557,417086.96183108963,998734.527
Africa,2021-08-23,1371693397,1694456.9096995739,1984547.6323099553,1930465.887712214,1694456.9096995739,1029290.0121692147,788066.0820132801,668900.3663272877,23523568.822855975,427701.25132465415,189956.9
Europe,2021-08-23,748005174,1916131.23691564,1917683.8799994325,1917092.6656293655,1916131.23691564,1913508.4968015773,1911362.1727033076,1910789.2449857467,93396231.68036129,1906045.544497169,1160957.525
Oceania,2021-08-23,43198762,-4106.237590099661,7111.134320621694,6361.252752697911,1531.1355508118615,-4106.237590099661,-6735.866708613689,-7203.860687483554,-81747.91741629857,-3892.7579722046935,1965.103
Americas,2021-08-30,1026788511,2935838.0703333635,3004047.2844707593,2993312.270152755,2952398.0294351783,2909450.445846355,2872724.095213942,2859660.563143803,128777945.21227723,2682873.858589109,2087473.388
Asia,2021-08-30,4679006159,8189671.9642409375,10440548.959978761,10203702.407289643,8942671.348230215,6909118.06904886,4574430.781476884,3173843.2074898453,22686956.013439346,444842.2747733205,1027907.524
Africa,2021-08-30,1371693397,1730667.5726989298,2024877.5903055053,1971257.7212277658,1730667.5726989298,1063825.7222599203,809449.4346491526,690585.4565441111,23757032.636415303,431946.04793482367,195497.88999999998
Europe,2021-08-30,748005174,1940657.8782144831,1942378.2847711104,1941659.5156627367,1940657.8782144831,1937833.5581206286,1935522.634587704,1934964.780037171,94566272.31317288,1929923.92475863,1171294.537
Oceania,2021-08-30,43198762,-4143.499005026465,7507.465984124622,6789.3180540093335,1700.2094661729711,-4143.499005026465,-6703.30438135456,-7233.645294059801,-83205.20425391255,-3962.152583519645,2144.107
Americas,2021-09-06,1026788511,2981669.427694476,3049157.7356177117,3038484.2977984794,2996896.1760987905,2953576.9541868,2915761.4293943415,2902083.7042828966,130628844.88044651,2721434.2683426356,2111159.393
Asia,2021-09-06,4679006159,8346201.13895596,10619517.405941766,10424327.66014519,9145690.041247604,7068380.646148514,4669609.236591227,3253234.4264433165,24102072.59098498,472589.65864676435,1054765.544
Africa,2021-09-06,1371693397,1764409.1287253643,2064627.2322734436,2000365.4160141943,1764409.1287253643,1089265.751184724,826854.7428805837,708285.4986525014,23920041.44997463,434909.84454499325,199802.897
Europe,2021-09-06,748005174,1974584.3948253887,1976321.228234761,1975527.399620609,1974584.3948253887,1971539.8935350357,1969088.33368261,1968625.2518396776,96194335.81469415,1963149.7105039621,1181907.538
Oceania,2021-09-06,43198762,-4298.99626633938,7881.619531810007,7034.055043981826,1700.2586666163345,-4298.99626633938,-6758.3646625497395,-7356.844932128693,-86690.10657539754,-4128.100313114169,2312.107
Americas,2021-09-13,1026788511,3024361.428471732,3090803.614999349,3080439.560076801,3038924.817864933,2993476.8537434926,2955035.734676328,2943188.4195814626,132350246.94861577,2757296.8114294955,2136508.388
Asia,2021-09-13,4679006159,8495455.994274184,10842853.979533596,10625674.75019005,9318165.13056773,7216581.650701623,4757295.089311041,3328865.512482264,25434736.44853062,498720.32252020825,1078030.555
Africa,2021-09-13,1371693397,1795888.7296326822,2104863.857920248,2030753.749094433,1795888.7296326822,1120232.1679345558,842460.0187726717,734126.2444840149,24028677.263533954,436885.04115516285,203314.895
Europe,2021-09-13,748005174,2006379.121471266,2008252.266929951,2007413.3217307522,2006379.121471266,2003192.483153944,2000629.6074282534,2000176.4055418954,97724255.25621542,1994372.5562492942,1192981.545
Oceania,2021-09-13,43198762,-4376.167313155501,8521.904057220621,7418.709995731656,1953.0391339538955,-4376.167313155501,-6773.488048960301,-7417.178037956334,-88986.40889688251,-4237.448042708691,2447.102
Americas,2021-09-20,1026788511,3063922.758002391,3129339.8102472266,3118823.0063714716,3078499.5886704642,3030351.57449067,2990958.4785220013,2980843.164901324,133930421.81678504,2790217.121183022,2162215.384
Asia,2021-09-20,4679006159,8637105.035550134,11064817.156025851,10787204.212010587,9463923.297641866,7356299.1488123,4845516.735633936,3397154.8557086433,26688557.19977191,523305.04313278256,1097803.56
Africa,2021-09-20,1371693397,1828604.5505892048,2148277.9131141067,2061899.1747790277,1828604.5505892048,1153097.1399487953,862958.4514195184,762974.4549994459,24122144.07709328,438584.4377653324,206336.907
Europe,2021-09-20,748005174,2036407.115667076,2038492.7700862826,2037671.1406767508,2036407.115667076,2033064.0524235007,2030382.7305002464,2029917.6408262616,99165906.09773669,2023794.0019946264,1204812.553
Oceania,2021-09-20,43198762,-4390.8695010785295,9185.452609935768,7750.6360631282505,2089.398069286542,-4390.8695010785295,-6686.45817282766,-7413.713102648748,-92362.11121836751,-4398.195772303215,2615.109
Americas,2021-09-27,1026788511,3099106.75877195,3163467.009045449,3153368.921265558,3113605.2559543005,3063259.37781644,3024212.2139865505,3014329.1293774224,135273440.27147117,2818196.672322316,2187594.374
Asia,2021-09-27,4679006159,8768279.328970881,11192676.52493841,10941020.91082206,9631409.60413355,7468288.8837123895,4931405.596087893,3460775.474918404,27858675.7310132,546248.5437453568,1113157.563
Africa,2021-09-27,1371693397,1858550.7650421301,2191984.718755088,2088317.1511076656,1858550.7650421301,1181760.810503621,887237.6805712858,790730.3001325683,24186284.890652608,439750.63437550195,209208.93
Europe,2021-09-27,748005174,2067184.0865504644,2069377.102994873,2068485.874404352,2067184.0865504644,2063665.6903993199,2060806.6722655913,2060337.129272151,100640709.35925797,2053892.0277399584,1217287.568
Oceania,2021-09-27,43198762,-3970.9767388186724,10082.825196642589,8342.945778601264,2549.550515935298,-3970.9767388186724,-6299.761991562651,-7173.5245220230045,-91050.61353985251,-4335.7435018977385,2819.11
Americas,2021-10-04,1026788511,3126185.1766053317,3189916.7943037134,3179392.3852718114,3141219.7997196703,3089412.787484837,3049498.856993274,3040655.3970930874,136255191.0815349,2838649.8141986434,2210865.384
Asia,2021-10-04,4679006159,8880985.960734535,11313580.865538964,11072056.131557915,9767751.155685857,7561507.306675469,4996194.59162826,3507180.8974438854,28129616.409394108,551561.1060665512,1126744.5489999999
Africa,2021-10-04,1371693397,1887520.685843491,2236889.9368088455,2115563.230338673,1887520.685843491,1207857.558789072,900670.1088596892,803045.5388834903,24227171.704211935,440494.03098567156,212237.935
Europe,2021-10-04,748005174,2111454.0809485777,2113588.585053311,2112921.0057820925,2111454.0809485777,2107794.460941639,2104512.5873826668,2104169.400197108,102737582.59052518,2096685.3589903098,1230663.567
Oceania,2021-10-04,43198762,-3764.6298620726348,10420.03571760215,8695.060122727571,2710.5117906166834,-3764.6298620726348,-6210.262318061717,-7312.401908962206,-93502.3281465927,-4452.491816504415,3040.114
Americas,2021-10-11,1026788511,3150083.7091391776,3212552.630576921,3202313.683179533,3164468.999514514,3112341.693992345,3071744.131962384,3062481.6812469694,137116078.6915986,2856584.9727416374,2230524.373
Asia,2021-10-11,4679006159,8994950.05951127,11473696.64438683,11205005.724411909,9906510.63691802,7646058.012429092,5061226.679906742,3555510.7732563256,28473520.74777502,558304.3283877454,1137998.561
Africa,2021-10-11,1371693397,1915735.9616388613,2280430.6189680523,2142211.7722354527,1915735.9616388613,1236768.4457781422,911727.6696443813,815248.8948251808,24289827.51777126,441633.2275958411,214138.946
Europe,2021-10-11,748005174,2159054.456770524,2161211.834264596,2160617.526359257,2159054.456770524,2155134.730990534,2151632.133392817,2151246.6637157504,104992018.26179239,2142694.250240661,1246018.592
Oceania,2021-10-11,43198762,-3705.072483702254,10955.142823640188,9289.432373792266,2932.1929800988673,-3705.072483702254,-6224.426981652858,-7399.946775626908,-96193.44275333291,-4580.64013111109,3225.11
Americas,2021-10-18,1026788511,3170712.880725902,3232370.3717653668,3222061.944676878,3183803.5169079835,3131571.556253662,3090402.4088287605,3080835.4862236264,137824424.7016623,2871342.181284631,2249828.392
Asia,2021-10-18,4679006159,9102923.663118336,11660279.097582491,11321462.8629753,10039177.703875786,7731098.260304752,5126321.974199574,3604953.4346048078,28762296.126155924,563966.5907089397,1148220.5489999999
Africa,2021-10-18,1371693397,1943646.0944242212,2325201.2660674746,2169675.905301815,1943646.0944242212,1256312.3645094514,921528.6853098681,826887.6724912446,24337259.331330586,442495.62420601066,215667.949
Europe,2021-10-18,748005174,2210535.7822545366,2212601.2661877894,2212216.9840993076,2210535.7822545366,2206303.5353893647,2202569.4279234293,2201985.891842969,107427989.1330596,2192407.9414910125,1262913.617
Oceania,2021-10-18,43198762,-3423.4738803819946,11789.933817327415,9896.088956834246,3313.141118094808,-3423.4738803819946,-6026.759052526597,-7220.623089802722,-96297.3573600731,-4585.588445717767,3443.111
Americas,2021-10-25,1026788511,3189228.541078146,3250928.187265201,3241079.382331528,3201015.886065855,3149053.876550261,3106549.1134610167,3097178.965722047,138458417.911726,2884550.3731609583,2267793.388
Asia,2021-10-25,4679006159,9213270.749595065,11843801.367936146,11424943.8759506,10148843.606589256,7823821.7963858545,5192458.428219535,3653823.065933372,29026493.58453683,569146.933030134,1158833.55
Africa,2021-10-25,1371693397,1971112.9319527692,2370562.936238363,2198344.415368565,1971112.9319527692,1285470.6777489958,931905.5065141077,836233.8006347253,24360711.144889913,442922.0208161803,217120.96
Europe,2021-10-25,748005174,2260620.002089671,2262372.5851405016,2262221.397704827,2260620.002089671,2255944.5283430805,2252030.156737644,2251339.670176803,109782727.80432682,2240463.8327413634,1282585.633
Oceania,2021-10-25,43198762,-3391.5795329758,12381.219482874401,10402.601915447141,3489.575658973055,-3391.5795329758,-6082.895258741194,-7274.797067576283,-99920.87196681331,-4758.1367603244435,3593.107
Americas,2021-11-01,1026788511,3207911.418557066,3269801.2270614943,3259603.8612868744,3219735.266301203,3165456.2356581273,3124717.0644731326,3114173.2454234646,139112529.82034037,2898177.7045904244,2282761.39
Asia,2021-11-01,4679006159,9322127.742001643,12028985.44400511,11551366.226864683,10258345.248751514,7914096.419071278,5241813.91247907,3700488.757340166,29260071.839019332,573726.8988043007,1170540.553
Africa,2021-11-01,1371693397,1997468.506302157,2419546.055007909,2230889.0222351095,1997468.506302157,1303260.0127446356,942426.9165398441,843572.2546237686,24418724.95844924,443976.81742634985,218393.966
Europe,2021-11-01,748005174,2319079.102804245,2321445.4927346613,2320829.1280918303,2319079.102804245,2312306.430958289,2308327.6032987847,2307243.905142915,111944489.9815615,2284581.428195133,1304967.636
Oceania,2021-11-01,43198762,-3221.1822949753914,13072.06370056684,11164.988651698788,3841.028980624817,-3221.1822949753914,-5729.8585805453995,-7090.405268739887,-100499.8348881611,-4785.706423245766,3738.105
Americas,2021-11-08,1026788511,3226586.9856392597,3288747.8420186895,3277153.853676994,3239331.354549979,3182512.3564786254,3142303.4402130228,3130312.506259116,139768780.92895475,2911849.602686557,2296161.399
Asia,2021-11-08,4679006159,9427971.463961743,12121793.287857162,11681374.90668623,10327808.307749057,8016010.212608323,5291355.176432251,3745087.167162136,29459315.87350183,577633.6445784672,1180572.575
Africa,2021-11-08,1371693397,2024789.2274285625,2472566.891870168,2264665.475737918,2024789.2274285625,1320832.95753893,955544.1957083276,853083.7295672877,24486253.772008568,445204.6140365194,219649.997
Europe,2021-11-08,748005174,2381445.704893576,2386221.2565628956,2385188.3485630415,2381445.704893576,2372855.6525977906,2366982.400789887,2365872.8972332436,114290414.73879619,2332457.443648902,1329839.644
Oceania,2021-11-08,43198762,-3033.164140099992,13500.380183828509,11744.09472158599,4204.829222650513,-3033.164140099992,-5363.111312801709,-6857.78132646496,-100578.99780950887,-4789.476086167089,3868.109
Americas,2021-11-15,1026788511,3246962.1562442984,3310827.54983073,3298952.007444271,3261474.4938905104,3202119.6216294826,3161029.836990608,3145850.544751824,140400319.4263331,2925006.654715273,2309762.42
Asia,2021-11-15,4679006159,9532665.02752359,12262724.132798094,11789872.478713935,10404617.458564084,8092731.919403291,5341705.775407231,3790896.256901994,29613908.399445005,580664.870577353,1190448.567
Africa,2021-11-15,1371693397,2050244.2270029036,2523017.8994943346,2298403.3795794263,2050244.2270029036,1340793.986777952,982532.4668041946,861036.2526083332,24534103.58556789,446074.61064668896,220782.989
Europe,2021-11-15,748005174,2444655.021386023,2452363.947840265,2450684.838687213,2444655.021386023,2433903.4545719954,2426438.458245917,2424664.9204139085,116684474.2881657,2381315.8017993,1356072.606
Oceania,2021-11-15,43198762,-2826.509746392631,13880.790561558522,12213.77252179089,4592.839863927813,-2826.509746392631,-5111.364053887766,-6589.512650581571,-100250.76073085665,-4773.845749088412,3979.115
Americas,2021-11-22,1026788511,3268564.4774985625,3332438.8680652436,3319667.074941377,3283769.0149187082,3222929.30234165,3180238.6898948113,3165557.9892655746,141050802.72371146,2938558.3900773223,2322276.418
Asia,2021-11-22,4679006159,9639876.247896539,12435166.109534677,11881074.202903261,10500578.544868495,8165406.598376683,5385892.481803147,3833034.5788730644,29784017.165388178,584000.3365762387,1200460.569
Africa,2021-11-22,1371693397,2072689.096524813,2574090.952982773,2329095.301397037,2072689.096524813,1361514.7401963847,1012926.4747873666,868780.6687715874,24577949.39912722,446871.80725685856,221716.999
Europe,2021-11-22,748005174,2508974.3838194245,2519929.540432183,2517805.5487074205,2508974.3838194245,2495891.2608288415,2487449.521738488,2485648.612167773,119134166.3454004,2431309.517253069,1383465.608
Oceania,2021-11-22,43198762,-2586.5885313170984,14721.719269880003,12607.491324832788,5065.690709679951,-2586.5885313170984,-5082.738606844287,-6427.7044221156675,-100985.12365220442,-4808.815412009734,4152.113
Americas,2021-11-29,1026788511,3291387.855402112,3355991.3571540555,3344525.2174797878,3307749.1436970844,3243008.372768393,3200777.6213672115,3185968.477926815,141733390.02108982,2952778.958772705,2333569.427
Asia,2021-11-29,4679006159,9736468.253727052,12612542.081819149,12000812.545780612,10620924.814442452,8234928.0986098265,5427207.1912421705,3872516.3332928615,29936380.99133135,586987.8625751245,1210646.584
Africa,2021-11-29,1371693397,2098680.423728483,2626644.0140017625,2362939.617186503,2098680.423728483,1378930.2214511563,1033734.5720627146,879708.876927111,24657072.212686546,448310.40386702813,222737.032
Europe,2021-11-29,748005174,2571705.749475347,2588384.814460328,2582953.615337351,2571782.106173658,2558061.135419606,2548136.230001151,2544946.892087444,121483472.59814069,2479254.5428191978,1410615.598
Oceania,2021-11-29,43198762,-2556.719128528035,14941.802035559278,12836.630543999472,5240.168504509895,-2556.719128528035,-5184.291926712505,-6463.847250805072,-101803.4865735522,-4847.785074931057,4211.116
Americas,2021-12-06,1026788511,3312726.3830183977,3374550.6391581637,3368164.5582190612,3327214.6492562084,3262539.7395937936,3216471.6580033964,3201881.991206058,142108821.18144682,2960600.441280142,2349642.428
Asia,2021-12-06,4679006159,9840282.668921402,12790091.776473736,12115834.83989713,10746558.670213755,8327118.796922872,5477418.044693155,3910647.5070704413,30048612.466901142,589188.4797431596,1222573.583
Africa,2021-12-06,1371693397,2123082.320276721,2675918.4639094076,2393139.0914474437,2123082.320276721,1416403.2232121343,1046642.6424785014,894658.3754002723,24720850.026245873,449470.0004771977,223634.033
Europe,2021-12-06,748005174,2615741.56707904,2636096.596133567,2629399.783535681,2616461.3387022135,2600700.573701312,2589389.2201848626,2585075.3416216164,122892013.69606052,2508000.279511439,1437246.601
Oceania,2021-12-06,43198762,-2509.020995509916,15149.960593061396,13191.188552649772,5594.851682166405,-2509.020995509916,-5405.55678362779,-6678.401913786654,-101803.4865735522,-4847.785074931057,4279.121
Americas,2021-12-13,1026788511,3323655.8129822444,3386785.0447110385,3380869.085172407,3338042.063963878,3269650.750406879,3220082.7074107314,3208280.2014229177,141999038.7418038,2958313.3071209122,2362919.426
Asia,2021-12-13,4679006159,9931021.832845015,12950633.371068168,12235892.897853184,10868742.932498952,8398198.673587285,5514627.182535042,3951563.0771457828,30150098.24247093,591178.3969111948,1231595.603
Africa,2021-12-13,1371693397,2155842.487605075,2730374.254136931,2432885.622999614,2155842.487605075,1443000.4814183959,1063842.1228755969,923443.8788424764,24838846.839805197,451615.39708736725,224484.036
Europe,2021-12-13,748005174,2653154.3146241466,2679170.214645508,2672043.2994888197,2655535.639437162,2636882.245255446,2622345.9211730594,2617877.3621331505,123876754.81251965,2528097.036990197,1464229.599
Oceania,2021-12-13,43198762,-2471.1289914152553,15403.152573097997,13572.303799987607,5880.421800754445,-2471.1289914152553,-5612.223710982524,-6583.943131025949,-101803.4865735522,-4847.785074931057,4367.125
Americas,2021-12-20,1026788511,3354657.425438002,3422321.546595788,3412898.0931257308,3364794.4946956104,3288683.295332769,3236316.211628934,3224161.261960961,142021910.34007525,2958789.7987515675,2376176.425
Asia,2021-12-20,4679006159,10026397.682319108,13108050.731650045,12334519.509040516,10988653.075102912,8486219.961978221,5553605.565443149,3987605.6384140686,30254750.098040722,593230.3940792299,1239918.631
Africa,2021-12-20,1371693397,2195498.7440441544,2793473.6914474266,2475203.5196840954,2195498.7440441544,1479611.8424081658,1086039.833157893,949310.3887562056,24970373.653364524,454006.7936975368,225607.011
Europe,2021-12-20,748005174,2685560.267507859,2722242.3486260897,2712529.5640201247,2690296.2043392267,2668037.3763877833,2647884.401682517,2643632.4116782034,124590834.24358551,2542670.086603786,1489748.61
Oceania,2021-12-20,43198762,-2389.4024215122145,15910.509340097107,13904.838157402599,6209.083935222523,-2389.4024215122145,-5673.9226333405695,-6582.511152141023,-101803.4865735522,-4847.785074931057,4413.129
Americas,2021-12-27,1026788511,3412280.007215586,3481981.804508728,3459984.1144480417,3412280.007215586,3328206.8405298945,3264072.4148117155,3243085.5726478673,142046015.01699838,2959291.9795207996,2389384.459
Asia,2021-12-27,4679006159,10119737.239086287,13231549.285149384,12448713.568100099,11062560.856223373,8584048.340405805,5596535.503795572,4014259.630346666,30353659.73903689,595169.798804645,1248269.645
Africa,2021-12-27,1371693397,2239386.614199175,2861525.373424519,2526261.0858194735,2239386.614199175,1507204.2563158022,1114284.500081309,977202.3021849368,25119852.46692385,456724.5903077064,226956.023
Europe,2021-12-27,748005174,2717561.0667562746,2765511.9957651696,2755855.5873796693,2728194.6578440503,2700604.2072428325,2677989.8715933855,2672526.706523854,125265469.44543788,2556438.1519477116,1511912.619
Oceania,2021-12-27,43198762,-2276.742361022046,16594.043769043023,14299.808023840136,6632.561957663548,-2276.742361022046,-5606.054987181677,-6804.803453683003,-101803.4865735522,-4847.785074931057,4463.13
Americas,2022-01-03,1026788511,3501881.340664442,3572064.68897068,3529902.0246694256,3501881.340664442,3383687.2329362067,3301529.0511261197,3282694.182533661,142046015.01699838,2959291.9795207996,2401321.461
Asia,2022-01-03,4679006159,10221886.568591896,13384535.927559087,12599009.914721843,11218552.636263086,8679838.594854213,5615750.914746158,4052625.625173532,30353659.73903689,595169.798804645,1255386.636
Africa,2022-01-03,1371693397,2295772.037859072,2921969.2642399,2580386.719420527,2295772.037859072,1559504.388108204,1139462.6682704743,1001062.1087118365,25119852.46692385,456724.5903077064,228492.061
Europe,2022-01-03,748005174,2761202.183433646,2821275.685006333,2800826.602112601,2772686.7035149746,2729089.3422169485,2699278.809097916,2691996.6833563,125265469.44543788,2556438.1519477116,1533003.605
Oceania,2022-01-03,43198762,-748.5764333597426,17919.638866561058,15344.702692417342,7283.736506242127,-748.5764333597426,-5180.269925380125,-6664.373483884345,-101803.4865735522,-4847.785074931057,4538.128
Americas,2022-01-10,1026788511,3602004.305759443,3669431.9831137806,3614591.3536457643,3602004.305759443,3437278.2855700683,3337050.430155701,3315778.334371365,142046015.01699838,2959291.9795207996,2416437.457
Asia,2022-01-10,4679006159,10330399.423087558,13633163.677330595,12748855.629123718,11324215.857759826,8790537.903784553,5642038.729487013,4103670.772726055,30353659.73903689,595169.798804645,1262883.65
Africa,2022-01-10,1371693397,2350405.3048479203,2989483.8451007754,2660908.998372303,2350405.3048479203,1591396.3285609668,1162538.5559242838,1020901.5430491383,25119852.46692385,456724.5903077064,230534.073
Europe,2022-01-10,748005174,2803512.259723471,2882929.081831412,2858606.216208597,2816213.265693026,2757347.137848491,2717425.436641068,2711713.211515381,125265469.44543788,2556438.1519477116,1552690.608
Oceania,2022-01-10,43198762,950.5135000382645,19666.17765369239,17362.068537458785,8182.905951993512,205.43360598005282,-4480.72192823494,-6013.283379850591,-101803.4865735522,-4847.785074931057,4696.125
Americas,2022-01-13,1026788511,3645017.263448923,3713233.1618757574,3655665.2763843723,3645017.263448923,3461925.928242477,3351655.308577688,3336881.2040158426,142046015.01699838,2959291.9795207996,2422821.898
Asia,2022-01-13,4679006159,10398892.170328077,13717937.071771957,12796927.488375913,11345177.9967925,8815956.706394995,5655806.827968112,4127138.322067653,30353659.73903689,595169.798804645,1265081.792
Africa,2022-01-13,1371693397,2378641.112674263,3023867.124877086,2690733.8255383996,2378641.112674263,1609146.4279653088,1178717.0866445913,1035317.7954644354,25119852.46692385,456724.5903077064,231502.221
Europe,2022-01-13,748005174,2821905.957409546,2909518.1983322892,2887952.269934519,2831898.9789685914,2768326.3852177365,2726626.8048915183,2721225.7542461846,125265469.44543788,2556438.1519477116,1561218.75
Oceania,2022-01-13,43198762,1813.9354011146663,20498.800726819692,18276.67839052739,8816.675454656575,620.6781240415809,-4278.529554480431,-5729.6183632340835,-101803.4865735522,-4847.785074931057,4813.125
