iso3c,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
"NAM",2020-04-13,2587344,-2.6767335268934453,-1.0993190758411238,-1.5869402495836786,-2.6767335268934453,-5.463984417809269,-8.012552954092328,-8.503957652712971,-2.6767335268934453,NA,0
NCL,2020-04-13,288217,-0.4333927560223212,0.23502121487116118,0.15219574220452048,-0.017598357089798598,-0.4333927560223212,-0.4333927560223212,-0.4823009328297199,-0.4333927560223212,NA,NA
NER,2020-04-13,25130810,31.58117671984457,110.35498057699778,77.56251138055819,31.58117671984457,-40.76106479735471,-66.58472821335768,-73.28195563375674,31.58117671984457,NA,0.286
NGA,2020-04-13,211400704,90.99999732733876,302.98990045747166,158.2109613911853,90.99999732733876,-334.2198178143651,-528.864735008768,-573.4866607653074,90.99999732733876,NA,0.714
NIC,2020-04-13,6702379,39.45301872745133,39.45301872745133,39.45301872745133,39.45301872745133,-7.459673028450361,-16.38174751424127,-18.91949072262408,20.03760531382576,39.45301872745133,0
NIU,2020-04-13,1614,-9.162958997400076e-4,0.0015776110626600044,0.0012216157955399936,9.93790963799995e-5,-9.175391155200058e-4,-0.0016727219521799966,-0.002351188205399996,-9.162958997400076e-4,NA,NA
NLD,2020-04-13,17173094,202.84514446228428,271.34468743032477,258.90562967188765,229.43600892653112,194.9070751640388,167.5257421471977,155.03444314989005,203.64090188107016,202.84514446228428,137
NOR,2020-04-13,5465629,7.8668138041718425,17.864610942710758,14.530247183375398,10.37256309796501,6.859105324185385,5.109465713374478,4.176938840501957,8.016366235934942,7.8668138041718425,8.286
NPL,2020-04-13,29674920,-9.369690403946498,4.780897576527523,-3.14585429365685,-9.369690403946498,-54.1165230443903,-74.14249324479356,-83.13020214351609,-9.369690403946498,NA,0
NRU,2020-04-13,10873,-0.014397579937160036,0.006781385501740034,0.005107483454919996,-0.001695945640830006,-0.014397579937160036,-0.016740840499670073,-0.01827764488948999,-0.014397579937160036,NA,NA
NZL,2020-04-13,4860642,1.4389646870025286,1.4389646870025286,1.4389646870025286,1.4389646870025286,-2.7645966341662205,-4.038276298854582,-4.561934356700875,-1.8067089430978402,1.4389646870025286,0.571
OMN,2020-04-13,5223376,-1.51630271141943,3.615182782654895,2.582231502320663,-0.4496168191203049,-2.126757346055219,-4.7005639607579335,-6.6598076907268915,-2.126757346055219,-1.51630271141943,0.286
PAK,2020-04-13,225199929,67.88743741275958,637.9764681017065,501.6168166205523,143.27953184348695,-137.99486870161127,-323.82555329776505,-417.6202720425976,67.88743741275958,NA,5.571
PAN,2020-04-13,4381583,-54.322012112223334,21.326478673004928,18.31971290158026,8.405169155327469,-54.322012112223334,-54.322012112223334,-54.322012112223334,-22.557824208616783,-54.322012112223334,4.714
PCN,2020-04-13,47,-3.175880052000016e-5,4.603332374000011e-5,3.4694174239999806e-5,3.8745742500000285e-6,-3.175880052000016e-5,-4.901479741000017e-5,-6.909744151000005e-5,-3.175880052000016e-5,NA,NA
PER,2020-04-13,33359415,114.44175824193228,253.52889992494244,232.03093599442983,172.44160244079356,67.63974167063617,-23.712342216157122,-37.32576170823856,91.49154625714164,114.44175824193228,84.571
PHL,2020-04-13,111046910,-179.43312513608802,40.15681024545867,4.842960071414196,-124.74424430090421,-179.43312513608802,-288.7996810694941,-346.6727887428743,-139.41603411503496,-179.43312513608802,21.714
PLW,2020-04-13,18174,-0.025359975246840118,0.012958671374220023,0.006416485178999888,-0.004570836422100018,-0.025359975246840118,-0.028834842047699934,-0.031505117153639996,-0.025359975246840118,NA,0
PNG,2020-04-13,9119005,-3.043864686657585,8.156575181394484,6.5402674740242235,0.4726382115300921,-6.544109675590883,-11.079980365323458,-13.68764793466181,-3.043864686657585,NA,0
POL,2020-04-13,37797000,49.38406902091015,49.38406902091015,49.38406902091015,49.38406902091015,-7.7307353128799505,-37.46961107931001,-47.86619941775991,23.661074321909943,49.38406902091015,19.714
PRK,2020-04-13,25670000,-2.8246454261000706,41.771799367900066,29.862854885900067,10.238168636300022,-15.352693577399997,-30.406840434200003,-38.740447036900015,-2.8246454261000706,NA,NA
PRT,2020-04-13,10167923,50.283065810594145,71.44811039815133,68.1474076732673,55.83346307905408,44.023861599053646,37.26443137398149,33.9253770737677,44.023861599053646,50.283065810594145,32
PRY,2020-04-13,7219641,-3.8652512786103665,-1.1975953486153854,-2.6943838829107514,-3.8652512786103665,-10.76836745392981,-25.665114353075364,-29.16382955963754,-8.229897277537665,-3.8652512786103665,0.286
PSE,2020-04-13,5222756,-2.505898227500384,5.587981812480758,1.557459473748651,-2.099432280182147,-6.01317807741419,-10.385408628407129,-12.176527729378321,-2.505898227500384,NA,0.143
PYF,2020-04-13,282534,-0.33136589155503965,0.29264534656937935,0.21719474358162028,-0.0014307380493003498,-0.43313780221110154,-0.43313780221110154,-0.43313780221110154,-0.43313780221110154,-0.33136589155503965,NA
QAT,2020-04-13,2930524,-0.6401476361153766,7.032457889305641,5.5556208763051895,1.459802668229939,-0.6401476361153766,-0.9969619789912798,-1.2332906582581973,0.10140369115191088,-0.6401476361153766,0.429
ROU,2020-04-13,19127772,18.281661316208716,53.27717019164452,44.68214256876725,30.01543830746928,13.441365414982164,-3.8417181324507643,-11.421927932755766,29.87334937466629,18.281661316208716,22.143
RUS,2020-04-13,145912022,143.0357377685733,212.24730564327422,169.7004718776826,143.0357377685733,-25.02547886811636,-192.6878268174592,-293.2163160862411,38.922293051018904,143.0357377685733,14.429
RWA,2020-04-13,13276517,-0.9576436681809121,11.704905317169857,3.16326267488961,-0.9576436681809121,-21.313415674277618,-38.97610820825871,-41.38625381806503,-0.9576436681809121,NA,0
SAU,2020-04-13,35340680,11.630962359629905,88.19247963439584,76.53639252513368,35.827363925822645,0.31056223341551353,-20.701829603347257,-30.854092322300254,11.630962359629905,NA,3.857
SDN,2020-04-13,44909351,159.17224328765857,236.49493813202392,183.3802773039901,159.17224328765857,-12.844842784995672,-55.11771982685947,-68.27052444449603,159.17224328765857,NA,0.286
SEN,2020-04-13,17196308,-23.80066805407297,-5.623681778999525,-10.718524466296518,-21.644262380436086,-36.70700553093718,-49.963132936866714,-59.352623543075204,-23.80066805407297,NA,0
SGP,2020-04-13,5896684,3.8983376885545,8.39662587379219,4.137541357791046,3.8983376885545,-3.275668403010989,-12.121257418399336,-15.109793752117442,1.0815788601733527,3.8983376885545,0.429
SHN,2020-04-13,6095,-0.012795932169850014,0.008688433653850044,0.006455342068349987,0.001187859852649987,-0.012795932169850014,-0.01703932309925,-0.01855112884964996,-0.012795932169850014,NA,NA
SLB,2020-04-13,703995,-0.2841392670711035,0.5878261450687529,0.38108054016284776,-0.016418740348800007,-0.45424192518704876,-0.7530285192680993,-0.9757728470259023,-0.2841392670711035,NA,0
SLE,2020-04-13,8141343,-10.945319062489155,-1.1375128402851917,-4.857800395374997,-10.533447217504193,-18.89619461028326,-26.452251984274643,-30.540404087483644,-10.945319062489155,NA,0
SLV,2020-04-13,6518500,-52.28609792773833,-2.418510035880022,-3.6463433002999928,-8.036058296150012,-52.28609792773833,-52.28609792773833,-52.28609792773833,-28.632464512355096,-52.28609792773833,0.286
SMR,2020-04-13,34010,0.25892702650210564,0.766425472736404,0.7363259738255991,0.6566319549401974,0.25892702650210564,0.25892702650210564,0.25892702650210564,0.6566319549401974,0.25892702650210564,0.429
SOM,2020-04-13,16359500,13.478053658855021,26.017699404534913,18.923064896644995,13.478053658855021,-28.414845651479965,-41.91028438738992,-49.49778678682018,13.478053658855021,NA,0.286
SRB,2020-04-13,6908224,9.207218985233533,35.71600766583494,30.71266052937789,21.97136036106102,9.207218985233533,8.983338016943337,7.0301236192499115,21.97136036106102,9.207218985233533,3.857
SSD,2020-04-13,11381377,9.149483393425225,22.302342359522527,13.581104786524856,9.149483393425225,-22.539316969197653,-37.9519141945141,-41.953864022089206,9.149483393425225,NA,0
STP,2020-04-13,223364,-0.2950385614288408,0.05868553607271969,-0.006494844373600078,-0.19994469335612008,-0.43316350410155907,-0.6671960365999202,-0.762406639166322,-0.2950385614288408,NA,0
SUR,2020-04-13,591798,0.06404497727597845,0.3889855764289802,0.2015218955903978,0.06404497727597845,-0.5186581822903187,-0.8499206043985207,-1.0518709439869784,0.06404497727597845,NA,0
SVK,2020-04-13,5460726,-6.4367174959856,1.6361780004099826,1.0155260265303012,-1.1363529987983236,-6.4367174959856,-7.977153646032655,-10.130515968364655,-1.7650687175476947,-6.4367174959856,0
SVN,2020-04-13,2078723,3.2444221508852857,7.362654520418449,7.014152992490394,4.589461471686823,2.858065645843223,1.7978011101848854,1.6056806871003095,3.6702610120208754,3.2444221508852857,3.571
SWE,2020-04-13,10160159,114.43160112359529,114.43160112359529,114.43160112359529,114.43160112359529,78.64908367193343,63.43560489710607,61.85616144382471,85.1931978871422,114.43160112359529,63.143
SWZ,2020-04-13,1172369,0.5822688813295143,1.3702713117821175,0.8519719008319238,0.5822688813295143,-2.3554871582687453,-3.467464816695879,-3.868503692687038,0.5822688813295143,NA,0
SXM,2020-04-13,43421,0.015970405760329796,0.14977077959101986,0.13625816960153977,0.07755779993779988,-0.02644927080866005,-0.07925786365343034,-0.09189168948441996,0.015970405760329796,NA,NA
SYC,2020-04-13,98910,-0.43409137725042335,-0.09698202946530012,-0.1019475448928999,-0.12907855294739984,-0.43409137725042335,-0.43409137725042335,-0.43409137725042335,-0.15666503067180035,-0.43409137725042335,0
SYR,2020-04-13,18275704,-4.4680799342998885,43.86115978734091,38.15279481491219,10.787506959503737,-9.296728725854264,-21.385234256988287,-26.338460481400947,-4.4680799342998885,NA,0
TCA,2020-04-13,39226,0.0129313090596798,0.12794402631383966,0.11991183597183948,0.06454870439468012,-0.02027776576781981,-0.061380810673380165,-0.08702918814854002,0.0129313090596798,NA,NA
TCD,2020-04-13,16914985,38.72751209082005,88.22522308026085,71.77877318491937,38.72751209082005,-19.120437030882403,-34.43892891223268,-40.25389564134203,38.72751209082005,NA,0
TGO,2020-04-13,8478242,-5.058847966882348,7.108418374829398,-0.869500436538996,-5.058847966882348,-17.00430772834395,-23.779470742707996,-26.351270760095943,-5.058847966882348,NA,0
THA,2020-04-13,69950844,-108.491260218587,72.86458974663675,37.25988155991099,-38.98554929515515,-108.491260218587,-114.48918992256498,-130.32426466649068,-38.98554929515515,-108.491260218587,2
TJK,2020-04-13,9749625,16.277082935180662,16.277082935180662,16.277082935180662,16.277082935180662,-13.455234683568744,-38.62942960306128,-47.08575875462264,2.545852986311232,16.277082935180662,0
TKL,2020-04-13,1368,-7.220650651200064e-4,0.0013456178920800033,0.0010517196175199946,9.904470479999957e-5,-7.717550796000016e-4,-0.0014174418045600043,-0.0018577921809600007,-7.220650651200064e-4,NA,NA
TKM,2020-04-13,5942000,-8.544018318760045,8.013532245640006,6.833022805699989,-0.5503237966400284,-9.291648483360024,-25.33664444514006,-32.47960571430005,-8.544018318760045,NA,NA
TLS,2020-04-13,1343875,-0.9576954246600056,-0.09954830663374911,-0.2056546157575029,-0.9576954246600056,-2.926657163104994,-4.185218812092498,-4.429727340268761,-0.9576954246600056,NA,0
TON,2020-04-13,106759,-0.01881640399598031,0.10157771669732019,0.054669949412499884,0.0016056916580600674,-0.0549555767114603,-0.10399482159415975,-0.13640182778043972,-0.01881640399598031,NA,NA
TTO,2020-04-13,1403374,-2.0193401233657498,0.014403585183959547,-0.7509785189589167,-1.3248379210985801,-2.3546898551573614,-3.664583611407191,-4.254628785474626,-2.0193401233657498,NA,0
TUN,2020-04-13,11935764,-22.668401937044283,-4.076404172062241,-6.95942864551511,-11.566523740486394,-22.668401937044283,-22.668401937044283,-23.43334975156332,-13.899610990937873,-22.668401937044283,1.714
TUR,2020-04-13,85042736,211.0119587341833,468.27745992490895,438.87207066656316,321.59125436351115,164.00275288879618,26.529789901191336,-8.094465411626592,211.0119587341833,NA,92.429
TUV,2020-04-13,11925,-0.0034874465737500453,0.013488961364999932,0.011244114578249944,0.001965389539499996,-0.005137442401500039,-0.01113957358875,-0.014325406384499974,-0.0034874465737500453,NA,NA
TWN,2020-04-13,23855008,-11.614733183842766,-0.31410366133761725,-10.003628616310474,-11.614733183842766,-24.423996696615728,-30.215067064705163,-38.97306397638144,-19.901645148452847,-11.614733183842766,0.143
TZA,2020-04-13,61498438,19.628553009007437,75.72554507043591,39.217754397507875,19.628553009007437,-77.15522016809095,-143.77219038239383,-166.3362052835491,19.628553009007437,NA,0.286
UGA,2020-04-13,47123533,-15.667212381161102,4.506800920289376,-9.616606820965345,-15.667212381161102,-88.0826900940826,-131.5812288248209,-145.9213336613409,-15.667212381161102,NA,0
UKR,2020-04-13,43466822,-68.30585368222201,24.43313314107915,10.779657103589903,-32.527051380227206,-68.30585368222201,-88.05269646305369,-104.79003007303737,-39.834643942690334,-68.30585368222201,7.857
URY,2020-04-13,3485152,-2.1722351407500966,-0.014676811508471999,-0.3200613735263922,-1.4422185606329585,-2.707796653140467,-3.932174533358716,-4.932285321983348,-1.9194688279817749,-2.1722351407500966,0.286
USA,2020-04-13,332915074,3191.9509157508287,4187.797515306384,3871.1245887455434,3191.9509157508287,2662.013723889554,2411.169599686902,2294.4170789021287,2774.119106460435,3191.9509157508287,2162
UZB,2020-04-13,33935765,-52.413299815784995,-2.8168527662040286,-19.005395332614203,-44.84434437607055,-94.08033714096511,-171.71303147103038,-193.0946569183734,-51.59443646647196,-52.413299815784995,0.286
VAT,2020-04-13,812,4.969269642399984e-4,0.0025298278342400005,0.002452064486199989,0.001515332297359999,3.930002535200061e-4,-3.9962311228000056e-4,-4.7615570379999715e-4,4.969269642399984e-4,NA,0
VCT,2020-04-13,111269,0.0307543020732397,0.3881138149255103,0.3122514452430102,0.16429669098068997,-0.04481887614018999,-0.1910382212186309,-0.23664342981836942,0.0307543020732397,NA,0
VEN,2020-04-13,28704947,-5.3623424441231045,55.3618078005785,42.995989617024165,3.60543951411877,-17.73509373352587,-39.224324634669514,-43.50463697212231,-5.3623424441231045,NA,0.286
VGB,2020-04-13,30423,0.007249114861349891,0.11711699595305977,0.09653193744137994,0.05587758244971012,-0.015166892580480108,-0.057497212917630124,-0.0638240502747602,0.007249114861349891,NA,NA
VNM,2020-04-13,98168829,-17.17557218249072,26.87554582403442,7.663255129398002,-17.17557218249072,-110.8436597877691,-174.26078614981984,-191.83454779143435,-17.17557218249072,NA,0
VUT,2020-04-13,314464,-0.1653626208073616,0.1410430347910397,0.10774798584032023,-0.0787967853536013,-0.2634648888544011,-0.402334461684481,-0.49583103023935904,-0.1653626208073616,NA,0
WLF,2020-04-13,11094,-0.00522080966346005,0.009345569735580041,0.007062791857920007,7.062824252399947e-4,-0.00522080966346005,-0.009394922725859994,-0.01304608603967998,-0.00522080966346005,NA,NA
WSM,2020-04-13,200144,-0.0036869566988805675,0.2540816571719997,0.18234108912655986,0.040517975953279946,-0.07594298961200065,-0.1508255502644806,-0.16645912233775984,-0.0036869566988805675,NA,0
YEM,2020-04-13,30490639,35.42164581545137,93.93456785599408,81.01665340910823,43.35825944276209,-1.2929604252972533,-19.19360051931954,-23.083405066632935,35.42164581545137,NA,0
ZAF,2020-04-13,60041996,-115.64455205810872,-52.790069084903664,-56.67780513766247,-71.78519870996764,-122.06332022879717,-169.75465483563875,-194.0377514962985,-71.78519870996764,-115.64455205810872,2.143
ZMB,2020-04-13,18920657,-20.097433127518684,7.004149087742119,1.079316958551171,-15.824844154340951,-34.22758128011569,-49.31766120813824,-52.174249402572165,-20.097433127518684,NA,0.143
ZWE,2020-04-13,15092171,-2.0539278106182106,12.538761300503277,2.440785731704617,-2.0539278106182106,-27.590033120780173,-43.310256667172894,-49.59102239846157,-2.0539278106182106,NA,0.286
ABW,2020-04-20,107195,0.006670109645649566,0.39949482660064967,0.23549529553330004,0.10924200107975036,-0.07919731251519996,-0.20478222899255086,-0.2224453322833507,-0.009933627728200289,0.006670109645649566,NA
AFG,2020-04-20,39835428,13.073165664720177,73.38925157600512,61.976550836860056,24.86264701112362,-25.567498260989655,-54.07228012985565,-65.18207386790624,13.073165664720177,NA,2
AGO,2020-04-20,33933611,-3.0486692481759476,8.54822103705162,-3.0486692481759476,-3.0486692481759476,-62.16055709505806,-92.64371844525594,-101.03825789078581,-3.0486692481759476,NA,0
AIA,2020-04-20,15125,0.004328665041249945,0.053364310559999885,0.04847312740874991,0.028624065222500022,-0.008446647756249983,-0.02578150796375011,-0.0337052029462501,0.004328665041249945,NA,NA
ALB,2020-04-20,2872934,2.72998878824786,2.850695307410165,2.72998878824786,2.72998878824786,-1.8080095055727434,-7.213816323478581,-7.934226214630346,0.24079777868531219,2.72998878824786,0.429
AND,2020-04-20,77354,1.17105069712969,1.17105069712969,1.17105069712969,1.17105069712969,0.6538589764766207,0.5529160103196606,0.4995635053586196,0.8268992935480763,1.17105069712969,1.143
ARE,2020-04-20,9991083,13.737288726978274,38.776672181445676,30.760718786492546,16.96584035808305,3.373793403427315,-4.7732558889827885,-7.540320595247511,13.737288726978274,NA,2.571
ARG,2020-04-20,45605823,-29.060647515463636,10.932666198451344,-4.764897755214599,-29.060647515463636,-79.80255081858921,-140.40968233762146,-160.60276230755417,-62.322147158052864,-29.060647515463636,5.571
ARM,2020-04-20,2968128,-0.9476806777632033,4.88258189824895,3.6173540577599934,0.17231289016319518,-3.3316112473113755,-6.896101995590396,-9.115688890886416,-0.9476806777632033,NA,1.143
ATG,2020-04-20,98728,0.0052859143904854,0.44251774317520054,0.3974776168921607,0.23083902896096056,0.0052859143904854,-0.13248382687623977,-0.2062306494432798,0.09731678690439972,0.0052859143904854,0.143
AUS,2020-04-20,25788217,9.446950240779314,9.446950240779314,9.446950240779314,9.446950240779314,-13.07105538247416,-23.231758326018173,-26.238154853050265,-9.9337630235936,9.446950240779314,0.857
AUT,2020-04-20,9043072,15.350120385237,24.020435641383663,22.17996376475773,19.244656113733182,13.438834874717463,6.790809370938919,5.93729077621245,16.876334156039622,15.350120385237,14.571
AZE,2020-04-20,10223344,-6.847700089308807,0.4473316177295442,-3.0657750696853308,-6.847700089308807,-24.410729624970724,-41.86711935713515,-50.38360195709123,-6.847700089308807,NA,1
BDI,2020-04-20,12255429,9.57858104021942,21.5065590710827,19.31337247466718,9.57858104021942,-11.594881353249248,-27.748700550787092,-35.88031335988619,9.57858104021942,NA,0
BEL,2020-04-20,11632334,146.8119582664457,234.00218994852946,216.72949736916885,183.94350633397036,146.8119582664457,128.02272603022956,114.33630075112636,183.94350633397036,146.8119582664457,275
BEN,2020-04-20,12451031,-17.034230235507156,4.749835741240903,1.7921355361859919,-8.306835444923912,-22.78944078569364,-35.31525130826631,-37.75392929000357,-17.034230235507156,NA,0
BES,2020-04-20,26445,0.005512676305649902,0.0972013208061001,0.08510894179874988,0.05082038203710003,-0.015756794693699984,-0.05643969595410007,-0.05813297882429987,0.005512676305649902,NA,NA
BFA,2020-04-20,21497097,10.833006079722573,79.63205778330055,37.99432028539407,10.833006079722573,-41.821660210709545,-60.321533920207166,-65.74216107064278,10.833006079722573,NA,1.571
BGD,2020-04-20,166303494,102.37364199680586,421.59347645664235,333.37762009781244,102.37364199680586,-171.25631804974896,-318.19018633315204,-401.31047702726363,102.37364199680586,NA,8.857
BGR,2020-04-20,6896655,-5.315971107547872,2.523927381453466,1.626874500011854,-1.679999364510297,-5.315971107547872,-6.876578354529123,-8.203469052006014,-4.34249509685582,-5.315971107547872,1.571
BHR,2020-04-20,1748295,0.6123968286443924,4.159205361229944,3.650760037848623,2.0001488530878047,0.23952249906660406,-0.6419735568580506,-1.2205061735966962,0.6123968286443924,NA,0.143
BHS,2020-04-20,396914,0.29974139147666057,2.0101089828171745,1.2009327153511857,0.6371477186806195,-0.029101242306639623,-0.7579842168406193,-1.0790140907072805,0.29974139147666057,NA,0.143
BIH,2020-04-20,3263459,7.856661987745467,7.856661987745467,7.856661987745467,7.856661987745467,-0.710608341603834,-2.7788838335007306,-3.072428413380402,0.8045775875296355,7.856661987745467,1.429
BLR,2020-04-20,9442867,21.946489073691364,35.39444993426932,35.39444993426932,35.39444993426932,14.659763010056485,3.615466314511969,0.8208282961252825,35.39444993426932,21.946489073691364,3.143
BLZ,2020-04-20,404915,-0.8282094155175367,1.3857096932888966,1.2343946908250985,0.5236448565571997,-0.8282094155175367,-1.02472695445225,-1.1113595026457006,0.48736969191154705,-0.8282094155175367,0
BMU,2020-04-20,62092,0.6548174338329901,0.6548174338329901,0.6548174338329901,0.6548174338329901,-0.07870367580083969,-0.15423592384484014,-0.17371650089736074,-0.03557498675448014,0.6548174338329901,NA
BOL,2020-04-20,11832936,-40.46057112252767,21.382471996691002,16.334615454941037,-3.070023059614073,-40.46057112252767,-40.46057112252767,-40.46057112252767,-14.087993991660472,-40.46057112252767,0.857
BRA,2020-04-20,213993441,423.4589963274933,979.7399435481669,817.8889810965765,509.60852133821874,360.8417962285809,106.89047917634791,-4.028627680659315,474.775411569473,423.4589963274933,179.857
BRB,2020-04-20,287708,-0.45363675018084126,0.09183481408307953,-0.031669901170319224,-0.24284168666464134,-0.6398831458595181,-0.9793115009851586,-1.170800120556959,-0.45363675018084126,NA,0.143
BRN,2020-04-20,441532,-0.031004354963401173,0.6661323654403601,0.46030525626540214,-0.031004354963401173,-0.4745390513936804,-0.7898690195104807,-0.8941106493701219,-0.031004354963401173,NA,0
BTN,2020-04-20,779900,-0.47974251526300254,-0.4592421340539987,-0.47974251526300254,-0.47974251526300254,-1.7416112238799968,-2.354863455317999,-2.456040217675003,-0.47974251526300254,NA,0
BWA,2020-04-20,2397240,-3.184991426858419,-1.212301815796804,-1.6926106167360013,-2.9123008460747992,-4.681616310676803,-6.439510317077983,-7.20245781329759,-3.184991426858419,NA,0
CAF,2020-04-20,4919987,-6.821610240572509,-0.03279348455031131,-1.0797823637089783,-5.1083772382195924,-11.08490300894473,-15.185196558807146,-16.16217062816479,-6.821610240572509,NA,0
CAN,2020-04-20,38067913,198.07443820226857,262.8316784518226,249.37292388911447,209.52862159793617,174.85591266801268,153.0452605144033,142.6827269171463,206.4538766456046,198.07443820226857,152.286
CHE,2020-04-20,8715494,25.276725521670283,44.67125769891468,41.04911913539027,33.934034216242246,25.276725521670283,22.13074614951956,20.493947266569613,30.407873025828994,25.276725521670283,37
CHL,2020-04-20,19212362,2.169789227151143,17.568211864225336,16.31763599383088,9.25424587890609,-9.958606420572172,-33.493981763781534,-37.54245602559597,0.7668470199584495,2.169789227151143,8.143
CHN,2020-04-20,1444216102,133.71826470917526,2315.630029846156,1630.1393126778385,181.7486751506819,-771.4688588725011,-1297.696305762687,-1414.789202412646,133.71826470917526,NA,184.429
CIV,2020-04-20,27053629,-24.903330816918743,25.043302505856865,15.99063150830025,-15.78438762654603,-53.311757401779175,-74.4994088963745,-80.25146329952388,-24.903330816918743,NA,0.429
CMR,2020-04-20,27224262,29.673215587842897,43.60682346894207,34.940446012849975,29.673215587842897,-39.32240169753789,-71.4429009369925,-77.22388531056892,29.673215587842897,NA,4.286
COD,2020-04-20,92377986,104.50284238794265,206.83568154331238,138.9056764192097,104.50284238794265,-101.71797867079232,-221.40915686472337,-297.3304517682767,104.50284238794265,NA,0.714
COG,2020-04-20,5657017,1.2643785992860643,7.304974106014489,5.331932331902436,1.2643785992860643,-14.408294902977179,-25.4895481407337,-26.146393209550208,1.2643785992860643,NA,0.143
COK,2020-04-20,17572,-0.010895291042600081,0.016013272225600044,0.012823019043760021,7.142837008400777e-4,-0.010895291042600081,-0.018806133397399942,-0.026635562040399956,-0.010895291042600081,NA,NA
COL,2020-04-20,51265841,-43.12784911713171,52.65601014583759,18.09766366443126,-23.592724072569176,-47.65674629993649,-69.99608976894079,-83.92053198223726,-45.40265596739336,-43.12784911713171,11
COM,2020-04-20,888456,0.017531458019997285,0.49791188765280064,0.1413138310771234,0.017531458019997285,-1.4910935902747207,-2.455169341068245,-2.6364210462573623,0.017531458019997285,NA,0
CPV,2020-04-20,561901,-0.6777171909009417,-0.2570948694267793,-0.46653933720442825,-0.6777171909009417,-1.3814186226003282,-1.8804022246869438,-2.256622140195339,-0.6777171909009417,NA,0
CRI,2020-04-20,5139053,-4.688001983391167,-1.8860123573027705,-3.135941410181283,-4.688001983391167,-9.320532327676387,-18.948833186446212,-21.762311354604964,-8.37536576822961,-4.688001983391167,0.429
CUB,2020-04-20,11317498,18.670061179089966,26.854979546655038,18.670061179089966,18.670061179089966,-4.305280586531533,-26.66335087829425,-36.22248859892734,-1.4741733775877877,18.670061179089966,2.143
CUW,2020-04-20,164796,0.09306108068507934,0.5828035836186004,0.4900177237892391,0.2765844767015992,-0.04943735638703976,-0.2767536562751995,-0.3311254449075605,0.09306108068507934,NA,NA
CYM,2020-04-20,66498,0.0223338520349997,0.22684615219913998,0.1969456436945997,0.09377244263633983,-0.02898243645156026,-0.1228816169611199,-0.14612096827224022,0.0223338520349997,NA,NA
CYP,2020-04-20,896005,-1.4985978459655287,0.9622745064454432,0.3062821059539959,-0.2757462645140521,-1.4985978459655287,-1.524033541404003,-2.0660546882987005,-0.544819755791853,-1.4985978459655287,0.143
CZE,2020-04-20,10724553,-14.797231139644714,11.389345518908708,9.763159562185033,6.652232598553881,-14.797231139644714,-14.797231139644714,-14.797231139644714,6.652232598553881,-14.797231139644714,7.286
DEU,2020-04-20,83900471,115.88081861963086,356.23014042278993,331.6376253394659,262.8053106079978,115.88081861963086,115.88081861963086,115.88081861963086,262.8053106079978,115.88081861963086,238.286
DJI,2020-04-20,1002197,1.5282477699612824,3.07917813433797,2.794415833042163,1.5282477699612824,-1.8949233903058897,-3.1492578519577066,-3.8274347303051512,1.5282477699612824,NA,0
DMA,2020-04-20,72172,0.01256816487647979,0.22739257588887984,0.1710665764893606,0.06635383256840013,-0.06392005199300005,-0.1489789378038402,-0.18451469053692032,0.01256816487647979,NA,0
DNK,2020-04-20,5813302,11.61673354735353,19.842108416546264,17.86452166974819,13.786125008850519,9.353897536145338,6.508894743598727,6.12341195572678,10.775954447347745,11.61673354735353,11.286
DOM,2020-04-20,10953714,6.401604259153211,40.915637932194,32.77169868157298,14.656168244037405,-18.210368350570402,-42.91715488469554,-47.54268572742707,6.401604259153211,NA,8.286
DZA,2020-04-20,44616626,0.5941140994833748,48.973002732131214,30.741351450881012,0.5941140994833748,-43.64170052044789,-91.67427757908091,-97.02951616444786,0.5941140994833748,NA,10.143
ECU,2020-04-20,17888474,288.46565008027,288.46565008027,288.46565008027,288.46565008027,15.550189992018545,-27.574769086050768,-37.023968012203916,44.284548636944,288.46565008027,21.714
EGY,2020-04-20,104258327,-7.6025562206106,178.00423269585755,146.73160450231077,71.43737298834267,-59.66776826522219,-206.67614630563833,-260.5912757988149,71.43737298834267,-7.6025562206106,12.286
ERI,2020-04-20,3601462,-1.8670459443030931,7.99948182366288,5.976140928010143,1.0116851417913377,-5.215196377421955,-9.19153736614232,-10.400841462607554,-1.8670459443030931,NA,0
ESP,2020-04-20,46745211,395.54173354735286,853.2200255888201,795.5277480848092,662.6141507770909,395.54173354735286,381.4600466281765,367.3577844932937,580.2203018917953,395.54173354735286,442.286
EST,2020-04-20,1325188,4.737319422150086,4.737319422150086,4.737319422150086,4.737319422150086,2.2555687157578825,1.5257589673339214,1.2048191861779978,2.9757975404681423,4.737319422150086,1.714
ETH,2020-04-20,117876226,75.59446576964733,103.3399136965931,75.59446576964733,75.59446576964733,-154.6768761002496,-262.8129070325115,-331.9124811567283,75.59446576964733,NA,0
