iso_o,iso_d,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces
ABW,CIV,0,0,0,0,0,0,0,0,7293.883,7124.627,7194.4960000000001,7192.1899999999996
ABW,CMR,0,0,1,0,0,0,0,0,9014.291,9014.291,8947.1039999999994,8944.5910000000003
ABW,COG,0,0,0,0,0,0,0,0,9613.901,9613.901,9476.8909999999996,9474.1129999999994
ABW,COK,0,0,1,0,0,0,0,0,10484.67,10484.67,10477.74,10477.08
ABW,COL,0,1,0,0,0,0,0,0,1036.634,1036.634,929.58870000000002,861.24519999999995
ABW,COM,0,0,0,0,0,0,0,0,12802.65,12802.65,12839,12838.67
ABW,CPV,0,0,0,0,0,0,0,0,5036.386,5036.386,4961.8860000000004,4960.5709999999999
ABW,CRI,0,1,0,0,0,0,0,0,1550.772,1550.772,1572.2629999999999,1570.8040000000001
ABW,CUB,0,1,0,0,0,0,0,0,1754.738,1754.738,1485.848,1417.221
ABW,CXR,0,0,1,0,0,0,0,0,19519.52,19519.52,.,.
ABW,CYM,0,0,1,0,0,0,0,0,1421.378,1421.378,1436.75,1436.672
ABW,CYP,0,0,0,0,0,0,0,0,10403.22,10403.22,10398.700000000001,10398.610000000001
ABW,CZE,0,0,0,0,0,0,0,0,8560.899,8560.899,8638.3549999999996,8636.6700000000001
ABW,DEU,0,0,0,0,0,0,0,0,8034.389,8474.606,8231.7080000000005,8228.1149999999998
ABW,DJI,0,0,0,0,0,0,0,0,12186.87,12186.87,12175.09,12175.08
ABW,DMA,0,0,1,0,0,0,0,0,989.9883,989.9883,984.10599999999999,984.0394
ABW,DNK,0,0,0,0,0,0,0,0,8408.59,8408.59,8331.9169999999995,8331.0290000000005
ABW,DOM,0,1,0,0,0,0,0,0,663.0993,663.0993,699.27009999999996,695.87289999999996
ABW,DZA,0,0,0,0,0,0,0,0,7686.407,7686.407,7710.0169999999998,7701.7929999999997
ABW,ECU,0,1,0,0,0,0,0,0,1698.399,1698.399,1873.77,1863.8440000000001
ABW,EGY,0,0,1,0,0,0,0,0,10383.61,10383.61,10362.27,10361.41
ABW,ERI,0,0,1,0,0,0,0,0,11620.09,11620.09,11668.219999999999,11666.290000000001
ABW,ESH,0,0,0,0,0,0,0,0,6124.013,6124.013,6084.6710000000003,6081.951
ABW,ESP,0,1,0,0,0,0,0,0,7121.524,7121.524,7186.835,7171.0439999999999
ABW,EST,0,0,0,0,0,0,0,0,9088.512,9088.512,9140.6290000000008,9140.0220000000008
ABW,ETH,0,0,0,0,0,0,0,0,11817.33,11817.33,11800.59,11799.450000000001
ABW,FIN,0,0,0,0,0,0,0,0,9087.563,9087.563,9056.3729999999996,9055.6020000000008
ABW,FJI,0,0,1,0,0,0,0,0,12692.41,12692.41,12718.24,12717.950000000001
ABW,FLK,0,0,1,0,0,0,0,0,7248.144,7248.144,7245.1130000000003,7244.3860000000004
ABW,FRA,0,0,0,0,0,0,0,0,7685.884,7685.884,7716.7520000000004,7711.8299999999999
ABW,FRO,0,0,0,0,0,0,0,0,7410.507,7410.507,7411.0079999999998,7410.9939999999997
ABW,FSM,0,0,1,0,0,0,0,0,14263.71,14263.71,14778.639999999999,14760.92
ABW,GAB,0,0,0,0,0,0,0,0,8868.927,8868.927,8929.7610000000004,8927.1589999999997
ABW,GBR,0,0,1,0,0,0,0,0,7541.243,7541.243,7480.7960000000003,7479.9639999999999
ABW,GEO,0,0,0,0,0,0,0,0,11056.94,11056.94,10965.280000000001,10963.969999999999
ABW,GHA,0,0,1,0,0,0,0,0,7697.944,7697.944,7620.6559999999999,7619.5609999999997
ABW,GIB,0,1,1,0,0,0,0,0,6937.016,6937.016,6930.3239999999996,6930.3230000000003
ABW,GIN,0,0,0,0,0,0,0,0,5940.813,5940.813,6247.7629999999999,6242.9089999999997
ABW,GLP,0,0,0,0,0,0,0,0,980.5495,980.5495,999.64490000000001,999.39070000000004
ABW,GMB,0,0,1,0,0,0,0,0,5785.502,5785.502,5805.3900000000003,5804.3879999999999
ABW,GNB,0,0,0,0,0,0,0,0,5912.736,5912.736,5917.1319999999996,5916.9009999999998
ABW,GNQ,0,1,0,0,0,0,0,0,8721.603,8721.603,8801.0529999999999,8799.8379999999997
ABW,GRC,0,0,0,0,0,0,0,0,9491.157,9491.157,9457.3700000000008,9456.7860000000001
ABW,GRD,0,0,1,0,0,0,0,0,911.348,911.348,902.11149999999998,902.00800000000004
ABW,GRL,0,0,0,0,0,0,0,0,5921.006,5921.006,6174.2719999999999,6151.5559999999996
ABW,GTM,0,1,0,0,0,0,0,0,2220.068,2220.068,2252.7260000000001,2251.4090000000001
ABW,GUF,0,0,0,0,0,0,0,0,2128.791,2128.791,2061.8009999999999,2057.799
ABW,GUY,0,0,1,0,0,0,0,0,1458.406,1458.406,1463.903,1462.4190000000001
ABW,HKG,0,0,1,0,0,0,0,0,16131.13,16131.13,16132.209999999999,16132.209999999999
ABW,HND,0,1,0,0,0,0,0,0,1863.05,1863.05,1921.0799999999999,1918.6020000000001
ABW,HRV,0,0,0,0,0,0,0,0,8716.868,8716.868,8740.6890000000003,8739.732
ABW,HTI,0,0,0,0,0,0,0,0,709.3878,709.3878,741.58870000000002,739.21600000000001
ABW,HUN,0,0,0,0,0,0,0,0,8927.636,8927.636,8940.5,8939.6460000000006
ABW,IDN,0,0,0,0,1,0,0,0,19240.39,19240.39,19054.849999999999,19043.139999999999
ABW,IND,0,0,1,0,0,0,0,0,14258.17,14258.17,14750.66,14736.860000000001
ABW,IRL,0,0,1,0,0,0,0,0,7174.017,7174.017,7123.4650000000001,7122.6260000000002
ABW,IRN,0,0,0,0,0,0,0,0,11880.18,11880.18,11939.98,11930.09
ABW,IRQ,0,0,0,0,0,0,0,0,11426.34,11426.34,11443.27,11440.459999999999
ABW,ISL,0,0,0,0,0,0,0,0,6827.22,6827.22,6857.1009999999997,6856.1859999999997
ABW,ISR,0,0,1,0,0,0,0,0,10635.04,10635.04,10642.42,10642.379999999999
ABW,ITA,0,0,0,0,0,0,0,0,8480.133,8480.133,8427.7890000000007,8422.3430000000008
ABW,JAM,0,0,1,0,0,0,0,0,938.3511,938.3511,977.95129999999995,976.23879999999997
ABW,JOR,0,0,1,0,0,0,0,0,10744.01,10744.01,10735.08,10735.059999999999
ABW,JPN,0,0,0,0,0,0,0,0,13815.84,13815.84,13944.01,13937.190000000001
ABW,KAZ,0,0,0,0,0,0,0,0,12977.21,12028.06,12272.969999999999,12246.68
ABW,KEN,0,0,1,0,0,0,0,0,11887.17,11887.17,11902.34,11899.200000000001
ABW,KGZ,0,0,0,0,0,0,0,0,12891.46,12891.46,12931.08,12930.75
ABW,KHM,0,0,0,0,0,0,0,0,17292,17292,17255.060000000001,17254.57
ABW,KIR,0,0,1,0,0,0,0,0,12879.52,12879.52,12784.469999999999,12752.67
ABW,KNA,0,0,1,0,0,0,0,0,952.6719,952.6719,1383.8219999999999,976.50869999999998
ABW,KOR,0,0,1,0,0,0,0,0,14183.6,14183.6,14259.77,14259.24
ABW,KWT,0,0,1,0,0,0,0,0,11922.28,11922.28,11920.190000000001,11920.18
ABW,LAO,0,0,0,0,0,0,0,0,16543.05,16543.05,16573.990000000002,16570.5
ABW,LBN,0,0,1,0,0,0,0,0,10635.64,10635.64,10634.9,10634.879999999999
ABW,LBR,0,0,1,0,0,0,0,0,6538.721,6538.721,6573.0559999999996,6571.4859999999999
ABW,LBY,0,0,0,0,0,0,0,0,8638.483,8638.483,8900.7350000000006,8887.9549999999999
ABW,LCA,0,0,1,0,0,0,0,0,1000.846,1000.846,989.24249999999995,989.20259999999996
ABW,LKA,0,0,0,0,0,0,0,0,16067.56,16067.56,16049.5,16049.18
ABW,LSO,0,0,1,0,0,0,0,0,11423.01,11423.01,11425.879999999999,11425.77
ABW,LTU,0,0,0,0,0,0,0,0,9223.909,9223.909,9122.0450000000001,9121.0589999999993
ABW,LUX,0,0,0,0,0,0,0,0,7967.711,7967.711,7957.6869999999999,7957.6779999999999
ABW,LVA,0,0,0,0,0,0,0,0,9100.948,9100.948,9111.2860000000001,9110.3999999999996
ABW,MAC,0,0,0,0,0,0,0,0,16137.89,16137.89,.,.
ABW,MAR,0,0,0,0,0,0,0,0,6782.739,6782.739,6777.4309999999996,6773.6270000000004
ABW,MDA,0,0,0,0,0,0,0,0,9662.548,9662.548,9653.5169999999998,9653.259
ABW,MDG,0,0,0,0,0,0,0,0,13342.62,13342.62,13328.07,13326.889999999999
ABW,MDV,0,0,0,0,0,0,0,0,15595.96,15595.96,15591.33,15590.73
ABW,MEX,0,1,0,0,0,0,0,0,3197.777,3197.777,3516.0210000000002,3433.252
ABW,MHL,0,0,1,0,0,0,0,0,12908.49,12908.49,13034.27,13032.870000000001
ABW,MKD,0,0,0,0,0,0,0,0,9214.088,9214.088,9217.7999999999993,9217.6540000000005
ABW,MLI,0,0,0,0,0,0,0,0,6729.114,6729.114,6799.6040000000003,6792.5519999999997
ABW,MLT,0,0,1,0,0,0,0,0,8723.98,8723.98,8711.6599999999999,8711.6550000000007
ABW,MMR,0,0,0,0,0,0,0,0,16436.57,16436.57,16303.360000000001,16299.34
ABW,MNG,0,0,0,0,0,0,0,0,13299.1,13299.1,13300.459999999999,13298.9
ABW,MNP,0,0,1,0,0,0,0,0,15020.25,15020.25,15045.629999999999,15045.59
ABW,MOZ,0,0,0,0,0,0,0,0,11878.69,11878.69,12049.379999999999,12044.73
ABW,MRT,0,0,0,0,0,0,0,0,5824.114,5824.114,5932.2659999999996,5923.6080000000002
ABW,MSR,0,0,1,0,0,0,0,0,966.2597,966.2597,.,.
ABW,MTQ,0,0,0,0,0,0,0,0,1001.726,1001.726,998.65340000000003,998.57410000000004
ABW,MUS,0,0,1,0,0,0,0,0,14395.81,14395.81,14382.700000000001,14382.690000000001
ABW,MWI,0,0,1,0,0,0,0,0,11828.46,11828.46,11885.309999999999,11884.639999999999
ABW,MYS,0,0,0,0,0,0,0,0,18066.89,18066.89,18042.02,18040.25
ABW,NAM,0,0,1,0,0,0,0,0,10267.96,10267.96,10238.200000000001,10235.290000000001
ABW,NCL,0,0,0,0,0,0,0,0,13964.53,13964.53,13994.370000000001,13993.969999999999
ABW,NER,0,0,0,0,0,0,0,0,7796.389,7796.389,8090.482,8078.5429999999997
ABW,NFK,0,0,1,0,0,0,0,0,13783.12,13783.12,13783.780000000001,13783.780000000001
ABW,NGA,0,0,1,0,0,0,0,0,8081.917,8425.322,8276.0910000000003,8269.7420000000002
ABW,NIC,0,1,0,0,0,0,0,0,1761.929,1761.929,1764.175,1761.1010000000001
ABW,NIU,0,0,1,0,0,0,0,0,11484.71,11484.71,11492.940000000001,11492.940000000001
ABW,NLD,0,1,1,1,0,1,1,0,7896.896,7896.896,7908.4070000000002,7908.1099999999997
ABW,NOR,0,0,0,0,0,0,0,0,8301.125,8301.125,8240.8080000000009,8238.2649999999994
ABW,NPL,0,0,0,0,0,0,0,0,14828.1,14828.1,14806.049999999999,14804.43
ABW,NRU,0,0,1,0,0,0,0,0,13604.61,13604.61,13620.23,13620.219999999999
ABW,NZL,0,0,1,0,0,0,0,0,12981.52,12981.52,13079.870000000001,13079.110000000001
ABW,OMN,0,0,0,0,0,0,0,0,13155.52,13155.52,13071.639999999999,13071.030000000001
ABW,PAK,0,0,1,0,0,0,0,0,13581.61,13581.61,13748.66,13747.85
ABW,PAL,0,0,0,0,0,0,0,0,10625.24,10625.24,10642.139999999999,10642.059999999999
ABW,PAN,0,1,0,0,0,0,0,0,1102.975,1102.975,1182.386,1171.2760000000001
ABW,PCN,0,0,1,0,0,0,0,0,7735.013,7735.013,.,.
ABW,PER,0,1,0,0,0,0,0,0,2848.861,2848.861,2758.8580000000002,2724.569
ABW,PHL,0,0,1,0,0,0,0,0,16773.43,16773.43,16868.52,16866.91
ABW,PLW,0,0,1,0,0,0,0,0,16527.85,16527.85,16541.41,16541.349999999999
ABW,PNG,0,0,1,0,0,0,0,0,15957.22,15957.22,15932.049999999999,15927.290000000001
ABW,POL,0,0,0,0,0,0,0,0,8990.023,8990.023,8884.0969999999998,8882.1479999999992
ABW,PRI,0,1,1,0,0,0,0,0,781.5696,781.5696,764.20429999999999,763.26739999999995
ABW,PRK,0,0,0,0,0,0,0,0,14063.87,14063.87,13996.790000000001,13995.25
ABW,PRT,0,0,0,0,0,0,0,0,6637.424,6637.424,6626.6850000000004,6621.5370000000003
ABW,PRY,0,1,0,0,0,0,0,0,4418.076,4418.076,4436.5600000000004,4435.1090000000004
ABW,PYF,0,0,0,0,0,0,0,0,9348.107,9348.107,9363.7759999999998,9363.4629999999997
ABW,QAT,0,0,0,0,0,0,0,0,12436.23,12436.23,12418.49,12418.469999999999
ABW,REU,0,0,0,0,0,0,0,0,14183.83,14183.83,14168.52,14168.5
ABW,ROM,0,0,0,0,0,0,0,0,9528.119,9528.119,9448.0609999999997,9445.3209999999999
ABW,RUS,0,0,0,0,0,0,0,0,9942.475,9942.475,10523.27,10451.280000000001
ABW,RWA,0,0,1,0,0,0,0,0,11168.01,11168.01,11138.65,11138.530000000001
ABW,SAU,0,0,0,0,0,0,0,0,12028.87,12028.87,11731.110000000001,11720.17
ABW,SDN,0,0,0,0,0,0,0,0,10960.46,10960.46,10934.82,10927.77
ABW,SEN,0,0,0,0,0,0,0,0,5688.13,5688.13,5733.223,5731.9080000000004
ABW,SGP,0,0,1,0,0,0,0,0,18355.38,18355.38,18355.23,18355.23
ABW,SHN,0,0,1,0,0,0,0,0,7763.898,7763.898,7507.777,7463.4660000000003
ABW,SLB,0,0,0,0,0,0,0,0,14562.64,14562.64,14593.49,14592.629999999999
ABW,SLE,0,0,1,0,0,0,0,0,6222.756,6222.756,6281.9809999999998,6280.4369999999999
ABW,SLV,0,1,0,0,0,0,0,0,2070.009,2070.009,2081.7150000000001,2080.9560000000001
ABW,SMR,0,0,0,0,0,0,0,0,8461.912,8461.912,8454.9920000000002,8454.9920000000002
ABW,SOM,0,0,0,0,0,0,0,0,12721.27,12721.27,12607.73,12606.07
ABW,SPM,0,0,0,0,0,0,0,0,4015.755,4015.755,4035.5390000000002,4035.5140000000001
ABW,STP,0,0,0,0,0,0,0,0,8580.347,8580.347,8558.0689999999995,8558.0380000000005
ABW,SUR,0,1,1,0,1,0,0,0,1793.713,1793.713,1873.9010000000001,1787.663
ABW,SVK,0,0,0,0,0,0,0,0,8778.741,8778.741,8902.0490000000009,8900.6290000000008
ABW,SVN,0,0,0,0,0,0,0,0,8601.009,8601.009,8617.8649999999998,8617.6499999999996
ABW,SWE,0,0,0,0,0,0,0,0,8715.387,8715.387,8587.5280000000002,8585.1740000000009
ABW,SWZ,0,0,0,0,0,0,0,0,11739.21,11739.21,11750.85,11750.780000000001
ABW,SYC,0,0,1,0,0,0,0,0,13989.59,13989.59,13976.950000000001,13976.950000000001
ABW,SYR,0,0,0,0,0,0,0,0,10720.53,10720.53,10724.01,10723.18
ABW,TCA,0,0,1,0,0,0,0,0,998.4774,998.4774,1011.227,1011.168
ABW,TCD,0,0,0,0,0,0,0,0,9201.158,9201.158,9341.9130000000005,9338.2119999999995
ABW,TGO,0,0,0,0,0,0,0,0,7858.3,7858.3,7805.1999999999998,7804.8000000000002
ABW,THA,0,0,0,0,0,0,0,0,16930.21,16930.21,16932.43,16930.5
ABW,TJK,0,0,0,0,0,0,0,0,12917.73,12917.73,12918.99,12918.610000000001
ABW,TKL,0,0,1,0,0,0,0,0,11515.18,11515.18,11479.48,11479.27
ABW,TKM,0,0,0,0,0,0,0,0,12265.52,12265.52,12265.08,12260.790000000001
ABW,TMP,0,0,0,0,0,0,0,0,18262.52,18262.52,18275.07,18274.889999999999
ABW,TON,0,0,0,0,0,0,0,0,12067.62,12067.62,12052.030000000001,12051.76
ABW,TTO,0,0,1,0,0,0,0,0,959.7569,959.7569,960.61429999999996,960.39059999999995
ABW,TUN,0,0,0,0,0,0,0,0,8328.585,8328.585,8334.2080000000005,8333.9359999999997
ABW,TUR,0,0,0,0,0,0,0,0,9845.79,10197.24,10126.42,10114.120000000001
ABW,TUV,0,0,0,0,0,0,0,0,12456.92,12456.92,12533.82,12533.02
ABW,TWN,0,0,0,0,0,0,0,0,15659.13,15659.13,15771.77,15770.9
ABW,TZA,0,0,0,0,0,0,0,0,12282.36,11881.49,11986.52,11976.290000000001
ABW,UGA,0,0,1,0,0,0,0,0,11386.03,11386.03,11347.059999999999,11346.17
ABW,UKR,0,0,0,0,0,0,0,0,9678.449,9678.449,9909.7129999999997,9901.7150000000001
ABW,URY,0,1,0,0,0,0,0,0,5483.935,5483.935,5392.8559999999998,5389.0129999999999
ABW,USA,0,0,1,0,0,0,0,0,3161.668,3007.269,3859.8850000000002,3648.866
ABW,UZB,0,0,0,0,0,0,0,0,12732.29,12732.29,12713.790000000001,12709.940000000001
ABW,VCT,0,0,1,0,0,0,0,0,964.7043,964.7043,953.58699999999999,953.52729999999997
ABW,VEN,0,1,0,0,0,0,0,0,408.8065,408.8065,437.7824,380.6062
ABW,VGB,0,0,1,0,0,0,0,0,881.2882,881.2882,879.4905,879.44159999999999
ABW,VNM,0,0,0,0,0,0,0,0,16271.96,16271.96,17039.93,17024.939999999999
ABW,VUT,0,0,1,0,0,0,0,0,13756.36,13756.36,13796.530000000001,13796.35
ABW,WLF,0,0,0,0,0,0,0,0,12049.83,12049.83,12055.93,12055.93
ABW,WSM,0,0,1,0,0,0,0,0,13348.89,13348.89,11605.08,11605.030000000001
ABW,YEM,0,0,0,0,0,0,0,0,12161.9,12161.9,12205.73,12204.190000000001
ABW,YUG,0,0,0,0,0,0,0,0,9082.858,9082.858,9097.5249999999996,9097.134
ABW,ZAF,0,0,1,0,0,0,0,0,10662.36,11441.71,11325.09,11313.809999999999
ABW,ZAR,0,0,0,0,0,0,0,0,9622.77,9622.77,10139.77,10103.9
ABW,ZMB,0,0,1,0,0,0,0,0,11267.38,11267.38,11237,11235.77
ABW,ZWE,0,0,1,0,0,0,0,0,11603.47,11603.47,11528.01,11526.700000000001
AFG,ABW,0,0,0,0,0,0,0,0,13257.81,13257.81,13168.219999999999,13166.370000000001
AFG,AFG,0,0,0,0,0,0,0,0,303.7614,303.7614,269.54329999999999,90.264150000000001
AFG,AGO,0,0,0,0,0,0,0,0,7607.8,7607.8,7573.2529999999997,7563.8140000000003
AFG,AIA,0,0,0,0,0,0,0,0,12292.16,12292.16,12205.450000000001,12203.41
AFG,ALB,0,0,0,0,0,0,0,0,4342.117,4342.117,4250.7380000000003,4243.1499999999996
AFG,AND,0,0,0,0,0,0,0,0,5806.359,5806.359,5712.4030000000002,5707.326
AFG,ANT,0,0,0,0,0,0,0,0,13218.26,13218.26,13004.559999999999,12995.190000000001
AFG,ARE,0,0,0,0,0,0,0,0,1813.615,1813.615,1657.193,1628.8979999999999
AFG,ARG,0,0,0,0,0,0,0,0,15298.5,15298.5,15341.16,15333.280000000001
AFG,ARM,0,0,0,0,0,0,0,0,2266.15,2266.15,2171.3020000000001,2155.1210000000001
AFG,ATG,0,0,0,0,0,0,0,0,12297.09,12297.09,12214.32,12212.200000000001
AFG,AUS,0,0,0,0,0,0,0,0,11433.49,11365.44,11086.139999999999,11020.75
AFG,AUT,0,0,0,0,0,0,0,0,4568.098,4568.098,4567.3019999999997,4557.8090000000002
AFG,AZE,0,0,0,0,0,0,0,0,1822.217,1822.217,1821.7190000000001,1796.3679999999999
AFG,BDI,0,0,0,0,0,0,0,0,5930.057,5930.057,5849.067,5842.1570000000002
AFG,BEL,0,0,0,0,0,0,0,0,5416.121,5416.121,5331.8919999999998,5326.8370000000004
AFG,BEN,0,0,0,0,0,0,0,0,7481.006,7450.474,7330.6570000000002,7323.3270000000002
AFG,BFA,0,0,0,0,0,0,0,0,7497.595,7497.595,7464.21,7456.0559999999996
AFG,BGD,0,0,0,0,0,0,0,0,2376.978,2376.978,2488.6759999999999,2472.7289999999998
AFG,BGR,0,0,0,0,0,0,0,0,4043.005,4043.005,3819.0430000000001,3805.9769999999999
AFG,BHR,0,0,0,0,0,0,0,0,2004.434,2004.434,1940.47,1917.1569999999999
AFG,BHS,0,0,0,0,0,0,0,0,12518.58,12518.58,12427.120000000001,12425.32
AFG,BIH,0,0,0,0,0,0,0,0,4428.614,4428.614,4374.7430000000004,4367.2219999999998
AFG,BLR,0,0,0,0,0,0,0,0,3880.9,3880.9,3766.027,3755.0230000000001
AFG,BLZ,0,0,0,0,0,0,0,0,13822.82,13822.82,13714.66,13713.030000000001
AFG,BMU,0,0,0,0,0,0,0,0,11177.66,11177.66,11089.690000000001,11087.73
AFG,BOL,0,0,0,0,0,0,0,0,15349.95,15240.55,15100.65,15096.34
AFG,BRA,0,0,0,0,0,0,0,0,13771.76,13470.08,13223.75,13180.02
AFG,BRB,0,0,0,0,0,0,0,0,12465.55,12465.55,12371.209999999999,12369
AFG,BRN,0,0,0,0,0,0,0,0,5741.141,5741.141,5823.1989999999996,5818.0720000000001
AFG,BTN,0,0,0,0,0,0,0,0,2103.501,2103.501,2231.2910000000002,2215.8389999999999
AFG,BWA,0,0,0,0,0,0,0,0,8023.767,8023.767,7847.0919999999996,7838.7079999999996
AFG,CAF,0,0,0,0,0,0,0,0,6188.315,6188.315,6083.5339999999997,6071.6700000000001
AFG,CAN,0,0,0,0,0,0,0,0,10768.89,10461.27,10516.290000000001,10508.32
AFG,CCK,0,0,0,0,0,0,0,0,5992.465,5992.465,.,.
AFG,CHE,0,0,0,0,0,0,0,0,5247.043,5247.043,5136.085,5129.5780000000004
AFG,CHL,0,0,0,0,0,0,0,0,16353.9,16353.9,16262.290000000001,16257.02
AFG,CHN,1,0,0,0,0,0,0,0,4180.438,4180.438,4434.3819999999996,4369.9930000000004
AFG,CIV,0,0,0,0,0,0,0,0,8144.624,8165.951,8067.3720000000003,8061.5360000000001
AFG,CMR,0,0,0,0,0,0,0,0,6842.123,6842.123,6632.0510000000004,6608.6790000000001
AFG,COG,0,0,0,0,0,0,0,0,7100.583,7100.583,7110.9319999999998,7100.183
AFG,COK,0,0,0,0,0,0,0,0,15044.61,15044.61,15114.23,15110.15
AFG,COL,0,0,0,0,0,0,0,0,14288.69,14288.69,14072.280000000001,14065.93
AFG,COM,0,0,0,0,0,0,0,0,5824.411,5824.411,5802.0820000000003,5796.5829999999996
AFG,CPV,0,0,0,0,0,0,0,0,9324.58,9324.58,9225.1479999999992,9221.1419999999998
AFG,CRI,0,0,0,0,0,0,0,0,14334.57,14334.57,14260.459999999999,14258.969999999999
AFG,CUB,0,0,0,0,0,0,0,0,12952.4,12952.4,12859.24,12857.48
AFG,CXR,0,0,0,0,0,0,0,0,6312.074,6312.074,.,.
AFG,CYM,0,0,0,0,0,0,0,0,13283.3,13283.3,13208.93,13207.379999999999
AFG,CYP,0,0,0,0,0,0,0,0,3257.972,3257.972,3172.299,3159.9839999999999
AFG,CZE,0,0,0,0,0,0,0,0,4708.024,4708.024,4543.1710000000003,4534.2799999999997
AFG,DEU,0,0,0,0,0,0,0,0,5226.514,4783.57,4945.5200000000004,4934.4210000000003
AFG,DJI,0,0,0,0,0,0,0,0,3668.116,3668.116,3621.2950000000001,3610.346
AFG,DMA,0,0,0,0,0,0,0,0,12416.77,12416.77,12318.91,12316.780000000001
AFG,DNK,0,0,0,0,0,0,0,0,4857.692,4857.692,4854.4740000000002,4848.241
AFG,DOM,0,0,0,0,0,0,0,0,12709.28,12709.28,12623.33,12621.42
AFG,DZA,0,0,0,0,0,0,0,0,5866.736,5866.736,5776.018,5759.415
AFG,ECU,0,0,0,0,0,0,0,0,14950.6,14950.6,15033.629999999999,15030.780000000001
AFG,EGY,0,0,0,0,0,0,0,0,3584.319,3584.319,3509.174,3496.8980000000001
AFG,ERI,0,0,0,0,0,0,0,0,3706.288,3706.288,3625.7809999999999,3613.636
AFG,ESH,0,0,0,0,0,0,0,0,7696.608,7696.608,7659.5540000000001,7651.8029999999999
